"AD_Org_ID[Name]","ZZMigrationCode/K","IsActive","ZZSkillsProgrammeCode","ZZSkillsProgrammeTitle","ZZCredits","Registrationstartdate","Registrationenddate","ZZMinimumElectiveCredits","ZZIsOHS","ZZMigrateValues"
*,179,Y,MQA/SP/0097/09,Skills Programme: Fabrication and Repair Equipment in Surface Operations,66,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,36,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1165;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,180,Y,MQA/SP/0098/09,Skills Programme: Produce mastermodels for re-production and mass production,16,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,8,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1272;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,181,Y,MQA/SP/0099/09,"Skills Programme: Jewellery Design, Quoting and Pricing",23,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,182,Y,MQA/SP/0100/09,Skills Programme: Mechanical Engineering Maintenance in Surface Operations,68,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,34,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1165;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,183,Y,MQA/SP/0101/09,Skills Programme: Lifting and moving of a load in Surface Operations,36,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,20,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1165;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,184,Y,MQA/SP/0102/09,Skills Programme: Clean up Castings and Manufacture Basic Jewellery,69,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1272;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,185,Y,MQA/SP/0103/09,Skills Programme: Computer Aided Design,22,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1272;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,186,Y,MQA/SP/0104/09,Skills Programme: Identify and grade a gemstone,18,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1272;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,187,Y,MQA/SP/0105/09,Skills Programme: Creating Moulds for Wax Casting Techniques,24,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1272;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,188,Y,MQA/SP/0106/09,Skills Programme: Perform Lapidary Procedures,17,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1272;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,189,Y,"48804","National Certificate Occupational Safety, Hygiene and Environment ",135,2007-08-07 00:00:00.000,2009-11-25 00:00:00.000,13,N,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:17;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,190,Y,"23624",National Certificate Diesel Mechanic ,120,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:1;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1105;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,191,Y,"23625",National Certificate: Electrical,120,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:2;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1165;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,192,Y,"23626",National Certificate Fitting and Turning ,120,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:3;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1090;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,193,Y,"23627",National Certificate Fitting (Including Machining) ,120,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:4;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1102;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,194,Y,"23628",National Certificate: Instrumentation Mechanician,99,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:5;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1174;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,195,Y,"23813",National Certificate Rigger Ropesman,120,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:6;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1079;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,196,Y,"21846",National Certificate in Diamond Processing Operator,120,2005-08-23 00:00:00.000,2008-08-23 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:9;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,197,Y,"21814",National Certificate in Engineering Maintenance and Repairing for Underground Coal Mining,148,2008-10-20 00:00:00.000,2011-10-20 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:10;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:49;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,198,Y,"21812",National certificate in Mining Operations: Underground Coal ,120,2008-10-20 00:00:00.000,2011-10-20 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:12;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:49;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,199,Y,"21815",National Certificate in Engineering Maintenance for Underground Hard Rock (Metalliferous) ,120,2005-08-23 00:00:00.000,2008-08-23 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:13;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:49;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,200,Y,"49045",National Certificate in Lump Ore Beneficiation (L2),163,2004-12-02 00:00:00.000,2007-12-02 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:16;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,201,Y,"48696 ",National Certificate  Measurement  Control and Instrumentation ,175,2007-04-03 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:20;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1112;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,202,Y,"35927",Further Education and Training Certificate in  Payroll Administration Services,153,2006-11-07 00:00:00.000,2009-11-07 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:21;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,203,Y,"48695",National Certificate Measurement Control and Instrumentation,137,2007-04-03 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:22;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1112;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,204,Y,"48914",National Certificate in  Associate General Accountant,547,2007-04-03 00:00:00.000,2010-04-03 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:6;ZZQualification:ZZQualification_ID:25;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,205,Y,"22858",National Certificate Autotronics,128,2006-11-07 00:00:00.000,2009-11-07 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:27;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,206,Y,"48912",National Certificate in  Chartered Accountant Financial Management,698,2006-07-01 00:00:00.000,2009-07-01 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:7;ZZQualification:ZZQualification_ID:28;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,207,Y,"24493",National Certificate in  Management,120,2006-05-02 00:00:00.000,2009-05-02 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:5;ZZQualification:ZZQualification_ID:29;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,208,Y,"13716",National Certificate Professional Driving,120,2003-12-03 00:00:00.000,2006-12-03 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:30;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,209,Y,"22671",National Certificate in Construction Masonry,120,2006-08-01 00:00:00.000,2009-08-01 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:31;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,210,Y,"21853",National Certificate: Construction Plumbing,159,2006-08-01 00:00:00.000,2009-08-01 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:32;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,211,Y,"22670",National Certificate: Construction Carpentry,120,2006-08-01 00:00:00.000,2009-08-01 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:33;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,212,Y,"24273",National Certificate: Community House Building,124,2006-08-01 00:00:00.000,2009-08-01 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:34;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,213,Y,"22490",National Certificate General Security Practice,124,2005-11-01 00:00:00.000,2008-11-01 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:35;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,214,Y,"20838",Further Education and Training Certificate in   AET Practice,120,2006-11-07 00:00:00.000,2009-11-07 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:40;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,215,Y,"49091",National Certificate in Furniture Making Wood,125,2007-10-30 00:00:00.000,2010-10-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:41;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,216,Y,"49044","National Certificate in Mineral Processing, Gold Extraction",124,2007-10-30 00:00:00.000,2010-10-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:47;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,217,Y,"57121",National Certificate in rock breaking (quarrying),120,2006-12-11 00:00:00.000,2009-12-11 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:48;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,218,Y,"50082",Further Education and Training Certificate in  Minerals Surveying,148,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:52;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:528;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,219,Y,"23656",Further Education and Training Certificate in Management,140,2006-03-14 00:00:00.000,2009-03-14 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:58;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,220,Y,"58274",Further Education and Training Certificate in Jewellery Setting Processes,146,2007-05-02 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:59;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1117;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,221,Y,"22859",National Certificate in Autotronics,140,2006-11-07 00:00:00.000,2009-11-07 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:60;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,222,Y,"57692",Further Education and Training Certificate: Carbonate Materials Manufacturing Processes,159,2006-11-16 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:64;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1444;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,223,Y,"57875",Further Education and Training Certificate: Jewellery Designing,146,2007-02-08 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:66;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1117;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,224,Y,"58270",Further Education and Training Certificate: Electro-Mechanics,171,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:67;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1167;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,225,Y,"58288",National Certificate: Electro-Mechanics,141,2007-05-02 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:70;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1167;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,226,Y,"58721",Further Education and Training Certificate in Engineering Fabrication,141,2007-08-16 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:76;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:192;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,227,Y,"20907",National Certificate in Customer Management,120,2005-09-13 00:00:00.000,2008-09-13 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:77;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,228,Y,"59305",National Certificate Mineral Processing,129,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:80;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1258;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,229,Y,"23953 ",Further Education and Training Certificate: New Venture Creation (SMME) ,162,2008-05-13 00:00:00.000,2011-05-13 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:88;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,230,Y,"23630",National Certificate Plater/Boilermaker ,0,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:89;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1074;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,231,Y,"23631",National Certificate Plater/Welder ,0,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:90;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1070;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,232,Y,"23633",National Certificate: Millwright,0,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:92;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1167;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,233,Y,"23655",Natioanl Certificate: Business Administration Services,120,2006-05-02 00:00:00.000,2009-05-02 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:94;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,234,Y,"57962",Carbonate Materials Manufacturing Process (Cement Manufacturing) L4,0,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,235,Y,"48873",Occupationally Directed Education and Training Practices,125,2004-06-09 00:00:00.000,2007-06-09 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:5;ZZQualification:ZZQualification_ID:95;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,236,Y,"35928",National Certificate: Business Administration,140,2007-01-23 00:00:00.000,2010-01-23 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:96;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,237,Y,"16Q1600616",Lump ore Beneficiation: Diamonds  (version2),0,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:97;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,238,Y,"62796",Further Education and Taining CertificateL Strata Control Operations,165,2008-08-20 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:98;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:57;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,239,Y,"64249",Further Education and Training Certificate: Diamond and Evaluation,164,2008-11-26 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:99;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1117;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,240,Y,"49648",National Certificate: New Venture Creation (SMME),138,2008-05-13 00:00:00.000,2011-05-13 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:100;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,241,Y,"64189",National Certificate: Metals Production,120,2008-11-26 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:101;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1073;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,242,Y,"64190",National Certificate: Metals Production,120,2008-11-26 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:102;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1073;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,243,Y,"64209",Further Education and Training Certificate: Metals Production,140,2008-11-26 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:103;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1073;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,244,Y,"62869",National Certificate: Rockbreaking: Surface Excavations,141,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,0,N,ZZQualification:ZZQualification_ID:104;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1236;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,245,Y,"64309",General Education and Training Certificate: Adult Basic Education and Training,120,2008-11-26 00:00:00.000,2011-11-26 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:1;ZZQualification:ZZQualification_ID:105;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,246,Y,"64149","National Certificate: Occupational Health, Safety and Environment",120,2008-11-26 00:00:00.000,2011-11-26 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:139;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:316;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,247,Y,"64909",National Certificate: Small Scale Mining,143,2009-02-18 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:106;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:211;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,248,Y,"64729",Further Education and Training Certificate: Diamond Processing,161,2009-02-18 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:107;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1117;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,249,Y,"63789",National Certificate: Electrical Engineering,140,2009-02-18 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:108;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1165;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,250,Y,"64849",Further Education and Training Certificate: Automotive Repair and Maintenance,159,2009-02-18 00:00:00.000,2012-02-18 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:109;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,251,Y,"63790",National Certificate: Electrical Engineering,133,2009-02-18 00:00:00.000,2012-02-18 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:110;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,252,Y,"63889",Further Education and Training Certificate: Electrical Engineering,130,2009-02-18 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:111;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1165;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,253,Y,"64810",National Certificate: Automotive Repair and Maintenance,125,2009-02-18 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:112;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1098;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,254,Y,"64809",National Certificate: Automotive Repair and Maintenance,135,2009-02-18 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:113;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1098;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,255,Y,"64789",National Diploma: Automotive Repair and Maintenance,144,2009-02-18 00:00:00.000,2012-02-18 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:5;ZZQualification:ZZQualification_ID:114;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,256,Y,"65049",National CertificateL Jewellery manufacturing,134,2009-12-03 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:115;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1259;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,257,Y,"65209",National Certificate: Jewellery Manufacturing,137,2009-12-03 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:116;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1259;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,258,Y,"65549",National Certificate: Mining Technical Support,138,2009-12-03 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:117;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:814;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,259,Y,"59729",National Certificate: Mechanical Handling (Rigging),127,2008-11-06 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:118;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1079;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,260,Y,"59730",National Certificate: Mechanical Handling (Rigging),121,2008-06-11 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:119;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1079;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,261,Y,"59731",Further Education and Training Certificate: Mechanical Handling (Rigging),136,2008-11-06 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:120;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1079;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
