"AD_Org_ID[Name]","ZZMigrationCode/K","IsActive","ZZSkillsProgrammeCode","ZZSkillsProgrammeTitle","ZZCredits","Registrationstartdate","Registrationenddate","ZZMinimumElectiveCredits","ZZIsOHS","ZZMigrateValues"
*,262,Y,"62769",National Certificate: Mineral Processing,130,2008-08-20 00:00:00.000,2015-06-30 00:00:00.000,0,N,ZZQualification:ZZQualification_ID:121;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1258;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,263,Y,"60110",National Certificate: Engineering,120,2008-08-20 00:00:00.000,2011-08-20 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:5;ZZQualification:ZZQualification_ID:122;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,264,Y,"64949",National Certificate: Laboratory Practice,120,2009-05-05 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:123;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:102;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,265,Y,"64950",Further Education and Training Certificate: Laboratory Analysis,140,2009-05-05 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:124;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:102;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,266,Y,"20159",NQF 5 NATIONAL DIPLOMA IN ABET PRACITICES,240,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,0,N,ZZQualification:ZZQualification_ID:125;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,267,Y,"48473",National Certificate in Electrical Engineering (Electrical Construction),156,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,0,N,ZZQualification:ZZQualification_ID:126;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,268,Y,"03",NATIONAL CERTIFICATE GENERAL SECURITY PRACTICES,0,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:127;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,269,Y,"74292","National Certificate: Occupational Health, Safety and Environment: Mining and Minerals",120,2008-11-26 00:00:00.000,2015-06-30 00:00:00.000,20,N,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:139;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:316;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,270,Y,MQA/SP/0111/09,Skills Programme: Primary Sample Preparation in an Analytical Laboratory ,17,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:102;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,271,Y,MQA/SP/0012/09,Skills Programme: Separation of Precious Metals by means of the Fire Assay Technique,22,2009-10-19 00:00:00.000,2013-06-19 00:00:00.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,272,Y,MQA/SP/0113/09,Skills Programme: Secondary Sample Preparation in an Analytical Laboratory,15,2009-10-19 00:00:00.000,2024-07-30 23:59:59.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,273,Y,MQA/SP/0114/09,Skills Programme: Small Scale Mining: Quarrying,50,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,12,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:211;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,274,Y,MQA/SP/0115/09,"Skills Programme: Small Scale Mining: Safety, Health and Environment",42,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,7,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:211;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,275,Y,MQA/SP/0116/09,Skills Programme: Small Scale Mining: Surface Mining,47,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,15,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:211;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,276,Y,MQA/SP/0117/09,Skills Programme: Small Scale Mining: Underground Coal,50,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,10,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,277,Y,MQA/SP/0118/09,Skills Programme: Small Scale Mining: Underground Hardrock,45,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:211;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,278,Y,MQA/SP/0119/09,Skills Programme: Operating Mobile Equipment for Surface Excavation Operations,18,2009-11-25 00:00:00.000,2025-06-30 23:59:59.000,6,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,279,Y,MQA/SP/0120/10,Skills Programme: Occupational Health and Safety activities for: Part Time/Workplace Representatives and Shop Stewards in the Mining and Minerals,9,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:316;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,280,Y,MQA/SP/0088/09 A,Skills Programme: Crushing (Version 2),17,2015-07-01 00:00:00.000,2018-01-18 00:00:00.000,0,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1258;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,281,Y,MQA/SP/0088/09 B,Skills Programme: Crushing (Version 2),12,2015-07-01 00:00:00.000,2018-01-18 00:00:00.000,0,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1258;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,282,Y,MQA/SP/0123/10,Skills Programme: Intermediate Generic Management (Version 2),42,2015-07-01 00:00:00.000,2016-07-19 15:45:40.643,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,283,Y,MQA/SP/0121/10,Skills Programme: Advanced Generic Management (Version 2),57,2015-07-01 00:00:00.000,2016-07-19 16:05:56.450,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,284,Y,MQA/SP/0122/10,Skills Programme: Basic Generic Supervision (Version 2),36,2015-07-01 00:00:00.000,2016-07-19 16:12:44.213,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,285,Y,MQA/SP/0124/10,Skills Programme: The handling of explosives in mines,7,2018-07-01 00:00:00.000,2025-06-30 23:59:59.000,3,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1236;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,286,Y,MQA/SP/0125/10,Skills Programme: Generic Engineering,60,2010-03-31 00:00:00.000,2011-03-31 00:00:00.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,287,Y,MQA/SP/0089/09 A,SKILLS PROGRAM IN SCRUBBING AND SCREENING,17,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,288,Y,MQA/SP/0089/09 B,SKILLS PROGRAM IN SCRUBBING AND SCREENING,13,2018-07-01 00:00:00.000,2025-06-30 23:59:59.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,289,Y,MQA/SP/0089/09 C,SKILLS PROGRAM IN SCRUBBING AND SCREENING,13,2018-07-01 00:00:00.000,2025-06-30 23:59:59.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,290,Y,MQA/SP/0126/10,Skills Programme: Gases and Gas Testing in Underground Fiery (Coal) Mines,35,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1256;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,291,Y,MQA/SP/0127/10,Skills Programme: Flameproofing in Underground Fiery (Coal) Mines,18,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1256;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,292,Y,"67429",National Certificate: Electrical Engineering: Mining and Minerals,140,2009-02-18 00:00:00.000,2015-06-30 00:00:00.000,0,N,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:108;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1165;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:2
*,293,Y,MQA/SP/0128/10,"Skills Programme: Transportation of persons, material and minerals to and from the underground workings by means of a shaft/ ONSETTER",29,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1396;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,294,Y,MQA/SP/0129/11,Skills Programme: Generic Engineering,39,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,1,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1165;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,295,Y,MQA/SP/0130/11,Skills Programme: Tailings Dam Operations,28,2011-04-11 00:00:00.000,2015-04-15 00:00:00.000,0,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1258;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,296,Y,MQA/SP/0131/11,Skills Programme : Secondary Sample Preparation in an Analytical Laboratory,15,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:102;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,297,Y,MQA/SP/0132/11,Skills Programme: Maintain a conveyor belt system in the mining and minerals sector,31,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,3,Y,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1256;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,298,Y,MQA/SP/0133/12,Skills Programme: Operate Mobile Machinery for Surface Excavation Operations,18,2012-05-15 00:00:00.000,2013-10-01 00:00:00.000,6,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,299,Y,MQA/SP/0134/12,Skills Programme: Lamproom Assistant,34,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,4,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:873;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,300,Y,MQA/SP/0135/12,Skills Programme: Lamproom Gas Bay Attendant,19,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,3,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:873;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,301,Y,MQA/SP/0136/12,Skills Programme: Lamproom Shift Supervisor,28,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,9,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:873;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,302,Y,MQA/SP/0137/12,Skills Programme: Gold Leaching,18,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1258;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,303,Y,MQA/SP/0138/12,Skills Programme: Platinum Group Metals Separation Process Operations,17,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1258;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,304,Y,MQA/SP/0139/12,Skills Programme: Lamproom Equipment Repairer,24,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,4,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:873;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,305,Y,MQA/SP/0066/08 A,Skills Programme: Operate Mining Machinery in an Underground Coal Mine: Cut a coalface using an arc wall type coalcutter in an underground coal mine,29,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,306,Y,MQA/SP/0066/08 B,Skills Programme: Operate mobile machinery in an underground coal mine: Place and operate and auxiliary fan in an underground coal mine,38,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,307,Y,MQA/SP/0066/08 C,Skills Programme: Operate mining machinery in an underground coal mine: Operate a belt conveyor unit to convey coal in an underground coal mine,27,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,308,Y,MQA/SP/0066/08 D,Skills Programme: Operate mining machinery in an underground coal mine: Deliver compressed air using a mobile compressor in an underground coal mine,28,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,309,Y,MQA/SP/0066/08 E,Skills Programme: Operate mining machinery in an underground coal mine: Cut and load coalsurface using a continuous miner in an underground coal mine,53,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,310,Y,MQA/SP/0066/08 F,Skills Programme: Operate mining machinery in an underground coal mine: Operate a locomotive underground,33,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,311,Y,MQA/SP/0066/08 G,"Skills Programme: Operate mining machinery in an underground coal mine: Transport personnel, material or equipment using approved self-propelled mobile machines in an underground coal mine",37,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,312,Y,MQA/SP/0066/08 H,Skills Programme: Operate mining machinery in an underground coal mine: Feed and break coal using a feeder breaker in an underground coal mine,28,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,313,Y,MQA/SP/0066/08 J,Skills Programme: Operate mining machinery in an underground coal mine: Load coal using a gathering arm loader in an underground coal mine,32,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,314,Y,MQA/SP/0066/08 K,Skills Programme: Operate mining machinery in an underground coal mine: Drill a work face using a hand held drilling equipment in an underground coal mine,29,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,315,Y,MQA/SP/0066/08 L,Skills Programme: Operate mining machinery in an underground coal mine: Drill holes using a hand held rock drill in an underground coal mine,29,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,316,Y,MQA/SP/0066/08 M,Skills Programme: Operate mining machinery in an underground coal mine: Transport material and equipment using a load haul dumper in an underground coal mine,38,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,317,Y,MQA/SP/0066/08 N,Skills Programme: Operate mining machinery in an underground coal mine: Drill a coalface using mobile drilling equipment in an underground coal mine,33,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,318,Y,MQA/SP/0066/08 P,Skills Programme: Operate mining machinery in an underground coal mine: Pump water using pumping equipment in an underground coal mine,28,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,319,Y,MQA/SP/0066/08 Q,Skills Programme: Operate mining machinery in an underground coal mine: Support roof using a roof bolt machine in an underground coal mine,38,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,320,Y,MQA/SP/0066/08 R,Skills Programme: Operate mining machinery in an underground coal mine: Transport coal using shuttle mining equipment in an underground coal mine,33,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,321,Y,MQA/SP/0066/08 S,Skills Programme: Operate mining machinery in an underground coal mine: Apply stone dust using stone dusting equipment in an underground coal mine,33,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,322,Y,MQA/SP/0066/08 T,Skills Programme: Operate mining machinery in an underground coal mine: Cut a coalface using a universal type coalcutter in an underground coal mine,38,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,323,Y,Demonstration ,Demonstrtion ,0,2012-01-01 00:00:00.000,2015-05-01 00:00:00.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,324,Y,Artisan Demonstration 001,Demonstration of Atisan Development,0,2012-01-01 00:00:00.000,2016-05-01 00:00:00.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,325,Y,MQA/SP/0140/13,Skills Programme: Artisan Aide: Fitting including Machinery,61,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,10,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1102;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,326,Y,MQA/SP/0141/13,Skills Programme: Artisan Aide: Diesel Mechanic,54,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,10,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1105;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,327,Y,MQA/SP/0142/13,Skills Programme: Artisan Aide: Plater Welder,39,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,10,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1070;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,328,Y,MQA/SP/0143/13,Skills Programme: Artisan Aide: Measurement Control and Instrumentation,47,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,10,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1180;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,329,Y,MQA/SP/0145/13,Skills Programme: Artisan Aide: Electrical,67,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,10,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1165;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,330,Y,MQA/SP/0144/13,Skills Programme: Artisan Aide: Rigger Ropesman,54,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,10,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1079;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,331,Y,MQA/SP/0146/13,Skills Programme: The separation of precious metals by means of the fire assay technique,19,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:102;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,332,Y,MQA/SP/0147/13,Skills Programme: Preparation of Samples and Instrumental Analysis,40,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,14,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:102;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,333,Y,MQA/SP/0148/13,Skills Programme: Operate Mobile Machinery for Surface Excavation Operations,18,2018-07-01 00:00:00.000,2019-04-25 00:00:00.000,6,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1236;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,334,Y,MQA/SP/0149/13,Skills Programme: The control of explosives magazines on mines and quarries,10,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:552;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,335,Y,MQA/SP/0150/13,Skills Programme: Crushing and Screening,32,2015-07-01 00:00:00.000,2018-01-18 00:00:00.000,20,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:552;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,336,Y,MQA/SP/0151/13,Skills Programme: Monitor and Operate Plant and Equipment,33,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,15,Y,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:551;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,337,Y,MQA/SP/0152/13,Skills Programme: Milling Operations,39,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,9,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:552;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,338,Y,MQA/SP/0153/14,Skills Programme: Diamond Processing: Bottom Operations: Blocking,31,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:552;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,339,Y,MQA/SP/0154/14,Skills Programme: Diamond Processing: Bottom Operations: Halves,26,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1117;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,340,Y,MQA/SP/0155/14,Skills Programme: Diamond Processing: Bottom Operations: Lapping,29,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1117;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,341,Y,MQA/SP/0156/14,Skills Programme:  Packing Plant Unitising Operations,35,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,9,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:552;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,342,Y,MQA/SP/0157/14,Skills Programme: Tanker-Based Bulk Materials Loading,23,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,9,N,ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:552;ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,343,Y,MQA/SP/0158/14,Skills Programme: Tailings Dam Operations,16,2015-07-01 00:00:00.000,2016-04-13 00:00:00.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,344,Y,MQA/SP/0159/15,Skills Programme: Copper Metal Production Process Operator,23,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,12,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,345,Y,MQA/SP/0610/15,Skills Programme: Base Metals Process Controller,21,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,346,Y,MQA/SP/0160/15,Skills Programme: Base Metal Process Controller,36,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,15,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,347,Y,MQA/SP/0161/15,Skills Programme: Platinum Group Metals Process controller,36,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,15,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,348,Y,MQA/SP/0162/16,Skills Programme: Competent person B: The Installation and Maintenance of any Support Unit and the removal of a Temporary Support Unit in Underground Hard Rock Operations (V5) ,16,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,3,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,349,Y,MQA/SP/0163/16,Skills Programme: Operation of Medium Voltage Switchgear and Distribution Networks (V2),31,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,7,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,350,Y,MQA/SP/0164/16,Skills Programme: Tailings Dam Operations (V2),16,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,351,Y,MQA/SP/0165/16,Skills Programme: Advanced Generic Management (Version 4),57,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,352,Y,MQA/SP/0166/16,Skills Programme: Basic Generic Supervision (Version 3),36,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,353,Y,MQA/SP/0167/16,Skills Programme: Intermediate Generic Management (Version 4),42,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,354,Y,MQA/SP/0168/17 A,"Skills Programme: Competent person B: The Installation, Maintenance and Removal of Support in Underground Coal Mining Operations: Timber Support V3",17,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,355,Y,MQA/SP/0168/17 C,"Skills Programme: Competent person B: The Installation, Maintenance and Removal of Support in Underground Coal Mining Operations: Compressed air/Hydraulic Support V3",18,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,356,Y,MQA/SP/0168/17 B,"Skills Programme: Competent person B: The Installation, Maintenance and Removal of Support in Underground Coal Mining Operations: Roofbolter Machine Support V3",28,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,0,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,357,Y,MQA/SP/0169/17,Skills Programme: Gases and Gas Testing in Surface Excavations (Coal),22,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,358,Y,MQA/SP/0170/17,Skills Programme: Emergency Based Care (First Aid),5,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,0,Y,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
*,359,Y,MQA/SP/0171/17,Skills Programme: Crushing and Screening (V3),32,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,20,N,ref:ZZLkpSkillsProgrammeType:ZZSkillsProgrammeType:1
