"AD_Org_ID[Name]","ZZMigrationCode/K","IsActive","ZZMigrateValues"
*,93,Y,ZZUnitStandard:ZZUnitStandard_ID:350;ZZLearnership:ZZLearnership_ID:6;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,94,Y,ZZUnitStandard:ZZUnitStandard_ID:351;ZZLearnership:ZZLearnership_ID:6;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,95,Y,ZZUnitStandard:ZZUnitStandard_ID:352;ZZLearnership:ZZLearnership_ID:6;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,96,Y,ZZUnitStandard:ZZUnitStandard_ID:353;ZZLearnership:ZZLearnership_ID:6;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,97,Y,ZZUnitStandard:ZZUnitStandard_ID:354;ZZLearnership:ZZLearnership_ID:6;ref:ZZLkpUnitStandardType:ZZUnitStandardType:1
*,98,Y,ZZUnitStandard:ZZUnitStandard_ID:355;ZZLearnership:ZZLearnership_ID:6;ref:ZZLkpUnitStandardType:ZZUnitStandardType:1
*,99,Y,ZZUnitStandard:ZZUnitStandard_ID:569;ZZLearnership:ZZLearnership_ID:6;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,100,Y,ZZUnitStandard:ZZUnitStandard_ID:587;ZZLearnership:ZZLearnership_ID:6;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,101,Y,ZZUnitStandard:ZZUnitStandard_ID:588;ZZLearnership:ZZLearnership_ID:6;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,102,Y,ZZUnitStandard:ZZUnitStandard_ID:590;ZZLearnership:ZZLearnership_ID:6;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,103,Y,ZZUnitStandard:ZZUnitStandard_ID:591;ZZLearnership:ZZLearnership_ID:6;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,104,Y,ZZUnitStandard:ZZUnitStandard_ID:593;ZZLearnership:ZZLearnership_ID:6;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,105,Y,ZZUnitStandard:ZZUnitStandard_ID:594;ZZLearnership:ZZLearnership_ID:6;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,106,Y,ZZUnitStandard:ZZUnitStandard_ID:596;ZZLearnership:ZZLearnership_ID:6;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,107,Y,ZZUnitStandard:ZZUnitStandard_ID:598;ZZLearnership:ZZLearnership_ID:6;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,108,Y,ZZUnitStandard:ZZUnitStandard_ID:599;ZZLearnership:ZZLearnership_ID:6;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,109,Y,ZZUnitStandard:ZZUnitStandard_ID:600;ZZLearnership:ZZLearnership_ID:6;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,110,Y,ZZUnitStandard:ZZUnitStandard_ID:602;ZZLearnership:ZZLearnership_ID:6;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,111,Y,ZZUnitStandard:ZZUnitStandard_ID:819;ZZLearnership:ZZLearnership_ID:6;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,112,Y,ZZUnitStandard:ZZUnitStandard_ID:820;ZZLearnership:ZZLearnership_ID:6;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,113,Y,ZZUnitStandard:ZZUnitStandard_ID:821;ZZLearnership:ZZLearnership_ID:6;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,114,Y,ZZUnitStandard:ZZUnitStandard_ID:822;ZZLearnership:ZZLearnership_ID:6;ref:ZZLkpUnitStandardType:ZZUnitStandardType:1
*,115,Y,ZZUnitStandard:ZZUnitStandard_ID:829;ZZLearnership:ZZLearnership_ID:6;ref:ZZLkpUnitStandardType:ZZUnitStandardType:1
*,116,Y,ZZUnitStandard:ZZUnitStandard_ID:985;ZZLearnership:ZZLearnership_ID:6;ref:ZZLkpUnitStandardType:ZZUnitStandardType:1
*,117,Y,ZZUnitStandard:ZZUnitStandard_ID:1165;ZZLearnership:ZZLearnership_ID:6;ref:ZZLkpUnitStandardType:ZZUnitStandardType:2
*,118,Y,ZZUnitStandard:ZZUnitStandard_ID:1166;ZZLearnership:ZZLearnership_ID:6;ref:ZZLkpUnitStandardType:ZZUnitStandardType:2
*,119,Y,ZZUnitStandard:ZZUnitStandard_ID:1173;ZZLearnership:ZZLearnership_ID:6;ref:ZZLkpUnitStandardType:ZZUnitStandardType:2
*,120,Y,ZZUnitStandard:ZZUnitStandard_ID:1176;ZZLearnership:ZZLearnership_ID:6;ref:ZZLkpUnitStandardType:ZZUnitStandardType:2
*,121,Y,ZZUnitStandard:ZZUnitStandard_ID:1188;ZZLearnership:ZZLearnership_ID:6;ref:ZZLkpUnitStandardType:ZZUnitStandardType:2
*,122,Y,ZZUnitStandard:ZZUnitStandard_ID:1190;ZZLearnership:ZZLearnership_ID:6;ref:ZZLkpUnitStandardType:ZZUnitStandardType:2
*,123,Y,ZZUnitStandard:ZZUnitStandard_ID:1196;ZZLearnership:ZZLearnership_ID:6;ref:ZZLkpUnitStandardType:ZZUnitStandardType:2
*,124,Y,ZZUnitStandard:ZZUnitStandard_ID:1326;ZZLearnership:ZZLearnership_ID:6;ref:ZZLkpUnitStandardType:ZZUnitStandardType:1
*,125,Y,ZZUnitStandard:ZZUnitStandard_ID:1518;ZZLearnership:ZZLearnership_ID:6;ref:ZZLkpUnitStandardType:ZZUnitStandardType:2
*,126,Y,ZZUnitStandard:ZZUnitStandard_ID:1728;ZZLearnership:ZZLearnership_ID:6;ref:ZZLkpUnitStandardType:ZZUnitStandardType:1
*,127,Y,ZZUnitStandard:ZZUnitStandard_ID:149;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,128,Y,ZZUnitStandard:ZZUnitStandard_ID:150;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,129,Y,ZZUnitStandard:ZZUnitStandard_ID:155;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:1
*,130,Y,ZZUnitStandard:ZZUnitStandard_ID:160;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,131,Y,ZZUnitStandard:ZZUnitStandard_ID:171;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,132,Y,ZZUnitStandard:ZZUnitStandard_ID:172;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,133,Y,ZZUnitStandard:ZZUnitStandard_ID:173;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,134,Y,ZZUnitStandard:ZZUnitStandard_ID:174;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,135,Y,ZZUnitStandard:ZZUnitStandard_ID:203;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,136,Y,ZZUnitStandard:ZZUnitStandard_ID:204;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,137,Y,ZZUnitStandard:ZZUnitStandard_ID:205;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,138,Y,ZZUnitStandard:ZZUnitStandard_ID:208;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,139,Y,ZZUnitStandard:ZZUnitStandard_ID:245;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,140,Y,ZZUnitStandard:ZZUnitStandard_ID:247;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,141,Y,ZZUnitStandard:ZZUnitStandard_ID:248;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,142,Y,ZZUnitStandard:ZZUnitStandard_ID:250;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,143,Y,ZZUnitStandard:ZZUnitStandard_ID:255;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,144,Y,ZZUnitStandard:ZZUnitStandard_ID:257;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,145,Y,ZZUnitStandard:ZZUnitStandard_ID:259;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,146,Y,ZZUnitStandard:ZZUnitStandard_ID:260;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,147,Y,ZZUnitStandard:ZZUnitStandard_ID:262;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,148,Y,ZZUnitStandard:ZZUnitStandard_ID:264;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,149,Y,ZZUnitStandard:ZZUnitStandard_ID:269;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,150,Y,ZZUnitStandard:ZZUnitStandard_ID:282;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,151,Y,ZZUnitStandard:ZZUnitStandard_ID:289;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,152,Y,ZZUnitStandard:ZZUnitStandard_ID:290;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,153,Y,ZZUnitStandard:ZZUnitStandard_ID:291;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,154,Y,ZZUnitStandard:ZZUnitStandard_ID:307;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,155,Y,ZZUnitStandard:ZZUnitStandard_ID:332;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,156,Y,ZZUnitStandard:ZZUnitStandard_ID:333;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,157,Y,ZZUnitStandard:ZZUnitStandard_ID:334;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,158,Y,ZZUnitStandard:ZZUnitStandard_ID:335;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,159,Y,ZZUnitStandard:ZZUnitStandard_ID:336;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,160,Y,ZZUnitStandard:ZZUnitStandard_ID:337;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:1
*,161,Y,ZZUnitStandard:ZZUnitStandard_ID:338;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,162,Y,ZZUnitStandard:ZZUnitStandard_ID:343;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:1
*,163,Y,ZZUnitStandard:ZZUnitStandard_ID:344;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,164,Y,ZZUnitStandard:ZZUnitStandard_ID:345;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:3
*,165,Y,ZZUnitStandard:ZZUnitStandard_ID:346;ZZLearnership:ZZLearnership_ID:12;ref:ZZLkpUnitStandardType:ZZUnitStandardType:1
