"AD_Org_ID[Name]","ZZMigrationCode/K","IsActive","ZZGrantName","ZZGrantDescription","ZZGrantPercentage","ZZPayable","ZZMinimumAmount","ZZMigrateValues"
*,500,Y,Jewellery Beneficiation Skills Programs,MBSA,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:27;C_Year:C_Year_ID:26
*,501,Y,RPL Learnerships,RPL,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:28;C_Year:C_Year_ID:26
*,502,Y,GETC NQF1 5827,ABTG,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:29;C_Year:C_Year_ID:26
*,503,Y,FLC,FLC,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:31;C_Year:C_Year_ID:26
*,504,Y,NAC,NAC,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:32;C_Year:C_Year_ID:26
*,505,Y,NOC,NOC,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:33;C_Year:C_Year_ID:26
*,506,Y,Vacation Work,VAC,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:34;C_Year:C_Year_ID:26
*,507,Y,Practical Training (1 & 2),PTL,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:35;C_Year:C_Year_ID:26
*,508,Y,Practical Training 3,PTL3,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:36;C_Year:C_Year_ID:26
*,509,Y,TVET N6,TVET,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:37;C_Year:C_Year_ID:26
*,510,Y,ARPL,ARPL,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:38;C_Year:C_Year_ID:26
*,511,Y,Practical Training 4,PTL4,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:39;C_Year:C_Year_ID:26
*,512,Y,"Work Experience (W1, W2 & W3)",PTL5,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:40;C_Year:C_Year_ID:26
*,513,Y,Candidacy,CAND,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:41;C_Year:C_Year_ID:26
*,514,Y,Mine Community,MCOM,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:42;C_Year:C_Year_ID:26
*,515,Y,Small Scale,SSC,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:43;C_Year:C_Year_ID:26
*,516,Y,Unemployed Youth Development,UNEMYD,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:44;C_Year:C_Year_ID:26
*,517,Y,HET,HET Lecturer Support,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:45;C_Year:C_Year_ID:26
*,518,Y,Management and Executive Development Programme,MEDP,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:46;C_Year:C_Year_ID:26
*,519,Y,Workplace Coaches,WORKPC,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:47;C_Year:C_Year_ID:26
*,520,Y,TVET NCV Support,TVETNCV,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:48;C_Year:C_Year_ID:26
*,521,Y,Bursary,Bursary,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:49;C_Year:C_Year_ID:26
*,522,Y,Short Courses Provided by Public Institution,SCPPI,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:52;C_Year:C_Year_ID:26
*,523,Y,University Internship,UI,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:54;C_Year:C_Year_ID:26
*,524,Y,Inhouse/Industry/Based Training Course,IIBTC,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:50;C_Year:C_Year_ID:26
*,525,Y,Adult Matric,AM,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:51;C_Year:C_Year_ID:26
*,526,Y,Elementary Digital Skills,EDS,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:53;C_Year:C_Year_ID:26
*,527,Y,QCTO - Jewellery Beneficiation Learnership,QMBL,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:55;C_Year:C_Year_ID:26
*,528,Y,QCTO - Disablity,QDLRN,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:56;C_Year:C_Year_ID:26
*,529,Y,QCTO - RPL,QRPL,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:57;C_Year:C_Year_ID:26
*,530,Y,QCTO - Artisan Grant,QAPP,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:58;C_Year:C_Year_ID:26
*,531,Y,QCTO - Employed Artisan,QART,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:59;C_Year:C_Year_ID:26
*,532,Y,QCTO - UnEmployed Artisan,QUART,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:60;C_Year:C_Year_ID:26
*,533,Y,QCTO - Artisan Aides,QARTA,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:61;C_Year:C_Year_ID:26
*,534,Y,QCTO - OHS Programme,QOHS,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:62;C_Year:C_Year_ID:26
*,535,Y,QCTO - Artisan RPL Grant,QARPL,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:63;C_Year:C_Year_ID:26
*,536,Y,QCTO - Learnership,QLRN,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:64;C_Year:C_Year_ID:26
*,537,Y,Non MQA Learnership,NMLS,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:65;C_Year:C_Year_ID:26
*,538,Y,Non MQA 4IR Learnership Grant,NM4IRLS,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:66;C_Year:C_Year_ID:26
