"AD_Org_ID[Name]","ZZMigrationCode/K","IsActive","ZZGrantName","ZZGrantDescription","ZZGrantPercentage","ZZPayable","ZZMinimumAmount","ZZMigrateValues"
*,308,Y,Skills Programme SLA Grant,PSLA,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:16;C_Year:C_Year_ID:22
*,309,Y,DISABLITY,DLRN,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:17;C_Year:C_Year_ID:22
*,310,Y,OHS PROGRAMME,OHS,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:18;C_Year:C_Year_ID:22
*,311,Y,UIF LEARNERSHIPS,UIF,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:19;C_Year:C_Year_ID:22
*,312,Y,EMPLOYED ARTISAN,ART,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:20;C_Year:C_Year_ID:22
*,313,Y,UNEMPLOYED ARTISAN,UART,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:21;C_Year:C_Year_ID:22
*,314,Y,ARTISAN AIDES,ARTA,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:22;C_Year:C_Year_ID:22
*,315,Y,ABET Module Based,ABTM,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:23;C_Year:C_Year_ID:22
*,316,Y,Jewellery Beneficiation Learnership,MBL,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:26;C_Year:C_Year_ID:22
*,317,Y,Jewellery Beneficiation Skills Programs,MBSA,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:27;C_Year:C_Year_ID:22
*,318,Y,RPL Learnerships,RPL,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:28;C_Year:C_Year_ID:22
*,319,Y,GETC NQF1 5827,ABTG,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:29;C_Year:C_Year_ID:22
*,320,Y,FLC,FLC,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:31;C_Year:C_Year_ID:22
*,321,Y,NAC,NAC,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:32;C_Year:C_Year_ID:22
*,322,Y,NOC,NOC,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:33;C_Year:C_Year_ID:22
*,323,Y,Vacation Work,VAC,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:34;C_Year:C_Year_ID:22
*,324,Y,Practical Training (1 & 2),PTL,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:35;C_Year:C_Year_ID:22
*,325,Y,Practical Training 3,PTL3,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:36;C_Year:C_Year_ID:22
*,326,Y,TVET N6,TVET,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:37;C_Year:C_Year_ID:22
*,327,Y,ARPL,ARPL,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:38;C_Year:C_Year_ID:22
*,328,Y,MANDATORY GRANTS,MAN,20.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:1;C_Year:C_Year_ID:23
*,329,Y,LEARNERSHIPS,"",100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:2;C_Year:C_Year_ID:23
*,330,Y,ABET,"",100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:4;C_Year:C_Year_ID:23
*,331,Y,GDP NSF,NSF,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:5;C_Year:C_Year_ID:23
*,332,Y,GDP 1,GDP1,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:6;C_Year:C_Year_ID:23
*,333,Y,PRACTICAL TRAINING,"",100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:7;C_Year:C_Year_ID:23
*,334,Y,MODERATOR ,MOD,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:8;C_Year:C_Year_ID:23
*,335,Y,ASSESSOR ,ASS,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:9;C_Year:C_Year_ID:23
*,336,Y,Artisan Grant,APP,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:10;C_Year:C_Year_ID:23
*,337,Y,PRACTICAL TRAINING 02,"",100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:11;C_Year:C_Year_ID:23
*,338,Y,GDP 2,GDP 2,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:13;C_Year:C_Year_ID:23
*,339,Y,LEARNERSHIPS NSF 2,NSL2,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:15;C_Year:C_Year_ID:23
*,340,Y,Skills Programme SLA Grant,PSLA,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:16;C_Year:C_Year_ID:23
*,341,Y,DISABLITY,DLRN,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:17;C_Year:C_Year_ID:23
*,342,Y,OHS PROGRAMME,OHS,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:18;C_Year:C_Year_ID:23
*,343,Y,UIF LEARNERSHIPS,UIF,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:19;C_Year:C_Year_ID:23
*,344,Y,EMPLOYED ARTISAN,ART,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:20;C_Year:C_Year_ID:23
*,345,Y,UNEMPLOYED ARTISAN,UART,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:21;C_Year:C_Year_ID:23
*,346,Y,ARTISAN AIDES,ARTA,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:22;C_Year:C_Year_ID:23
*,347,Y,ABET Module Based,ABTM,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:23;C_Year:C_Year_ID:23
*,348,Y,Jewellery Beneficiation Learnership,MBL,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:26;C_Year:C_Year_ID:23
*,349,Y,Jewellery Beneficiation Skills Programs,MBSA,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:27;C_Year:C_Year_ID:23
*,350,Y,RPL Learnerships,RPL,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:28;C_Year:C_Year_ID:23
*,351,Y,GETC NQF1 5827,ABTG,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:29;C_Year:C_Year_ID:23
*,352,Y,FLC,FLC,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:31;C_Year:C_Year_ID:23
*,353,Y,NAC,NAC,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:32;C_Year:C_Year_ID:23
*,354,Y,NOC,NOC,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:33;C_Year:C_Year_ID:23
*,355,Y,Vacation Work,VAC,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:34;C_Year:C_Year_ID:23
*,356,Y,Practical Training (1 & 2),PTL,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:35;C_Year:C_Year_ID:23
*,357,Y,Practical Training 3,PTL3,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:36;C_Year:C_Year_ID:23
*,358,Y,TVET N6,TVET,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:37;C_Year:C_Year_ID:23
*,359,Y,ARPL,ARPL,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:38;C_Year:C_Year_ID:23
*,360,Y,Practical Training 4,PTL4,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:39;C_Year:C_Year_ID:23
*,361,Y,MANDATORY GRANTS,MAN,20.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:1;C_Year:C_Year_ID:24
*,362,Y,LEARNERSHIPS,"",100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:2;C_Year:C_Year_ID:24
*,363,Y,ABET,"",100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:4;C_Year:C_Year_ID:24
*,364,Y,GDP NSF,NSF,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:5;C_Year:C_Year_ID:24
*,365,Y,GDP 1,GDP1,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:6;C_Year:C_Year_ID:24
*,366,Y,PRACTICAL TRAINING,"",100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:7;C_Year:C_Year_ID:24
*,367,Y,MODERATOR ,MOD,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:8;C_Year:C_Year_ID:24
*,368,Y,ASSESSOR ,ASS,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:9;C_Year:C_Year_ID:24
*,369,Y,Artisan Grant,APP,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:10;C_Year:C_Year_ID:24
*,370,Y,PRACTICAL TRAINING 02,"",100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:11;C_Year:C_Year_ID:24
*,371,Y,GDP 2,GDP 2,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:13;C_Year:C_Year_ID:24
*,372,Y,LEARNERSHIPS NSF 2,NSL2,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:15;C_Year:C_Year_ID:24
*,373,Y,Skills Programme SLA Grant,PSLA,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:16;C_Year:C_Year_ID:24
*,374,Y,DISABLITY,DLRN,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:17;C_Year:C_Year_ID:24
*,375,Y,OHS PROGRAMME,OHS,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:18;C_Year:C_Year_ID:24
*,376,Y,UIF LEARNERSHIPS,UIF,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:19;C_Year:C_Year_ID:24
*,377,Y,EMPLOYED ARTISAN,ART,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:20;C_Year:C_Year_ID:24
*,378,Y,UNEMPLOYED ARTISAN,UART,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:21;C_Year:C_Year_ID:24
*,379,Y,ARTISAN AIDES,ARTA,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:22;C_Year:C_Year_ID:24
*,380,Y,ABET Module Based,ABTM,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:23;C_Year:C_Year_ID:24
*,381,Y,Jewellery Beneficiation Learnership,MBL,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:26;C_Year:C_Year_ID:24
*,382,Y,Jewellery Beneficiation Skills Programs,MBSA,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:27;C_Year:C_Year_ID:24
*,383,Y,RPL Learnerships,RPL,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:28;C_Year:C_Year_ID:24
*,384,Y,GETC NQF1 5827,ABTG,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:29;C_Year:C_Year_ID:24
*,385,Y,FLC,FLC,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:31;C_Year:C_Year_ID:24
*,386,Y,NAC,NAC,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:32;C_Year:C_Year_ID:24
*,387,Y,NOC,NOC,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:33;C_Year:C_Year_ID:24
*,388,Y,Vacation Work,VAC,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:34;C_Year:C_Year_ID:24
*,389,Y,Practical Training (1 & 2),PTL,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:35;C_Year:C_Year_ID:24
*,390,Y,Practical Training 3,PTL3,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:36;C_Year:C_Year_ID:24
*,391,Y,TVET N6,TVET,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:37;C_Year:C_Year_ID:24
*,392,Y,ARPL,ARPL,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:38;C_Year:C_Year_ID:24
*,393,Y,Practical Training 4,PTL4,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:39;C_Year:C_Year_ID:24
*,394,Y,"Work Experience (W1, W2 & W3)",PTL5,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:40;C_Year:C_Year_ID:24
*,395,Y,NSF3,NSF3,0.00,N,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:30;C_Year:C_Year_ID:23
*,396,Y,PTL5,"Work Experience (W1, W2 & W3)",0.00,N,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:40;C_Year:C_Year_ID:23
*,397,Y,Candidacy,CAND,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:41;C_Year:C_Year_ID:24
*,398,Y,Mine Community,MCOM,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:42;C_Year:C_Year_ID:24
*,399,Y,Small Scale,SSC,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:43;C_Year:C_Year_ID:24
*,400,Y,Unemployed Youth Development,UNEMYD,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:44;C_Year:C_Year_ID:24
*,410,Y,HET,HET Lecturer Support,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:45;C_Year:C_Year_ID:24
*,411,Y,Management and Executive Development Programme,MEDP,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:46;C_Year:C_Year_ID:24
*,412,Y,Workplace Coaches,WORKPC,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:47;C_Year:C_Year_ID:24
*,413,Y,TVET NCV Support,TVETNCV,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:48;C_Year:C_Year_ID:24
*,414,Y,MANDATORY GRANTS,MAN,20.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:1;C_Year:C_Year_ID:25
*,415,Y,Bursary,Bursary,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:49;C_Year:C_Year_ID:24
*,417,Y,LEARNERSHIPS,"",100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:2;C_Year:C_Year_ID:25
*,418,Y,ABET,"",100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:4;C_Year:C_Year_ID:25
*,419,Y,GDP NSF,NSF,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:5;C_Year:C_Year_ID:25
*,420,Y,GDP 1,GDP1,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:6;C_Year:C_Year_ID:25
*,421,Y,PRACTICAL TRAINING,"",100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:7;C_Year:C_Year_ID:25
*,422,Y,MODERATOR ,MOD,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:8;C_Year:C_Year_ID:25
*,423,Y,ASSESSOR ,ASS,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:9;C_Year:C_Year_ID:25
*,424,Y,Artisan Grant,APP,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:10;C_Year:C_Year_ID:25
*,425,Y,PRACTICAL TRAINING 02,"",100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:11;C_Year:C_Year_ID:25
*,426,Y,GDP 2,GDP 2,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:13;C_Year:C_Year_ID:25
*,427,Y,LEARNERSHIPS NSF 2,NSL2,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:15;C_Year:C_Year_ID:25
*,428,Y,Skills Programme SLA Grant,PSLA,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:16;C_Year:C_Year_ID:25
*,429,Y,DISABLITY,DLRN,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:17;C_Year:C_Year_ID:25
*,430,Y,OHS PROGRAMME,OHS,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:18;C_Year:C_Year_ID:25
*,431,Y,UIF LEARNERSHIPS,UIF,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:19;C_Year:C_Year_ID:25
*,432,Y,EMPLOYED ARTISAN,ART,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:20;C_Year:C_Year_ID:25
*,433,Y,UNEMPLOYED ARTISAN,UART,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:21;C_Year:C_Year_ID:25
*,434,Y,ARTISAN AIDES,ARTA,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:22;C_Year:C_Year_ID:25
*,435,Y,ABET Module Based,ABTM,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:23;C_Year:C_Year_ID:25
*,436,Y,Jewellery Beneficiation Learnership,MBL,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:26;C_Year:C_Year_ID:25
*,437,Y,Jewellery Beneficiation Skills Programs,MBSA,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:27;C_Year:C_Year_ID:25
*,438,Y,RPL Learnerships,RPL,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:28;C_Year:C_Year_ID:25
*,439,Y,GETC NQF1 5827,ABTG,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:29;C_Year:C_Year_ID:25
*,440,Y,FLC,FLC,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:31;C_Year:C_Year_ID:25
*,441,Y,NAC,NAC,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:32;C_Year:C_Year_ID:25
*,442,Y,NOC,NOC,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:33;C_Year:C_Year_ID:25
*,443,Y,Vacation Work,VAC,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:34;C_Year:C_Year_ID:25
*,444,Y,Practical Training (1 & 2),PTL,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:35;C_Year:C_Year_ID:25
*,445,Y,Practical Training 3,PTL3,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:36;C_Year:C_Year_ID:25
*,446,Y,TVET N6,TVET,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:37;C_Year:C_Year_ID:25
*,447,Y,ARPL,ARPL,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:38;C_Year:C_Year_ID:25
*,448,Y,Practical Training 4,PTL4,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:39;C_Year:C_Year_ID:25
*,449,Y,"Work Experience (W1, W2 & W3)",PTL5,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:40;C_Year:C_Year_ID:25
*,450,Y,Candidacy,CAND,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:41;C_Year:C_Year_ID:25
*,451,Y,Mine Community,MCOM,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:42;C_Year:C_Year_ID:25
*,452,Y,Small Scale,SSC,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:43;C_Year:C_Year_ID:25
*,453,Y,Unemployed Youth Development,UNEMYD,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:44;C_Year:C_Year_ID:25
*,454,Y,HET,HET Lecturer Support,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:45;C_Year:C_Year_ID:25
*,455,Y,Management and Executive Development Programme,MEDP,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:46;C_Year:C_Year_ID:25
*,456,Y,Workplace Coaches,WORKPC,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:47;C_Year:C_Year_ID:25
*,457,Y,TVET NCV Support,TVETNCV,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:48;C_Year:C_Year_ID:25
*,458,Y,Bursary,Bursary,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:49;C_Year:C_Year_ID:25
*,459,Y,Short Courses Provided by Public Institution,SCPPI,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:52;C_Year:C_Year_ID:24
*,460,Y,Short Courses Provided by Public Institution,SCPPI,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:52;C_Year:C_Year_ID:25
*,461,Y,University Internship,UI,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:54;C_Year:C_Year_ID:24
*,462,Y,University Internship,UI,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:54;C_Year:C_Year_ID:25
*,463,Y,Inhouse/Industry/Based Training Course,IIBTC,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:50;C_Year:C_Year_ID:25
*,464,Y,Adult Matric,AM,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:51;C_Year:C_Year_ID:25
*,465,Y,Elementary Digital Skills,EDS,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:53;C_Year:C_Year_ID:24
*,466,Y,Elementary Digital Skills,EDS,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:53;C_Year:C_Year_ID:25
*,467,Y,QCTO - Jewellery Beneficiation Learnership,QMBL,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:55;C_Year:C_Year_ID:25
*,468,Y,QCTO - Disablity,QDLRN,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:56;C_Year:C_Year_ID:25
*,469,Y,QCTO - RPL,QRPL,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:57;C_Year:C_Year_ID:25
*,470,Y,QCTO - Artisan Grant,QAPP,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:58;C_Year:C_Year_ID:25
*,471,Y,QCTO - Employed Artisan,QART,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:59;C_Year:C_Year_ID:25
*,472,Y,QCTO - UnEmployed Artisan,QUART,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:60;C_Year:C_Year_ID:25
*,473,Y,QCTO - Artisan Aides,QARTA,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:61;C_Year:C_Year_ID:25
*,474,Y,QCTO - OHS Programme,QOHS,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:62;C_Year:C_Year_ID:25
*,475,Y,QCTO - Artisan RPL Grant,QARPL,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:63;C_Year:C_Year_ID:25
*,476,Y,QCTO - Learnership,QLRN,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:64;C_Year:C_Year_ID:25
*,477,Y,Non MQA Learnership,NMLS,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:65;C_Year:C_Year_ID:25
*,478,Y,Non MQA 4IR Learnership Grant,NM4IRLS,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:66;C_Year:C_Year_ID:25
*,479,Y,MANDATORY GRANTS,MAN,20.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:1;C_Year:C_Year_ID:26
*,480,Y,LEARNERSHIPS,"",100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:2;C_Year:C_Year_ID:26
*,481,Y,ABET,"",100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:4;C_Year:C_Year_ID:26
*,482,Y,GDP NSF,NSF,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:5;C_Year:C_Year_ID:26
*,483,Y,GDP 1,GDP1,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:6;C_Year:C_Year_ID:26
*,484,Y,PRACTICAL TRAINING,"",100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:7;C_Year:C_Year_ID:26
*,485,Y,MODERATOR ,MOD,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:8;C_Year:C_Year_ID:26
*,486,Y,ASSESSOR ,ASS,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:9;C_Year:C_Year_ID:26
*,487,Y,Artisan Grant,APP,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:10;C_Year:C_Year_ID:26
*,488,Y,PRACTICAL TRAINING 02,"",100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:11;C_Year:C_Year_ID:26
*,489,Y,GDP 2,GDP 2,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:13;C_Year:C_Year_ID:26
*,490,Y,LEARNERSHIPS NSF 2,NSL2,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:15;C_Year:C_Year_ID:26
*,491,Y,Skills Programme SLA Grant,PSLA,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:16;C_Year:C_Year_ID:26
*,492,Y,DISABLITY,DLRN,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:17;C_Year:C_Year_ID:26
*,493,Y,OHS PROGRAMME,OHS,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:18;C_Year:C_Year_ID:26
*,494,Y,UIF LEARNERSHIPS,UIF,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:19;C_Year:C_Year_ID:26
*,495,Y,EMPLOYED ARTISAN,ART,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:20;C_Year:C_Year_ID:26
*,496,Y,UNEMPLOYED ARTISAN,UART,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:21;C_Year:C_Year_ID:26
*,497,Y,ARTISAN AIDES,ARTA,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:22;C_Year:C_Year_ID:26
*,498,Y,ABET Module Based,ABTM,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:23;C_Year:C_Year_ID:26
*,499,Y,Jewellery Beneficiation Learnership,MBL,100.00,Y,0.00,ZZLkpGrantCode:ZZLkpGrantCode_ID:26;C_Year:C_Year_ID:26
