AD_Org_ID[Name],ZZMigrationCode/K,IsActive,ZZLearnership_ID[ZZLearnershipCode],ZZUnitStandardType,ZZMigrateValues
*,2196,Y,16Q160138381333,,ZZUnitStandard:ZZUnitStandard_id:3133
*,2197,Y,16Q160138381333,,ZZUnitStandard:ZZUnitStandard_id:3134
*,2198,Y,16Q160138381333,,ZZUnitStandard:ZZUnitStandard_id:3135
*,2199,Y,16Q160138381333,,ZZUnitStandard:ZZUnitStandard_id:3136
*,2200,Y,16Q160138381333,,ZZUnitStandard:ZZUnitStandard_id:3137
*,2201,Y,16Q160138381333,,ZZUnitStandard:ZZUnitStandard_id:3138
*,2202,Y,16Q160138381333,,ZZUnitStandard:ZZUnitStandard_id:3139
*,2203,Y,16Q160138381333,,ZZUnitStandard:ZZUnitStandard_id:3140
*,2204,Y,16Q160138381333,,ZZUnitStandard:ZZUnitStandard_id:3145
*,2205,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:157
*,2206,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:1189
*,2207,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:1197
*,2208,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:1198
*,2209,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:1477
*,2210,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:2201
*,2211,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:2202
*,2212,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:2214
*,2213,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:2215
*,2214,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:2217
*,2215,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:2218
*,2216,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:2221
*,2217,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:2406
*,2218,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:2424
*,2219,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:2470
*,2220,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:3148
*,2221,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:3149
*,2222,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:3150
*,2223,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:3151
*,2224,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:3152
*,2225,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:3154
*,2226,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:3155
*,2227,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:3156
*,2228,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:3161
*,2229,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:3162
*,2230,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:3163
*,2231,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:3164
*,2232,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:3165
*,2233,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:3166
*,2234,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:3167
*,2235,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:3171
*,2236,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:3172
*,2237,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:3173
*,2238,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:3174
*,2239,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:3175
*,2240,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:3177
*,2241,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:3178
*,2242,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:3179
*,2243,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:3180
*,2244,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:3182
*,2245,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:3185
*,2246,Y,16Q160139421304,,ZZUnitStandard:ZZUnitStandard_id:3187
*,2247,Y,16Q160140361347,,ZZUnitStandard:ZZUnitStandard_id:1189
*,2248,Y,16Q160140361347,,ZZUnitStandard:ZZUnitStandard_id:1197
*,2249,Y,16Q160140361347,,ZZUnitStandard:ZZUnitStandard_id:1198
*,2250,Y,16Q160140361347,,ZZUnitStandard:ZZUnitStandard_id:1884
*,2251,Y,16Q160140361347,,ZZUnitStandard:ZZUnitStandard_id:2201
*,2252,Y,16Q160140361347,,ZZUnitStandard:ZZUnitStandard_id:2202
*,2253,Y,16Q160140361347,,ZZUnitStandard:ZZUnitStandard_id:2214
*,2254,Y,16Q160140361347,,ZZUnitStandard:ZZUnitStandard_id:2215
*,2255,Y,16Q160140361347,,ZZUnitStandard:ZZUnitStandard_id:2217
*,2256,Y,16Q160140361347,,ZZUnitStandard:ZZUnitStandard_id:2218
*,2257,Y,16Q160140361347,,ZZUnitStandard:ZZUnitStandard_id:2221
*,2258,Y,16Q160140361347,,ZZUnitStandard:ZZUnitStandard_id:2406
*,2259,Y,16Q160140361347,,ZZUnitStandard:ZZUnitStandard_id:2587
*,2260,Y,16Q160140361347,,ZZUnitStandard:ZZUnitStandard_id:3355
*,2261,Y,16Q160140361347,,ZZUnitStandard:ZZUnitStandard_id:3359
*,2262,Y,16Q160140361347,,ZZUnitStandard:ZZUnitStandard_id:3360
*,2263,Y,16Q160140361347,,ZZUnitStandard:ZZUnitStandard_id:3362
*,2264,Y,16Q160140361347,,ZZUnitStandard:ZZUnitStandard_id:3363
*,2265,Y,16Q160140361347,,ZZUnitStandard:ZZUnitStandard_id:3369
*,2266,Y,16Q160140361347,,ZZUnitStandard:ZZUnitStandard_id:3379
*,2267,Y,16Q160140361347,,ZZUnitStandard:ZZUnitStandard_id:3455
*,2268,Y,16Q160140361347,,ZZUnitStandard:ZZUnitStandard_id:3456
*,2269,Y,16Q160140361347,,ZZUnitStandard:ZZUnitStandard_id:3569
*,2270,Y,16Q160140361347,,ZZUnitStandard:ZZUnitStandard_id:3570
*,2271,Y,16Q160140361347,,ZZUnitStandard:ZZUnitStandard_id:3571
*,2272,Y,16Q160140361347,,ZZUnitStandard:ZZUnitStandard_id:3572
*,2273,Y,16Q160140361347,,ZZUnitStandard:ZZUnitStandard_id:3573
*,2274,Y,16Q160140361347,,ZZUnitStandard:ZZUnitStandard_id:3574
*,2275,Y,16Q160140361347,,ZZUnitStandard:ZZUnitStandard_id:3575
*,2276,Y,16Q160140361347,,ZZUnitStandard:ZZUnitStandard_id:3576
*,2277,Y,16Q160140361347,,ZZUnitStandard:ZZUnitStandard_id:3577
*,2278,Y,16Q160140361347,,ZZUnitStandard:ZZUnitStandard_id:3578
*,2279,Y,16Q160140361347,,ZZUnitStandard:ZZUnitStandard_id:3579
*,2280,Y,16Q160140361347,,ZZUnitStandard:ZZUnitStandard_id:3580
*,2281,Y,16Q160140361347,,ZZUnitStandard:ZZUnitStandard_id:3581
*,2282,Y,16Q160140361347,,ZZUnitStandard:ZZUnitStandard_id:3582
*,2283,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:1185
*,2284,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:1186
*,2285,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:1194
*,2286,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:1502
*,2287,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:1514
*,2288,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:1516
*,2289,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:1718
*,2290,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:1722
*,2291,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:1725
*,2292,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:2326
*,2293,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:2327
*,2294,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:2340
*,2295,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:2446
*,2296,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:2450
*,2297,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:2452
*,2298,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:2453
*,2299,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:2456
*,2300,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:2475
*,2301,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:2488
*,2302,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:2489
*,2303,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:2531
*,2304,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:2637
*,2305,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:2638
*,2306,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:2641
*,2307,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:2642
*,2308,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:2643
*,2309,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:2651
*,2310,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:2652
*,2311,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:2660
*,2312,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:2932
*,2313,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:3223
*,2314,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:3224
*,2315,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:3225
*,2316,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:3226
*,2317,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:3227
*,2318,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:3228
*,2319,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:3229
*,2320,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:3230
*,2321,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:3231
*,2322,Y,16Q160141351252,,ZZUnitStandard:ZZUnitStandard_id:3232
*,2323,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:1189
*,2324,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:1197
*,2325,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:1198
*,2326,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:1343
*,2327,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:1354
*,2328,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:1357
*,2329,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:1503
*,2330,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:1679
*,2331,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:1701
*,2332,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:1702
*,2333,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:1708
*,2334,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:2160
*,2335,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:2201
*,2336,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:2202
*,2337,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:2214
*,2338,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:2215
*,2339,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:2217
*,2340,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:2218
*,2341,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:2221
*,2342,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:2406
*,2343,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:2513
*,2344,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:3188
*,2345,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:3189
*,2346,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:3190
*,2347,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:3191
*,2348,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:3192
*,2349,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:3193
*,2350,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:3194
*,2351,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:3195
*,2352,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:3196
*,2353,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:3197
*,2354,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:3198
*,2355,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:3199
*,2356,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:3200
*,2357,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:3201
*,2358,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:3202
*,2359,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:3203
*,2360,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:3204
*,2361,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:3205
*,2362,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:3206
*,2363,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:3207
*,2364,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:3208
*,2365,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:3209
*,2366,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:3210
*,2367,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:3211
*,2368,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:3212
*,2369,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:3213
*,2370,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:3214
*,2371,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:3215
*,2372,Y,16Q160143441594,,ZZUnitStandard:ZZUnitStandard_id:3216
*,2373,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:133
*,2374,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:143
*,2375,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:144
*,2376,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:145
*,2377,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:146
*,2378,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:491
*,2379,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:492
*,2380,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:493
*,2381,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:495
*,2382,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:498
*,2383,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:919
*,2384,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:1161
*,2385,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:1162
*,2386,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:1164
*,2387,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:1165
*,2388,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:1167
*,2389,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:1173
*,2390,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:1176
*,2391,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:1177
*,2392,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:1184
*,2393,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:1185
*,2394,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:1186
*,2395,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:1188
*,2396,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:1189
*,2397,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:1190
*,2398,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:1191
*,2399,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:1194
*,2400,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:1404
*,2401,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:1405
*,2402,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:1419
*,2403,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:1425
*,2404,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:1426
*,2405,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:1427
*,2406,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:1428
*,2407,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:1444
*,2408,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:1461
*,2409,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:1466
*,2410,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:1469
*,2411,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:1498
*,2412,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:1514
*,2413,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:1516
*,2414,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:1518
*,2415,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:1897
*,2416,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:2340
*,2417,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:2412
*,2418,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:2450
*,2419,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:2452
*,2420,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:2453
*,2421,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:2483
*,2422,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:3086
*,2423,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:3090
*,2424,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:3099
*,2425,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:3100
*,2426,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:3584
*,2427,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:3648
*,2428,Y,16Q160121321332,,ZZUnitStandard:ZZUnitStandard_id:3649
*,2429,Y,17Q170250351344,,ZZUnitStandard:ZZUnitStandard_id:1189
*,2430,Y,17Q170250351344,,ZZUnitStandard:ZZUnitStandard_id:1197
*,2431,Y,17Q170250351344,,ZZUnitStandard:ZZUnitStandard_id:1198
*,2432,Y,17Q170250351344,,ZZUnitStandard:ZZUnitStandard_id:1353
*,2433,Y,17Q170250351344,,ZZUnitStandard:ZZUnitStandard_id:1357
*,2434,Y,17Q170250351344,,ZZUnitStandard:ZZUnitStandard_id:1503
*,2435,Y,17Q170250351344,,ZZUnitStandard:ZZUnitStandard_id:1884
*,2436,Y,17Q170250351344,,ZZUnitStandard:ZZUnitStandard_id:2201
*,2437,Y,17Q170250351344,,ZZUnitStandard:ZZUnitStandard_id:2202
*,2438,Y,17Q170250351344,,ZZUnitStandard:ZZUnitStandard_id:2214
*,2439,Y,17Q170250351344,,ZZUnitStandard:ZZUnitStandard_id:2215
*,2440,Y,17Q170250351344,,ZZUnitStandard:ZZUnitStandard_id:2217
*,2441,Y,17Q170250351344,,ZZUnitStandard:ZZUnitStandard_id:2218
*,2442,Y,17Q170250351344,,ZZUnitStandard:ZZUnitStandard_id:2221
*,2443,Y,17Q170250351344,,ZZUnitStandard:ZZUnitStandard_id:2406
*,2444,Y,17Q170250351344,,ZZUnitStandard:ZZUnitStandard_id:2513
*,2445,Y,17Q170250351344,,ZZUnitStandard:ZZUnitStandard_id:2581
*,2446,Y,17Q170250351344,,ZZUnitStandard:ZZUnitStandard_id:2583
*,2447,Y,17Q170250351344,,ZZUnitStandard:ZZUnitStandard_id:2899
*,2448,Y,17Q170250351344,,ZZUnitStandard:ZZUnitStandard_id:2908
*,2449,Y,17Q170250351344,,ZZUnitStandard:ZZUnitStandard_id:2912
*,2450,Y,17Q170250351344,,ZZUnitStandard:ZZUnitStandard_id:3194
*,2451,Y,17Q170250351344,,ZZUnitStandard:ZZUnitStandard_id:3195
*,2452,Y,17Q170250351344,,ZZUnitStandard:ZZUnitStandard_id:3199
*,2453,Y,17Q170250351344,,ZZUnitStandard:ZZUnitStandard_id:3207
*,2454,Y,17Q170250351344,,ZZUnitStandard:ZZUnitStandard_id:3213
*,2455,Y,17Q170250351344,,ZZUnitStandard:ZZUnitStandard_id:3808
*,2456,Y,17Q170250351344,,ZZUnitStandard:ZZUnitStandard_id:3809
*,2457,Y,17Q170250351344,,ZZUnitStandard:ZZUnitStandard_id:3810
*,2458,Y,17Q170250351344,,ZZUnitStandard:ZZUnitStandard_id:3811
*,2459,Y,17Q170250351344,,ZZUnitStandard:ZZUnitStandard_id:3812
*,2460,Y,17Q170250351344,,ZZUnitStandard:ZZUnitStandard_id:3813
*,2461,Y,17Q170250351344,,ZZUnitStandard:ZZUnitStandard_id:3814
*,2462,Y,17Q170250351344,,ZZUnitStandard:ZZUnitStandard_id:3815
*,2463,Y,17Q170250351344,,ZZUnitStandard:ZZUnitStandard_id:3816
*,2464,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:695
*,2465,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:930
*,2466,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:985
*,2467,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:1185
*,2468,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:1186
*,2469,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:1194
*,2470,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:1429
*,2471,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:1514
*,2472,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:1516
*,2473,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:1725
*,2474,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:1899
*,2475,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:2220
*,2476,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:2310
*,2477,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:2340
*,2478,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:2445
*,2479,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:2450
*,2480,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:2452
*,2481,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:2453
*,2482,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:2552
*,2483,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:2671
*,2484,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:2703
*,2485,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:2861
*,2486,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:2862
*,2487,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:2863
*,2488,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:2864
*,2489,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:2865
*,2490,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:2866
*,2491,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:2867
*,2492,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:2868
*,2493,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:2869
*,2494,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:2870
*,2495,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:2871
*,2496,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:2872
*,2497,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:2873
*,2498,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:2874
*,2499,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:2875
*,2500,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:2876
*,2501,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:2877
*,2502,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:2878
*,2503,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:2879
*,2504,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:2880
*,2505,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:2881
*,2506,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:2882
*,2507,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:2883
*,2508,Y,16Q160114431202,,ZZUnitStandard:ZZUnitStandard_id:2884
*,2509,Y,16Q160115261203,,ZZUnitStandard:ZZUnitStandard_id:430
*,2510,Y,16Q160115261203,,ZZUnitStandard:ZZUnitStandard_id:673
*,2511,Y,16Q160115261203,,ZZUnitStandard:ZZUnitStandard_id:674
*,2512,Y,16Q160115261203,,ZZUnitStandard:ZZUnitStandard_id:675
*,2513,Y,16Q160115261203,,ZZUnitStandard:ZZUnitStandard_id:688
*,2514,Y,16Q160115261203,,ZZUnitStandard:ZZUnitStandard_id:700
*,2515,Y,16Q160115261203,,ZZUnitStandard:ZZUnitStandard_id:919
*,2516,Y,16Q160115261203,,ZZUnitStandard:ZZUnitStandard_id:987
*,2517,Y,16Q160115261203,,ZZUnitStandard:ZZUnitStandard_id:990
*,2518,Y,16Q160115261203,,ZZUnitStandard:ZZUnitStandard_id:1077
*,2519,Y,16Q160115261203,,ZZUnitStandard:ZZUnitStandard_id:1188
*,2520,Y,16Q160115261203,,ZZUnitStandard:ZZUnitStandard_id:1190
*,2521,Y,16Q160115261203,,ZZUnitStandard:ZZUnitStandard_id:1196
*,2522,Y,16Q160115261203,,ZZUnitStandard:ZZUnitStandard_id:1518
*,2523,Y,16Q160115261203,,ZZUnitStandard:ZZUnitStandard_id:1590
*,2524,Y,16Q160115261203,,ZZUnitStandard:ZZUnitStandard_id:1711
*,2525,Y,16Q160115261203,,ZZUnitStandard:ZZUnitStandard_id:1713
*,2526,Y,16Q160115261203,,ZZUnitStandard:ZZUnitStandard_id:2043
*,2527,Y,16Q160115261203,,ZZUnitStandard:ZZUnitStandard_id:2201
