"AD_Org_ID[Name]","ZZMigrationCode/K","IsActive","ZZUnitStandardType","ZZMigrateValues",_LOG_
*,955,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:64;ZZUnitStandard:ZZUnitStandard_id:591,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000954] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000954] / "
*,956,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:64;ZZUnitStandard:ZZUnitStandard_id:596,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000955] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000955] / "
*,957,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:64;ZZUnitStandard:ZZUnitStandard_id:589,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000956] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000956] / "
*,958,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:64;ZZUnitStandard:ZZUnitStandard_id:598,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000957] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000957] / "
*,959,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:64;ZZUnitStandard:ZZUnitStandard_id:599,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000958] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000958] / "
*,960,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:64;ZZUnitStandard:ZZUnitStandard_id:587,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000959] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000959] / "
*,961,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:64;ZZUnitStandard:ZZUnitStandard_id:592,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000960] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000960] / "
*,962,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:64;ZZUnitStandard:ZZUnitStandard_id:588,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000961] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000961] / "
*,963,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:64;ZZUnitStandard:ZZUnitStandard_id:2321,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000962] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000962] / "
*,964,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:64;ZZUnitStandard:ZZUnitStandard_id:85,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000963] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000963] / "
*,965,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:64;ZZUnitStandard:ZZUnitStandard_id:87,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000964] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000964] / "
*,966,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:64;ZZUnitStandard:ZZUnitStandard_id:88,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000965] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000965] / "
*,967,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:64;ZZUnitStandard:ZZUnitStandard_id:83,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000966] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000966] / "
*,968,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:64;ZZUnitStandard:ZZUnitStandard_id:84,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000967] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000967] / "
*,969,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:64;ZZUnitStandard:ZZUnitStandard_id:350,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000968] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000968] / "
*,970,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:64;ZZUnitStandard:ZZUnitStandard_id:351,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000969] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000969] / "
*,971,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:64;ZZUnitStandard:ZZUnitStandard_id:353,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000970] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000970] / "
*,972,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:64;ZZUnitStandard:ZZUnitStandard_id:354,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000971] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000971] / "
*,973,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:64;ZZUnitStandard:ZZUnitStandard_id:352,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000972] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000972] / "
*,974,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:64;ZZUnitStandard:ZZUnitStandard_id:569,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000973] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000973] / "
*,975,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:65;ZZUnitStandard:ZZUnitStandard_id:219,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000974] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000974] / "
*,976,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:65;ZZUnitStandard:ZZUnitStandard_id:220,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000975] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000975] / "
*,977,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:65;ZZUnitStandard:ZZUnitStandard_id:221,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000976] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000976] / "
*,978,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:65;ZZUnitStandard:ZZUnitStandard_id:223,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000977] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000977] / "
*,979,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:65;ZZUnitStandard:ZZUnitStandard_id:224,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000978] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000978] / "
*,980,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:65;ZZUnitStandard:ZZUnitStandard_id:227,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000979] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000979] / "
*,981,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:65;ZZUnitStandard:ZZUnitStandard_id:901,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000980] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000980] / "
*,982,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:65;ZZUnitStandard:ZZUnitStandard_id:152,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000981] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000981] / "
*,983,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:65;ZZUnitStandard:ZZUnitStandard_id:246,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000982] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000982] / "
*,984,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:65;ZZUnitStandard:ZZUnitStandard_id:716,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000983] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000983] / "
*,985,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:65;ZZUnitStandard:ZZUnitStandard_id:1231,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000984] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000984] / "
*,986,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:65;ZZUnitStandard:ZZUnitStandard_id:2349,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000985] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000985] / "
*,987,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:65;ZZUnitStandard:ZZUnitStandard_id:2348,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000986] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000986] / "
*,988,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:65;ZZUnitStandard:ZZUnitStandard_id:525,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000987] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000987] / "
*,989,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:65;ZZUnitStandard:ZZUnitStandard_id:975,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000988] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000988] / "
*,990,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:65;ZZUnitStandard:ZZUnitStandard_id:538,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000989] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000989] / "
*,991,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:65;ZZUnitStandard:ZZUnitStandard_id:2346,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000990] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000990] / "
*,992,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:65;ZZUnitStandard:ZZUnitStandard_id:1466,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000991] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000991] / "
*,993,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:65;ZZUnitStandard:ZZUnitStandard_id:2347,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000992] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000992] / "
*,994,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:65;ZZUnitStandard:ZZUnitStandard_id:1140,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000993] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000993] / "
*,995,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:65;ZZUnitStandard:ZZUnitStandard_id:1029,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000994] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000994] / "
*,996,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:65;ZZUnitStandard:ZZUnitStandard_id:1433,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000995] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000995] / "
*,997,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:65;ZZUnitStandard:ZZUnitStandard_id:93,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000996] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000996] / "
*,998,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:65;ZZUnitStandard:ZZUnitStandard_id:105,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000997] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000997] / "
*,999,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:65;ZZUnitStandard:ZZUnitStandard_id:106,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000998] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000998] / "
*,1000,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:65;ZZUnitStandard:ZZUnitStandard_id:79,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000999] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1000999] / "
*,1001,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:65;ZZUnitStandard:ZZUnitStandard_id:731,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001000] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001000] / "
*,1002,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:65;ZZUnitStandard:ZZUnitStandard_id:40,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001001] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001001] / "
*,1003,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:65;ZZUnitStandard:ZZUnitStandard_id:37,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001002] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001002] / "
*,1004,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:66;ZZUnitStandard:ZZUnitStandard_id:980,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001003] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001003] / "
*,1005,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:66;ZZUnitStandard:ZZUnitStandard_id:2279,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001004] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001004] / "
*,1006,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:66;ZZUnitStandard:ZZUnitStandard_id:2290,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001005] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001005] / "
*,1007,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:66;ZZUnitStandard:ZZUnitStandard_id:2236,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001006] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001006] / "
*,1008,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:66;ZZUnitStandard:ZZUnitStandard_id:2283,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001007] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001007] / "
*,1009,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:66;ZZUnitStandard:ZZUnitStandard_id:2270,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001008] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001008] / "
*,1010,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:66;ZZUnitStandard:ZZUnitStandard_id:2442,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001009] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001009] / "
*,1011,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:66;ZZUnitStandard:ZZUnitStandard_id:2284,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001010] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001010] / "
*,1012,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:66;ZZUnitStandard:ZZUnitStandard_id:2248,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001011] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001011] / "
*,1013,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:66;ZZUnitStandard:ZZUnitStandard_id:2235,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001012] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001012] / "
*,1014,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:66;ZZUnitStandard:ZZUnitStandard_id:2263,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001013] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001013] / "
*,1015,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:66;ZZUnitStandard:ZZUnitStandard_id:2303,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001014] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001014] / "
*,1016,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:66;ZZUnitStandard:ZZUnitStandard_id:2222,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001015] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001015] / "
*,1017,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:66;ZZUnitStandard:ZZUnitStandard_id:2227,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001016] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001016] / "
*,1018,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:66;ZZUnitStandard:ZZUnitStandard_id:2280,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001017] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001017] / "
*,1019,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:66;ZZUnitStandard:ZZUnitStandard_id:2281,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001018] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001018] / "
*,1020,Y,Elective,ZZSkillsProgramme:ZZSkillsProgramme_ID:66;ZZUnitStandard:ZZUnitStandard_id:2229,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001019] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001019] / "
*,1021,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:69;ZZUnitStandard:ZZUnitStandard_id:1884,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001020] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001020] / "
*,1022,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:69;ZZUnitStandard:ZZUnitStandard_id:429,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001021] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001021] / "
*,1023,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:69;ZZUnitStandard:ZZUnitStandard_id:686,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001022] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001022] / "
*,1024,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:69;ZZUnitStandard:ZZUnitStandard_id:998,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001023] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001023] / "
*,1025,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:69;ZZUnitStandard:ZZUnitStandard_id:423,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001024] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001024] / "
*,1026,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:69;ZZUnitStandard:ZZUnitStandard_id:690,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001025] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001025] / "
*,1027,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:69;ZZUnitStandard:ZZUnitStandard_id:989,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001026] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001026] / "
*,1028,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:69;ZZUnitStandard:ZZUnitStandard_id:682,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001027] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001027] / "
*,1029,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:69;ZZUnitStandard:ZZUnitStandard_id:671,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001028] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001028] / "
*,1030,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:69;ZZUnitStandard:ZZUnitStandard_id:1141,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001029] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001029] / "
*,1031,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:69;ZZUnitStandard:ZZUnitStandard_id:993,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001030] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001030] / "
*,1032,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:69;ZZUnitStandard:ZZUnitStandard_id:697,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001031] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001031] / "
*,1033,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:69;ZZUnitStandard:ZZUnitStandard_id:2148,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001032] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001032] / "
*,1034,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:69;ZZUnitStandard:ZZUnitStandard_id:681,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001033] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001033] / "
*,1035,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:69;ZZUnitStandard:ZZUnitStandard_id:992,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001034] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001034] / "
*,1036,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:69;ZZUnitStandard:ZZUnitStandard_id:701,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001035] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001035] / "
*,1037,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:69;ZZUnitStandard:ZZUnitStandard_id:691,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001036] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001036] / "
*,1038,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:69;ZZUnitStandard:ZZUnitStandard_id:677,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001037] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001037] / "
*,1039,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:69;ZZUnitStandard:ZZUnitStandard_id:923,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001038] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001038] / "
*,1040,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:69;ZZUnitStandard:ZZUnitStandard_id:685,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001039] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001039] / "
*,1041,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:69;ZZUnitStandard:ZZUnitStandard_id:500,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001040] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001040] / "
*,1042,Y,Core,ZZSkillsProgramme:ZZSkillsProgramme_ID:69;ZZUnitStandard:ZZUnitStandard_id:672,"<ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001041] / <ZZSkillsProgrammeUnitStandard>: Inserted GenericPO[Table=1000266ID=1001041] / "
