"AD_Org_ID[Name]","ZZMigrationCode/K","IsActive","ZZLearnershipTitle","ZZLearnershipCode","ZZCredits","Registrationstartdate","Registrationenddate","ZZMinimumElectiveCredits","ZZMigrateValues"
*,214,Y,National Certificate: Millwright: Opencast,"16Q160031003814 (V2)",359,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:92;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1167
*,215,Y,National Certificate: Plater/Boilermaker: Coal,"16Q160020001343 (V2)",148,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:89;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1074
*,216,Y,National Certificate: Plater/Boilermaker: Diamonds Open Cast,"16Q160022001493 (V2)",145,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:89;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1074
*,217,Y,National Certificate: Plater/Boilermaker: Metalliferous,"16Q160021001733 (V2)",146,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:89;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1074
*,218,Y,National Certificate: Plater/Boilermaker: Opencast,"16Q160019001323 (V2)",139,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:89;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1074
*,219,Y,National Certificate: Plater/Welder: Diamonds Opencast,"16Q160018001523 (V2)",141,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:90;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1070
*,220,Y,National Certificate: Plater/Welder: Metalliferous,"16Q160017001773 (V2)",150,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:90;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1070
*,221,Y,National Certificate: Plater/Welder: Open Cast,"16Q160051001463 (V2)",145,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:90;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1070
*,222,Y,National Certificate: Plater/Welder: Underground Diamonds,"16Q160018001623 (V2)",149,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:90;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1070
*,223,Y,National Certificate: Rigger Ropesman: Open Cast,"16Q160010001273 (V2)",127,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:6;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1079
*,224,Y,National Certificate: Rigger Ropesman: Surface / Underground,"16Q160009001273 (V2)",140,2012-06-30 00:00:00.000,2012-06-30 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:6;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1079
*,225,Y,National Certificate: Laboratory Practice: Coal,"16Q160146541202",120,2011-12-02 00:00:00.000,2011-12-02 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:162
*,226,Y,National Certificate: Mining Technical Support: Survey,"16Q160187471383",138,2016-07-27 00:00:00.000,2016-07-27 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:117
*,227,Y,Further Education Training Certificate: Mining Geology,"16Q160186541604",160,2017-07-27 00:00:00.000,2016-07-27 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:137
*,228,Y,Further Education Training Certificate: Exploration Geology,"16Q160183611604",160,2016-07-27 00:00:00.000,2016-07-27 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:137
*,229,Y,National Certificate: Mechanical Engineering: Fitting,"16Q160182451203",120,2016-02-27 00:00:00.000,2016-07-27 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:85;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1090
*,230,Y,Further Education and Training Certificate: Mechanical Engineering: Fitting,"16Q160179301204",120,2016-02-27 00:00:00.000,2016-07-27 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:86;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1090
*,231,Y,National Certificate: Mechanical Engineering: Fitting,"16Q160185681302",130,2016-07-27 00:00:00.000,2016-07-27 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:84;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1090
*,232,Y,National Certificate: Mining Technical Support: Sampling,"16Q160184421383",138,2016-07-27 00:00:00.000,2016-07-27 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:117
*,233,Y,Further Education and Training: Laboratory Analysis: Mining and Minerals,"16Q160193001404 (A)",140,2017-05-09 00:00:00.000,2017-02-06 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:124
*,234,Y,National Certificate: Mining Technical Support: Geology,"16Q160177511383",138,2017-07-27 00:00:00.000,2017-07-27 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:117
*,235,Y,Automotive electrician mining,"61305",120,2018-01-07 00:00:00.000,2018-01-07 00:00:00.000,0,ZZQualification:ZZQualification_ID:163
*,236,Y,Heavy Equipment Mechanic,"96276",120,2018-01-07 00:00:00.000,2018-01-07 00:00:00.000,0,ZZQualification:ZZQualification_ID:164
*,237,Y,GoldSmith,"96283",120,2018-07-01 00:00:00.000,2018-07-01 00:00:00.000,0,ZZQualification:ZZQualification_ID:165
*,238,Y,Diamond and gemstone setter,"96284",120,2018-01-07 00:00:00.000,2018-01-07 00:00:00.000,0,ZZQualification:ZZQualification_ID:166
*,239,Y,Diamond Cutter,"96349",120,2018-07-01 00:00:00.000,2018-07-01 00:00:00.000,0,ZZQualification:ZZQualification_ID:167
*,240,Y,Earth Moving Mechanic,"97388",120,2018-01-07 00:00:00.000,2018-01-07 00:00:00.000,0,ZZQualification:ZZQualification_ID:168
*,241,Y,National Certificate Instrumentation Mechanician  (V4),"16Q160008001764 (V4)",176,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:5
*,242,Y,National Certificate Rigger Ropesman - Surface/Underground (V3),"16Q160009001273 (V3)",127,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:6
*,243,Y,National Certificate Rigger Ropesman - Opencast (V3),"16Q160010001273 (V3)",127,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:6
*,244,Y,National Certificate Diesel Mechanic - Metalliferous (V3),"16Q160013001493 (V3)",178,2003-06-02 00:00:00.000,2003-06-02 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:1;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1105
*,245,Y,National Certificate Plater/Welder - Coal (V3),"16Q160016001333 (V3)",0,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:90
*,246,Y,National Certificate Plater/Welder - Metalliferous (V3),"16Q160017001773 (V3)",0,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:90;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1070
*,247,Y,National Certificate Plater/Welder-Diamond Opencast (V3),"16Q160018001523 (V3)",0,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:90
*,248,Y,National Certificate Plater/Welder - Underground Diamonds (V3),"16Q160018001623 (V3)",0,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:90
*,249,Y,National Certificate Plater/Boilermaker - Opencast (V3),"16Q160019001323 (V3)",0,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:89;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1074
*,250,Y,National Certificate Plater/Boilermaker - Coal (V3),"16Q160020001343 (V3)",0,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:89
*,251,Y,National Certificate Plater/Boilermaker - Metalliferous (V3),"16Q160021001733 (V3)",0,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:89
*,252,Y,National Certificate Plater/Boilermaker - Diamond Opencast (V3),"16Q160022001493 (V3)",0,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:89
*,253,Y,National Certificate Fitting (including machining) - Underground Diamonds (V3),"16Q160023001273 (V3)",140,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:4
*,254,Y,National Certificate Fitting (including machining) - Underground Coal (V3),"16Q160024001533 (V3)",144,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:4
*,255,Y,National Certificate Fitting (including machining) - Surface Coal (V3),"16Q160025001283 (V3)",134,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:4
*,256,Y,National Certificate Fitting (including machining) -Metalliferous (V3),"16Q160026002443 (V3)",148,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:4;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1102
*,257,Y,National Certificate Fitting (including machining) - Surface Diamonds (V3),"16Q160027001203 (V3)",119,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:4
*,258,Y,National Certificate Millwright - Diamonds (V3),"16Q160028003394 (V3)",339,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:92
*,259,Y,National Certificate Millwright - Coal (V3),"16Q160029004094 (V3)",409,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:92
*,260,Y,National Certificate Millwright - Metalliferous (V3),"16Q160030004444 (V3)",444,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:92
*,261,Y,National Certificate Millwright - Opencast (V3),"16Q160031003814 (V3)",381,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:92;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1167
*,262,Y,National Certificate Fitting and Turning - Underground Diamonds (V3),"16Q160032001593 (V3)",172,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:3
*,263,Y,National Certificate Fitting and Turning - Underground Coal (V3),"16Q160033001853 (V3)",177,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:3
*,264,Y,National Certificate: Fitting and Turning: Surface Coal (V3),"16Q160034001463 (V3)",167,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:3
*,265,Y,National Certificate Fitting and Turning - Metalliferous (V3),"16Q160035002763 (V3)",181,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:3
*,266,Y,National Certificate Fitting and Turning - Surface Diamonds (V3),"16Q160036001403 (V3)",152,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:3
*,267,Y,National Certificate Electrical - Underground Diamonds (V3),"16Q160037003134 (V3)",479,2007-01-01 00:00:00.000,2003-02-06 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:2
*,268,Y,National Certificate Electrical - Underground Coal (V3),"16Q160038003494 (V3)",428,2007-01-01 00:00:00.000,2003-02-06 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:2
*,269,Y,National Certificate Electrical - Surface Coal (V3),"16Q160039003444 (V3)",436,2007-01-01 00:00:00.000,2003-02-06 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:2
*,270,Y,National Certificate Electrical - Opencast (V3),"16Q160040003294 (V3)",435,2007-01-01 00:00:00.000,2003-02-06 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:2;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1165
*,271,Y,National Certificate Electrical - Metalliferous (V3),"16Q160041003404 (V3)",443,2007-01-01 00:00:00.000,2003-02-06 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:2;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1165
*,272,Y,National Certificate Electrical - Surface (V3),"16Q160042003014 (V3)",478,2007-01-01 00:00:00.000,2003-02-06 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:2
*,273,Y,National Certificate Plater/Welder - Opencast (V3),"16Q160051001463 (V3)",0,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:90;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1070
*,274,Y,National Certificate Diesel Mechanic – Open Cast (V3),"16Q160052001463 (V3)",186,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:1;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1105
*,275,N,National Certificate Fitting including Machining - Open Cast (V3),"16Q160053001463 (V3)",111,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:4;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1102
*,276,Y,National Certificate Fitter and Turner - Open Cast (V3),"16Q160054001463 (V3)",146,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:3;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1090
*,277,Y,Diesel Mechanic – Underground Diamonds  (V3),"16Q160011001303 (V3)",443,2003-01-01 00:00:00.000,2003-01-01 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:1
*,278,Y,National Certificate Diesel Mechanic - Coal (V3),"16Q160012001623 (V3)",443,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:1
*,279,Y,National Certificate Diesel Mechanic - Surface Diamonds (V3),"16Q160014001373 (V3)",443,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:1
*,280,Y,National Certificate: Mineral Processing: Gold,"16Q160095671292",129,2012-06-02 00:00:00.000,2012-02-06 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:80
*,281,Y,Test learnership,Test16q887780887654,120,2023-01-26 00:00:00.000,2027-01-26 00:00:00.000,18,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:80;ref:ZZLkpLearnershipType:ZZLearnershipType:3;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,282,Y,Learnership shell test,"16Q20231123",120,2023-10-01 00:00:00.000,2028-11-23 00:00:00.000,20,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,283,Y,Learenrship Shell2,"16Q20231127",120,2023-11-01 00:00:00.000,2028-11-27 00:00:00.000,20,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,284,Y,FETC:Generic management NQF5,"23Q230073291625",163,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,100,ref:ZZLkpNqfLevel:ZZNqfLevel:5;ZZQualification:ZZQualification_ID:179;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:485;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,285,Y,Project Management,"23Q2300082012044R",136,2024-04-01 00:00:00.000,2025-03-31 00:00:00.000,120388,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,286,Y,Further Education and Training Certificate: Generic Management,"23Q230074261504",154,2024-04-24 00:00:00.000,2025-04-30 00:00:00.000,242818,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:4340;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,287,Y,General education and training certificate: Business practice,"23Q230071391211",121,2024-05-29 00:00:00.000,2025-05-30 00:00:00.000,121,ref:ZZLkpNqfLevel:ZZNqfLevel:1;ZZQualification:ZZQualification_ID:170;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,288,Y,NC: Business Administration,"23Q230025391592",130,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,130,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:171;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,289,Y,Project Management,"23Q230068281364",136,2024-05-02 00:00:00.000,2025-05-01 00:00:00.000,136,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,290,Y,Marketing,"23Q230081451394",141,2024-05-01 00:00:00.000,2025-05-01 00:00:00.000,141,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,291,Y,NC:Bookkeeping,"01Q010027261203",120,2024-04-01 00:00:00.000,2025-04-30 00:00:00.000,120,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:176;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,292,Y,FETC: Bookkeeping,"01Q01002828130/4",130,2024-04-01 00:00:00.000,2025-04-01 00:00:00.000,130,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:177;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,293,Y,FETC: Business Administration,"23Q230032541404",140,2024-04-01 00:00:00.000,2026-06-30 00:00:00.000,140,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:178;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,294,Y,NC:business administration,"23Q230026461303",120,2024-04-01 00:00:00.000,2026-07-30 00:00:00.000,120,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:175;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,295,Y,business administration,"23Q00225391592",130,2024-05-01 00:00:00.000,2025-05-01 00:00:00.000,130,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:171;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,296,Y,National Certificate: Project Management,"23Q230070231205",140,2024-04-01 00:00:00.000,2025-04-01 00:00:00.000,143,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:180;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,297,Y,TestLearnership,"1Test234567890",120,2024-04-08 00:00:00.000,2025-06-18 00:00:00.000,8,ref:ZZLkpNqfLevel:ZZNqfLevel:6;ZZQualification:ZZQualification_ID:181;ref:ZZLkpLearnershipType:ZZLearnershipType:1;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,298,Y,Human Resource Management and Support,"21Q210014331404",140,2024-06-19 00:00:00.000,2025-06-19 00:00:00.000,140,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:183;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,299,Y,National Certificate -Animal production,"30Q300002421404",140,2024-06-18 00:00:00.000,2025-06-30 00:00:00.000,140,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:184;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,300,Y,Procurement in the Supply Chain,"26Q260081151505",154,2024-06-18 00:00:00.000,2025-07-30 00:00:00.000,154,ref:ZZLkpNqfLevel:ZZNqfLevel:5;ZZQualification:ZZQualification_ID:185;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,301,Y,National Certificate: Management: Stores and Warehousing,"17Q170262221213",120,2024-06-18 00:00:00.000,2025-06-30 00:00:00.000,120,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:186;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,302,Y,test21062024,test21062024,120,2024-06-17 00:00:00.000,2026-06-21 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:6;ZZQualification:ZZQualification_ID:181;ref:ZZLkpLearnershipType:ZZLearnershipType:3;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57
*,303,Y,National Certificate: Information Technology: End User Computing,"12Q120020401303",120,2024-06-27 00:00:00.000,2025-06-27 00:00:00.000,120,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:189;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,304,Y,Payroll Administration,"23Q23008324205",120,2024-07-01 00:00:00.000,2025-06-30 00:00:00.000,120,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:190;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,305,Y,FETC: New Venture Creation,"23Q230079271494",149,2024-07-01 00:00:00.000,2025-06-30 00:00:00.000,11,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:191;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,306,Y,National Certificate: Craft Production,"15Q150038421412",141,2024-07-01 00:00:00.000,2025-05-30 00:00:00.000,141,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:192;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,307,Y,Occupational Certificate Maintenance Planner,"32Q32003119265",261,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,261,ref:ZZLkpNqfLevel:ZZNqfLevel:5;ZZQualification:ZZQualification_ID:194;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,308,Y,Occupation Certificate: Early Childhood Development Practitioner,"32Q320045171314",131,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,131,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:195;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,309,Y,"Occupational Certificate: Safety, Health and quality Practitioner","32Q320063202565",256,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,256,ref:ZZLkpNqfLevel:ZZNqfLevel:5;ZZQualification:ZZQualification_ID:196;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
