"AD_Org_ID[Name]","ZZMigrationCode/K","IsActive","ZZLearnershipTitle","ZZLearnershipCode","ZZCredits","Registrationstartdate","Registrationenddate","ZZMinimumElectiveCredits","ZZMigrateValues"
*,310,Y,Training & Development Practitioner,"32Q320041211905",190,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,190,ref:ZZLkpNqfLevel:ZZNqfLevel:5;ZZQualification:ZZQualification_ID:198;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,311,Y,Occupational Certificate: Design Thinking Innovation Lead,"32Q320172201604",160,2022-02-03 00:00:00.000,2025-12-31 00:00:00.000,160,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:199;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,312,Y,National Certificate: Information Technology: Systems Support,"12Q120014001205",147,2024-07-01 00:00:00.000,2026-06-30 00:00:00.000,147,ref:ZZLkpNqfLevel:ZZNqfLevel:5;ZZQualification:ZZQualification_ID:200;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57
*,313,Y,"National Certificate: Occupationally Directed Education, Training and Development Practices","07Q070031361456",145,2024-10-16 00:00:00.000,2026-10-16 00:00:00.000,145,ref:ZZLkpNqfLevel:ZZNqfLevel:6;ZZQualification:ZZQualification_ID:201;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57
*,314,Y,National Certificate: Interactive Media,"15Q150039231305",130,2024-06-30 00:00:00.000,2026-06-30 00:00:00.000,130,ref:ZZLkpNqfLevel:ZZNqfLevel:5;ZZQualification:ZZQualification_ID:202;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,315,Y,National Certificate: Business Advising Operations,"23Q230116161386",138,2024-10-16 00:00:00.000,2026-10-16 00:00:00.000,138,ref:ZZLkpNqfLevel:ZZNqfLevel:6;ZZQualification:ZZQualification_ID:204;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,316,Y,Further Education and Training Certificate: Early Childhood Development,"07Q070030261404",140,2024-07-30 00:00:00.000,2026-10-16 00:00:00.000,140,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:188;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,317,Y,National Certificate: Community Development,"14Q140018271204",120,2024-07-01 00:00:00.000,2026-06-30 00:00:00.000,120,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:187;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57
*,318,Y,National Diploma: Early Childhood Development,"07Q070017212405",240,2024-07-01 00:00:00.000,2026-10-16 00:00:00.000,240,ref:ZZLkpNqfLevel:ZZNqfLevel:5;ZZQualification:ZZQualification_ID:205;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57
*,319,Y,General Education and Training Certificate: Poultry Production,"30Q300004312241",134,2024-10-16 00:00:00.000,2026-10-16 00:00:00.000,134,ref:ZZLkpNqfLevel:ZZNqfLevel:1;ZZQualification:ZZQualification_ID:206;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,320,Y,National Certificate: Mixed Farming Systems,"20Q200016461202",120,2024-10-16 00:00:00.000,2026-10-16 00:00:00.000,120,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:207;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,321,Y,Occupational Certificate: Project Manager,"23Q230065282405",240,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,240,ref:ZZLkpNqfLevel:ZZNqfLevel:5;ZZQualification:ZZQualification_ID:208;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,322,Y,Further Education and Training Certificate: Information Technology: Technical Support,"12Q120035301634",163,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,163,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:209;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,323,Y,National Certificate: Contact Centre and Business Process Outsourcing Support,"23Q230087261243",124,2021-07-01 00:00:00.000,2025-07-30 00:00:00.000,124,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:210;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57
*,324,Y,National Certificate: Information Technology: End User Computing,"12Q121002041303",130,2021-07-01 00:00:00.000,2027-06-30 00:00:00.000,130,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:189;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,325,Y,"4IR LEARNERSHIP","4IR",120,2024-11-27 00:00:00.000,2025-11-27 00:00:00.000,0,ref:ZZLkpNqfLevel:ZZNqfLevel:6;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,326,Y,National Certificate: New Venture Creation,"23Q230065381382",138,2026-06-30 00:00:00.000,2029-07-01 00:00:00.000,138,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:100;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,327,Y,National Certificate: Environmental Management,"07Q070026241215",134,2024-12-04 00:00:00.000,2026-06-30 00:00:00.000,134,ref:ZZLkpNqfLevel:ZZNqfLevel:5;ZZQualification:ZZQualification_ID:212;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,328,Y,National Certificate: Hygiene and Cleaning Supervision,"23Q230045351203",120,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,120,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ZZQualification:ZZQualification_ID:213;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,329,Y,Occupational Certificate: Internet-of-Things Developer,"32Q320184201414",141,2022-06-21 00:00:00.000,2025-12-31 00:00:00.000,141,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:214;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,330,Y,QAtest,"16Q2025030",120,2025-01-01 00:00:00.000,2027-12-31 00:00:00.000,10,ref:ZZLkpNqfLevel:ZZNqfLevel:5;ZZQualification:ZZQualification_ID:215;ref:ZZLkpLearnershipType:ZZLearnershipType:3;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,331,Y,Occupational Certificate: Data Science Practitioner,"32Q320170251855",185,2022-02-02 00:00:00.000,2025-12-31 00:00:00.000,185,ref:ZZLkpNqfLevel:ZZNqfLevel:5;ZZQualification:ZZQualification_ID:217;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:2163;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,332,Y,Occupational Certificate: Cloud Administrator,"118699",149,2022-02-03 00:00:00.000,2025-12-31 00:00:00.000,149,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ZZQualification:ZZQualification_ID:216;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:485;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,333,Y,National Certificate: Specialist Hygiene and Cleaning Services,"23Q230044381202",120,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,120,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ZZQualification:ZZQualification_ID:221;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:2159;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
*,334,Y,AI Software Developer,"32Q320159262095",209,2022-02-03 00:00:00.000,2026-12-31 00:00:00.000,209,ref:ZZLkpNqfLevel:ZZNqfLevel:5;ZZQualification:ZZQualification_ID:222;ref:ZZLkpLearnershipType:ZZLearnershipType:4;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:2415;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:8
