"AD_Org_ID[Name]","ZZSaqaUnitStandardCode","ZZSaqaUnitStandardTitle","ZZNqfLevel","ZZCredits","Registrationstartdate","Registrationenddate","ZZLastEnrolmentDate","ZZLastAchievementDate","ZZReplacementUnitStandard_ID[ZZSaqaUnitStandardCode]","ZZQualityAssuranceBody","ZZNewRegistrationStartDate","ZZNewRegistrationEndDate","ZZNewLastEnrolmentDate","ZZNewLastAchievementDate","ZZIsReplacement","ZZIsReregistered","ZZMqaUnitStandardCode","ZZMigrationCode/K"
*,"123",test,"1",10,2010-01-01 00:00:00.000,2015-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"123",3866
*,"254220",Provide primary emergency care/first aid as an advanced first responder,"3",8,2012-08-12 00:00:00.000,2015-08-12 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"254220",3867
*,"421841",Demonstrate knowledge and understanding of a Small Scale Mine Business Plan,"3",4,2013-04-01 00:00:00.000,2016-04-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"421841",3868
*,"421846",Establish and maintain community involvement with a small-scale mining operation,"3",10,2013-04-01 00:00:00.000,2016-04-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"421846",3869
*,"421847",Market small-scale mining products,"3",6,2013-04-01 00:00:00.000,2016-04-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"421847",3870
*,"421843",Demonstrate knowledge and understanding of diamond marketing,"2",3,2013-04-01 00:00:00.000,2016-04-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"421843",3871
*,"421844",Demonstrate knowledge and understanding of sorting and evaluating diamonds,"2",3,2013-04-01 00:00:00.000,2016-04-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"421844",3872
*,"421845",Demonstrate knowledge and understanding of the history of diamond mining,"2",2,2013-04-01 00:00:00.000,2016-04-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"421845",3873
*,"421848",Operate a diamond jig,"2",5,2013-04-01 00:00:00.000,2016-04-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"421848",3874
*,"421849",Operate a diamond pan,"2",5,2013-04-01 00:00:00.000,2016-04-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"421849",3875
*,"421842",Demonstrate an understanding of the Diamond Ammendment Act (Act 30 of 2005),"2",3,2013-04-01 00:00:00.000,2016-04-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"421842",3876
*,"254069",Demonstrate knowledge of the operation and maintenance of mechanical and electrical equipment,"3",10,2013-04-01 00:00:00.000,2016-04-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"254069",3877
*,"376480",Provide first aid as an advanced first responder,"3",8,2013-04-01 00:00:00.000,2016-04-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"376480",3878
*,"421850",Supply and control consumables on a small-scale mine,"3",3,2013-04-01 00:00:00.000,2016-04-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"421850",3879
*,"263474",Manages finances of a new venture,"4",6,2013-04-01 00:00:00.000,2016-04-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"263474",3880
*,"421851",Demonstrate a basic understanding of occupational hygiene principles,"2",9,2013-06-05 00:00:00.000,2016-06-05 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"421851",3881
*,"421884",Demonstrate an understanding of natural (Macro) environmental principles,"2",8,2013-06-05 00:00:00.000,2016-06-05 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"421884",3882
*,"421856",Demonstrate knowledge of the sources and prevention of dust encountered in the workplace,"2",2,2013-06-05 00:00:00.000,2016-06-05 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"421856",3883
*,"421857",Describe and understand the basic methods of controlling ventilation in a workplace,"2",2,2013-06-05 00:00:00.000,2016-06-05 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"421857",3884
*,"421858",Determine low velocity and volume flow rate of air in a working place by means of the smoke method,"2",2,2013-06-05 00:00:00.000,2016-06-05 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"421858",3885
*,"421863",Determine the amount of particulate matter in water by means of a turbidimeter,"2",2,2013-06-05 00:00:00.000,2016-06-05 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"421863",3886
*,"421862",Identify and describe sources of noise and the use of hearing protection devices,"2",2,2013-06-05 00:00:00.000,2016-06-05 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"421862",3887
*,"421883",Determine the thermal conditions by means of a wet bulb globe temperature index,"3",2,2013-06-05 00:00:00.000,2016-06-05 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"421883",3888
*,"421882",Determine velocity and volume flow rate of air by means of an anemometer and take appropriate action,"3",2,2013-06-05 00:00:00.000,2016-06-05 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"421882",3889
*,"421864",Sample air by means of a tyndallometer to determine the concentration of aerosols,"3",3,2013-06-05 00:00:00.000,2016-06-05 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"421864",3890
*,"421855",Test for gases by means of chemical detector tubes,"3",2,2013-06-05 00:00:00.000,2016-06-05 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"421855",3891
*,"12912",Operate a mechanical core drill,"2",1,2012-09-20 00:00:00.000,2015-09-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"12912",3892
*,"119536",Supervise the process of small bore drilling,"3",15,2012-09-20 00:00:00.000,2015-09-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"119536",3893
*,"262790",Operate a service truck,"2",8,2012-09-20 00:00:00.000,2015-09-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"262790",3894
*,"11654",Remove airborne pollutants by means of a scrubber,"2",3,2012-09-20 00:00:00.000,2015-09-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"11654",3895
*,"105531","Conduct basic sampling and testing procedures in cement, lime and aggregates industry","2",4,2012-09-20 00:00:00.000,2015-09-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"105531",3896
*,"13323",Maintain compressors,"3",15,2007-05-15 00:00:00.000,2015-06-30 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"13323",3897
*,"13314",Produce complex components using milling machines,"4",29,2007-05-15 00:00:00.000,2015-06-30 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"13314",3898
*,"13305",Produce complex components using milling machines,"4",29,2007-05-15 00:00:00.000,2015-06-30 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"13305",3899
*,"13316",Grind tools and cutters used in engineering machining operations,"4",8,2007-05-15 00:00:00.000,2015-06-30 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"13316",3900
*,"13317",Produce complex components by performing horizontal boring operations,"4",12,2007-05-15 00:00:00.000,2015-06-30 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"13317",3901
*,"13319",Produce components by performing vertical boring operations,"4",8,2007-05-15 00:00:00.000,2015-06-30 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"13319",3902
*,"13332",Produce components using wire cuttting operations,"4",10,2007-05-15 00:00:00.000,2015-06-30 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"13332",3903
*,"13320",Set automatic production lathes,"4",10,2007-05-15 00:00:00.000,2015-06-30 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"13320",3904
*,"13329",Stopple operational pipelines,"4",16,2007-05-15 00:00:00.000,2015-06-30 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"13329",3905
*,"13315",Write simple computer numerical controlled (CNC) programmes and set and operate a CNC machine,"4",24,2007-05-15 00:00:00.000,2015-06-30 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"13315",3906
*,"13333",Write computer numerical controlled (CNC) programmes for CNC machining centres using proprietary software,"5",30,2007-05-15 00:00:00.000,2015-06-30 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"13333",3907
*,"13318",Produce components by performing horizontal boring operations,"4",12,2007-05-15 00:00:00.000,2015-06-30 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"13318",3908
*,"262924",Use and care for medium voltage electrical test instruments ,"3",4,2015-07-01 00:00:00.000,2018-06-30 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"262924",3909
*,"116924",Implement a programme of diversity management in the workplace ,"5",14,2015-07-01 00:00:00.000,2018-06-30 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"116924",3910
*,"256034",Mentor employees in the performance management process ,"6",8,2015-07-01 00:00:00.000,2018-06-30 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256034",3911
*,"244579",Explain how to manage diversity in the workplace ,"3",2,2015-07-01 00:00:00.000,2018-06-30 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"244579",3912
*,"254335 ",Perform a basic titration ,"2",2,2015-07-01 00:00:00.000,2018-06-30 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"254335 ",3913
*,"254337 ",Prepare samples for analysis by X-Ray Fluorescence (Aztec) Spectrometry ,"2",2,2015-07-01 00:00:00.000,2018-06-30 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"254337 ",3914
*,"256700",Adsorb a dissolved precious metal onto resin ,"3",7,2015-07-01 00:00:00.000,2018-06-30 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256700",3915
*,"260781",Operate a telescopic boom handler ,"3",10,2015-07-01 00:00:00.000,2018-06-30 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",3916
