"AD_Org_ID[Name]","ZZMigrationCode/K","IsActive","ZZSaqaUnitStandardCode","ZZSaqaUnitStandardTitle","ZZCredits","Registrationstartdate","Registrationenddate","ZZLastEnrolmentDate","ZZLastAchievementDate","ZZNewRegistrationStartDate","ZZNewRegistrationEndDate","ZZNewLastEnrolmentDate","ZZNewLastAchievementDate","ZZIsReplacement","ZZIsReregistered","ZZMqaUnitStandardCode","ZZMigrateValues"
*,1351,Y,"114588","Develop, implement and monitor a quality policy for a new venture",5,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:4
*,1352,Y,"114584",Finance a new venture,5,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:4
*,1353,Y,"114877",Formulate and implement an action plan to improve productivity within an organisational unit,8,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:4
*,1354,Y,"114878",Identify and measure the factors that influence productivity,10,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:4
*,1355,Y,"114591",Implement an action plan for business operations,4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:4
*,1356,Y,"114586",Manage finances of a  new venture,5,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:4
*,1357,Y,"114589",Manage time productively,4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:4
*,1358,Y,"114880",Measure and improve single factor productivity at a work station,8,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:4
*,1359,Y,"11832",Measure Productivity,5,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:4
*,1360,Y,"114590",Mobilise resources for a new venture,4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:4
*,1361,Y,"114618",Monitor productivity in a business venture,5,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:4
*,1362,Y,"13947",Motivate a team,6,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:4
*,1363,Y,"13948",Negotiate an agreement or deal in an authentic work situation,5,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:4
*,1364,Y,"114607",Negotiate in a new venture,4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:4
*,1365,Y,"114585",Plan strategically to improve business performance,4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:4
*,1366,Y,"114597",Practice effective team work in a venture,4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:4
*,1367,Y,"114592",Produce business plans for a new venture,8,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:4
*,1368,Y,"114596",Research the viability of new venture ideas/opportunities,5,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:4
*,1369,Y,"114593",Tender to secure business for a new venture,5,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:4
*,1370,Y,"15234",Apply efficient time management to the work of a department/division/section,4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1371,Y,"15236",Apply financial analysis,4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1372,Y,"115824",Appraise the SMME business owner and or manager,5,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1373,Y,"15237",Build teams to meet set goals and objectives,3,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1374,Y,"115815",Conduct an analysis of business opportunities and develop future rehabilitation strategies,10,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1375,Y,"115819",Create and build an optimum advice environment,5,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1376,Y,"15231","Create and use a range of resources to effectively manage teams, sections, departments or divisions",4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1377,Y,"15216",Create opportunities for innovation and lead projects to meet innovative ideas,4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1378,Y,"115855","Create, maintain and update record keeping systems",5,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1379,Y,"115854",Determine and negotiate terms of reference of business appraisal service to SMMEs,7,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1380,Y,"15219","Develop and implement a strategy and action plans for a team, department of division",4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1381,Y,"114882",Develop holistic productivity improvement strategies and plans,10,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1382,Y,"115830",Develop own ability to provide a business advisory service for SMMEs,10,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1383,Y,"15238",Devise and apply strategies to establis and maintain relationships,3,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1384,Y,"15224","Empower team members through recognising strengths, encouraging participation in decision making and delegating tasks",4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1385,Y,"115875",Enhance and enable clients to act on their own,12,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1386,Y,"115811",Establish and appraise the SMMEs current situation and potential,10,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1387,Y,"115852",Evaluate stock policies and logistic services,6,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1388,Y,"115820","Evaluate, assess and apply merchandising and marketing practices",8,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1389,Y,"115857",Explain marketing for SMMEs,6,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1390,Y,"115827",Explain the impact of and use information technology in an SMME,7,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1391,Y,"115823",Gather and manage information for decision-making,5,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1392,Y,"15233",Harness diversity and build on strengths of a diverse working environment,3,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1393,Y,"15215","Identify and interpret Best Practice guidelines, and plan for and implement Best Practice within the team, department or division",4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1394,Y,"15225","Identify and interpret related legislation and its impact on the team, department or division and ensure compliance",4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1395,Y,"115816",Identify business success issues for SMMEs,6,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1396,Y,"15229","Implement codes of conduct in the team, department or division",3,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1397,Y,"15226","Implement systems to meet the flow of information in a team, department or division",3,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1398,Y,"15223",Implement training needs for teams and individuals to upgrade skills level,3,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1399,Y,"114875",Measure and assess the factors that influence capital productivity and establish the relative impact of each factor,8,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1400,Y,"114886",Measure and assess the factors that influence labour productivity and establish the relative impact of each factor,8,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1401,Y,"114876",Measure and assess the factors that influence material productivity and establish the relative impact of each other,8,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1402,Y,"114883","Measure value-added, multi factor and total factor productivity within an organisation",10,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1403,Y,"9839",Apply and maintain safety in an electrical environment ,5,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:1
*,1404,Y,"114605",Carry out soldering and de-soldering procedures ,3,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:2
*,1405,Y,"114621",Demonstrate an understanding of and install Instrument impulse lines ,6,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:2
*,1406,Y,"15230",Monitor team members and measure effectiveness of performance,4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1407,Y,"115833","Monitor, assess and manage risk",6,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1408,Y,"115835",Operate in a professional manner utilising trooble shooting techniques while applying creative thinking processes,5,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1409,Y,"114885",Prepare and communicate a productivity improvement plan for a functional unit,6,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1410,Y,"15235",Prepare and conduct staff selection interviews,3,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1411,Y,"114879",Promote a productivity improvement strategy,10,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1412,Y,"115817",Provide and respond to feedback,4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1413,Y,"15214","Recognise areas in need of change, make recommendations and implement change in the team, department or division",3,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1414,Y,"15220","Set, monitor and measure the achievement of goals and objectives for a team, department or division within an organisation",4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:2
*,1415,Y,"8494",Demonstrate an understanding of HIV/AIDS and its implications,4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:2
*,1416,Y,"8555",Contribute to information distribution regarding HIV/AIDS in the workplace,4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:4
*,1417,Y,"9224",Implement policies regarding HIV/AIDS in the workplace,4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,1418,Y,"9357",Develop and use keyboard skills to enter text,4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"9357",ref:ZZLkpNqfLevel:ZZNqfLevel:1
*,1419,Y,"114608",Demonstrate an understanding of and maintain equipment associated with final control elements ,6,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:2
*,1420,Y,"7573",demonstrate ability to use the World Wide Web,3,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:2
*,1421,Y,"7574",Demonstrate knowledge of and produce a presentation using basic functions,3,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:2
*,1422,Y,"7572",Demonstrate knowledge of and produce computer spreadsheets using basic functions,3,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:2
*,1423,Y,"7568",Demonstrate knowledge of and produce word processing documents using basic functions,3,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",ref:ZZLkpNqfLevel:ZZNqfLevel:2
