"AD_Org_ID[Name]","ZZMigrationCode/K","IsActive","ZZSAQAQualificationCode","ZZSAQAQualificationTitle","ZZCredits","Registrationstartdate","Registrationenddate","ZZLastEnrolmentDate","ZZLastAchievementDate","ZZQualificationType","ZZNewRegistrationStartDate","ZZNewRegistrationEndDate","ZZNewLastEnrolmentDate","ZZNewLastAchievementDate","ZZIsReplacement","ZZIsReregistered","ZZMinimumElectiveCredits","ZZMigrateValues"
*,52,Y,"50082",Further Education and Training Certificate in  Minerals Surveying,148,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpQualificationType:ZZQualificationType:1;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:528
*,53,Y,"48972",National Certificate: Plant Production,120,2007-10-30 00:00:00.000,2010-10-30 00:00:00.000,2011-10-30 00:00:00.000,1900-01-01 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:1;ref:ZZLkpQualificationType:ZZQualificationType:1
*,54,Y,"21839",National Certificate In Mining Operations Underground Hardrock Narrow Tabular (Version1),159,2002-06-12 00:00:00.000,2005-06-12 00:00:00.000,2006-06-12 00:00:00.000,1900-01-01 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpQualificationType:ZZQualificationType:1
*,55,Y,"21840",National Certificate in Rockbreaking Underground Hardrock Narrow Tabular (Version1),140,2002-06-12 00:00:00.000,2005-06-12 00:00:00.000,2006-06-12 00:00:00.000,1900-01-01 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpQualificationType:ZZQualificationType:1
*,56,Y,"14115",National Certificate in Fast Food Services,138,2007-08-07 00:00:00.000,2010-08-07 00:00:00.000,2011-08-07 00:00:00.000,1900-01-01 00:00:00.000,Non Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpQualificationType:ZZQualificationType:2
*,57,Y,"23654",National Certificate in Generic Management,120,2006-05-02 00:00:00.000,2012-06-30 00:00:00.000,2013-06-30 00:00:00.000,1900-01-01 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpQualificationType:ZZQualificationType:1
*,58,Y,"23656",Further Education and Training Certificate in Management,140,2006-03-14 00:00:00.000,2009-03-14 00:00:00.000,2010-03-14 00:00:00.000,1900-01-01 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualificationType:ZZQualificationType:1
*,59,Y,"58274",Further Education and Training Certificate in Jewellery Setting Processes,146,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpQualificationType:ZZQualificationType:1;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1117
*,60,Y,"22859",National Certificate in Autotronics,140,2006-11-07 00:00:00.000,2009-11-07 00:00:00.000,2010-11-07 00:00:00.000,1900-01-01 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpQualificationType:ZZQualificationType:1
*,61,Y,"48918",Further Education and Training Certificate in Measurement Control and Instrumentation,120,2007-08-07 00:00:00.000,2010-08-07 00:00:00.000,2011-08-07 00:00:00.000,1900-01-01 00:00:00.000,Non Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:6;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpQualificationType:ZZQualificationType:2;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1112
*,62,Y,"50309",Further Education and Training Certificate: Environmental Practice,140,2006-04-20 00:00:00.000,2009-04-20 00:00:00.000,2010-04-20 00:00:00.000,1900-01-01 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualificationType:ZZQualificationType:1
*,63,Y,"49596",National Certificate: Radiation Monitoring,120,2008-06-24 00:00:00.000,2011-06-24 00:00:00.000,2012-06-24 00:00:00.000,1900-01-01 00:00:00.000,Non Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpQualificationType:ZZQualificationType:2
*,64,Y,"57692",Further Education and Training Certificate: Carbonate Materials Manufacturing Processes,159,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpQualificationType:ZZQualificationType:1;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1444
*,65,Y,"57876",Further Education and Training Certificate: Jewellery Manufacturing Operations,150,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpQualificationType:ZZQualificationType:1;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1272
*,66,Y,"57875",Further Education and Training Certificate: Jewellery Designing,146,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpQualificationType:ZZQualificationType:1;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1117
*,67,Y,"60295",Further Education and Training Certificate: Electro-Mechanics: Mining and Minerals,171,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpQualificationType:ZZQualificationType:1;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1167
*,68,Y,"58267",General Education and Training Certificate: Mining and Minerals Processes,120,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:1;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpQualificationType:ZZQualificationType:1
*,69,Y,"60293",National Certificate: Electro-Mechanics: Mining and Minerals,166,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpQualificationType:ZZQualificationType:1
*,70,Y,"60294",National Certificate: Electro-Mechanics: Mining and Minerals,141,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpQualificationType:ZZQualificationType:1;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1167
*,71,Y,"2663/05",Continous Processes: Chemical Operations,120,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,2011-01-01 00:00:00.000,1900-01-01 00:00:00.000,Non Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpQualificationType:ZZQualificationType:2
*,72,Y,"58739",National Certificate: Mining Operations for Underground Hard Rock,130,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpQualificationType:ZZQualificationType:1;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1256
*,73,Y,"58760",National Certificate: Rock Breaking Underground Hard Rock (Version 3),126,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpQualificationType:ZZQualificationType:1;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1256
*,74,Y,"60290",National Certificate Engineering Fabrication: Mining and Minerals,148,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpQualificationType:ZZQualificationType:1;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:192
*,75,Y,"60291",National Ceritificate Engineering Fabrication: Mining and Minerals,138,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpQualificationType:ZZQualificationType:1;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:192
*,76,Y,"60292",Further Education and Training Certificate in Engineering Fabrication: Mining and Minerals,141,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualificationType:ZZQualificationType:1;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:192
*,77,Y,"20907",National Certificate in Customer Management,120,2005-09-13 00:00:00.000,2008-09-13 00:00:00.000,2009-09-13 00:00:00.000,1900-01-01 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualificationType:ZZQualificationType:1
*,78,Y,"50334",National Certificate in Occupationally Directed Education Training and Develpment Practivrd,120,2006-08-30 00:00:00.000,2009-08-30 00:00:00.000,2010-08-30 00:00:00.000,1900-01-01 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:5;ref:ZZLkpQualificationType:ZZQualificationType:1
*,79,Y,"58952",further Education and Training Certificate: Laboratory Analysis,140,2007-10-18 00:00:00.000,2010-10-18 00:00:00.000,2011-10-18 00:00:00.000,1900-01-01 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualificationType:ZZQualificationType:1;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:102
*,80,Y,"59305",National Certificate Mineral Processing,129,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpQualificationType:ZZQualificationType:1;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1258
*,81,Y,"59851",National Certificate: Diamond Processing,150,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpQualificationType:ZZQualificationType:1;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1117
*,82,Y,"59549",National Certificate: Strata Control Operations,123,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpQualificationType:ZZQualificationType:1;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:57
*,83,Y,"60369",National Certificate Strata Contol operations,136,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpQualificationType:ZZQualificationType:1;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:57
*,84,Y,"63477",National Certificate: Mechanical Engineering : Mining and Minerals,130,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpQualificationType:ZZQualificationType:1;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1090
*,85,Y,"63471",National Certificate: Mechanical Engineering: Fitting: Mining and Minerals,120,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpQualificationType:ZZQualificationType:1;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1090
*,86,Y,"63481",FETC: Mechanical Engineering : Fitting: Mining and Minerals,120,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualificationType:ZZQualificationType:1;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1090
*,87,Y,"60349",National Certificate: Mining Technical Support,125,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpQualificationType:ZZQualificationType:1;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:814
*,88,Y,"23953 ",Further Education and Training Certificate: New Venture Creation (SMME) ,162,2008-05-13 00:00:00.000,2011-05-13 00:00:00.000,2012-05-13 00:00:00.000,1900-01-01 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualificationType:ZZQualificationType:1
*,89,N,"23630",National Certificate Plater/Boilermaker ,0,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,2024-06-30 00:00:00.000,1900-01-01 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpQualificationType:ZZQualificationType:1;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1074
*,90,N,"23631",National Certificate Plater/Welder ,0,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,2024-06-30 00:00:00.000,1900-01-01 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpQualificationType:ZZQualificationType:1;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1070
*,91,Y,"49014",National Certificate in  Rockbreaking for Underground Hard Rock (version 2),130,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,2011-01-01 00:00:00.000,1900-01-01 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpQualificationType:ZZQualificationType:1
*,92,N,"23633",National Certificate: Millwright,0,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,2024-06-30 00:00:00.000,1900-01-01 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpQualificationType:ZZQualificationType:1;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1167
*,93,Y,"49013",National Certificate Mining Operations Underground Hard Rock ,140,2007-04-03 00:00:00.000,2010-04-03 00:00:00.000,2011-04-03 00:00:00.000,1900-01-01 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpQualificationType:ZZQualificationType:1
*,94,Y,"23655",Natioanl Certificate: Business Administration Services,120,2006-05-02 00:00:00.000,2009-05-02 00:00:00.000,2010-05-02 00:00:00.000,1900-01-01 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpQualificationType:ZZQualificationType:1
*,95,Y,"48873",Occupationally Directed Education and Training Practices,125,2004-06-09 00:00:00.000,2007-06-09 00:00:00.000,2008-06-09 00:00:00.000,1900-01-01 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:5;ref:ZZLkpQualificationType:ZZQualificationType:1
*,96,Y,"35928",National Certificate: Business Administration,140,2007-01-23 00:00:00.000,2010-01-23 00:00:00.000,2011-01-23 00:00:00.000,1900-01-01 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualificationType:ZZQualificationType:1
*,97,Y,"16Q1600616",Lump ore Beneficiation: Diamonds  (version2),0,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,2011-01-01 00:00:00.000,1900-01-01 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpQualificationType:ZZQualificationType:1
*,98,Y,"62796",Further Education and Taining CertificateL Strata Control Operations,165,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpQualificationType:ZZQualificationType:1;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:57
*,99,Y,"64249",Further Education and Training Certificate: Diamond and Evaluation,164,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualificationType:ZZQualificationType:1;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1117
*,100,Y,"49648",National Certificate: New Venture Creation (SMME),138,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-29 00:00:00.000,Unit Standard Based,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-07-01 00:00:00.000,N,Y,138,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:65;ref:ZZLkpQualificationType:ZZQualificationType:1
*,101,Y,"65190",National Certificate: Metals Production: Mining and Minerals,120,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:2;ref:ZZLkpQualityAssuranceBody:ZZQualityAssuranceBody:57;ref:ZZLkpQualificationType:ZZQualificationType:1;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1073
*,102,Y,"65192",National Certificate: Metals Production: Mining and Minerals,120,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:3;ref:ZZLkpQualificationType:ZZQualificationType:1;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1073
*,103,Y,"65194",Further Education and Training Certificate: Metals Production: Mining and Minerals,140,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,Unit Standard Based,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,0,ref:ZZLkpNqfLevel:ZZNqfLevel:4;ref:ZZLkpQualificationType:ZZQualificationType:1;ZZLkpOfoOccupationTree:ZZLkpOfoOccupationTree_ID:1073
