"AD_Org_ID[Name]","ZZModuleCode","ZZModuleTitle","ZZQualityAssuranceBody","ZZCredits","Registrationstartdate","Registrationenddate","ZZLastEnrolmentDate","ZZLastAchievementDate","ZZNqfLevel","ZZLearningType","ZZModuleType","IsActive","ZZMigrationCode/K","ZZMigrateValues"
*,"653303000-WM-01",Fabrication processes in an engineering workshop,"599",6,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Work experience,Core,Y,242,
*,"653303000-WM-02",Routine mechanical component and machine maintenance processes,"599",40,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Work experience,Core,Y,243,
*,"653303000-WM-03",Maintenance planning and communication processes,"599",10,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Work experience,Core,Y,244,
*,"653303000-WM-04",Repair mechanical faults on mechanical sub-assemblies and machines,"599",12,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Work experience,Core,Y,245,
*,"653303000-WM-05",Overhauling processes in an engineering workshop,"599",20,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Work experience,Core,Y,246,
*,"653303000-WM-06",Structured planning and communication processes in the workplace,"599",60,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Work experience,Core,Y,247,
*,"653303000-WM-07",Engineering workshop control processes,"599",10,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Work experience,Core,Y,248,
*,"653303000-KM-01",Basic engineering theory,"599",32,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Knowledge,Core,Y,249,
*,"651202000-KM-01",Introduction to the welding trade,"559",2,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Knowledge,Core,Y,250,
*,"651202000-KM-02","Occupational Safety, Health and Environmental Protection","559",4,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Knowledge,Core,Y,251,
*,"651202000-KM-03","Welding schematics, calculations, welds and welded joints","559",6,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Knowledge,Core,Y,252,
*,"651202000-KM-04",Weld imperfections,"559",2,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Knowledge,Core,Y,253,
*,"651202000-KM-05",Cutting and gouging,"559",2,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Knowledge,Core,Y,254,
*,"651202000-KM-06",Welding consumable classification and handling,"559",4,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Knowledge,Core,Y,255,
*,"651202000-KM-07",Metals and weldability of metals,"559",8,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Knowledge,Core,Y,256,
*,"651202000-KM-08",Fusion welding,"559",6,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Knowledge,Core,Y,257,
*,"651202000-KM-09",Arc welding,"559",8,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Knowledge,Core,Y,258,
*,"651202000-KM-10",Gas welding and cutting,"559",4,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Knowledge,Core,Y,259,
*,"651202000-KM-11","Welding codes, standards and parameters","559",6,2018-06-30 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Knowledge,Core,Y,260,
*,"651202000-KM-12","Shrinkage, residual stress and distortion","559",4,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Knowledge,Core,Y,261,
*,"651202000-KM-13",Manual Metal Arc (MMA) welding process,"559",7,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Knowledge,Core,Y,262,
*,"651202000-KM-14",The Metal Inert Gas/Metal Active Gas/Flux Cored Arc (MIG/MAG/FCAW) welding process,"559",7,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"7",Knowledge,Core,Y,263,
*,"651202000-KM-15",Manual Metal Arc (MMA) welding process,"559",7,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Knowledge,Core,Y,264,
*,"651202000-KM-16",Welding inspection and quality,"559",4,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Knowledge,Core,Y,265,
*,"651202000-PM-01",Fabricate simple components or work pieces,"559",4,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Application,Core,Y,266,
*,"651202000-PM-02","Cut, gouge and gas weld material manually","559",12,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Application,Core,Y,267,
*,"651202000-PM-03",Perform fillet welds using the Shielded Metal Arc Welding process,"559",12,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Application,Core,Y,268,
*,"651202000-PM-04",Perform fillet welds using the Gas Metal Arc Welding process,"559",12,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Application,Core,Y,269,
*,"651202000-PM-05",Perform fillet welds using the Gas Tungsten Arc Welding process,"559",16,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Application,Core,Y,270,
*,"651202-PM-06",Perform plate butt welds using the Shielded Metal Arc Welding process,"559",16,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Application,Core,Y,271,
*,"651202000-PM-07",Perform plate butt welds using the Gas Metal Arc Welding process,"559",16,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Application,Core,Y,272,
*,"651202000-PM-08",Perform plate butt welds using the Gas Tungsten Arc Welding process,"559",16,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Application,Core,Y,273,
*,"651202000-PM-09",Perform pipe welds using the Shielded Metal Arc Welding process,"559",16,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Application,Core,Y,274,
*,"651202000-PM-10",Perform pipe welds using the Gas Metal Arc Welding process,"559",16,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Application,Core,Y,275,
*,"651202000-PM-11",Perform pipe welds using the Gas Tungsten Arc Welding process,"559",20,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Application,Core,Y,276,
*,"651202000-WM-01",Cut and gouge a range of materials in the workplace,"559",8,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Work experience,Core,Y,277,
*,"651202000-WM-02",Produce a range of fillet welds using various welding processes in a workplace,"559",40,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Work experience,Core,Y,278,
*,"651202000-WM-03","Care for, control and handle consumables and materials in a workshop","559",4,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Work experience,Core,Y,279,
*,"651202000-WM-04",Produce a range of plate welds using various welding processes in a workplace,"559",40,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Work experience,Core,Y,280,
*,"651202000-WM-05","Team work, communication and reporting in the workplace","559",8,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Work experience,Core,Y,281,
*,"651202-WM-06",Produce a range of pipe welds using various welding processes in a workplace,"559",52,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Work experience,Core,Y,282,
*,"653307000-KM-01",Workplace fundamentals,"599",9,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Knowledge,Core,Y,283,
*,"653307000-KM-02",Foundational concepts for mechanics,"599",14,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Knowledge,Core,Y,284,
*,"653307000-KM-03",Vehicle and equipment fundamentals,"599",8,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Knowledge,Core,Y,285,
*,"653307000-KM-04",Basic engine systems,"599",8,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Knowledge,Core,Y,286,
*,"653307000-KM-05","Vehicle, equipment and propulsion systems","599",13,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-07-01 00:00:00.000,2027-06-30 00:00:00.000,"3",Knowledge,Core,Y,287,
*,"653307000-KM-06","Electrical systems and basic electronic, hydraulic and pneumatic principles","599",16,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Knowledge,Core,Y,288,
*,"653307000-KM-07",Advanced vehicle and equipment systems,"599",30,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Knowledge,Core,Y,289,
*,"653307000-KM-08",Problem solving and engine optimisation,"599",10,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Knowledge,Core,Y,290,
*,"653307000-PM-01",Work safely,"629",10,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Application,Core,Y,291,
*,"653307000-PM-02",Use tools and equipment,"599",12,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Application,Core,Y,292,
*,"653307000-PM-03","Remove and install mechanical components (gaskets, seals, bearings and locking devices)","599",10,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Application,Core,Y,293,
*,"653307000-PM-04",Work with electrical and fluid power components,"599",10,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Application,Core,Y,294,
*,"653307000-PM-05",Maintain and service heavy equipment system components,"599",15,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Application,Core,Y,295,
*,"653307000-PM-06","Dismantle, assess and reassemble heavy equipment diesel cylinder heads and sub-assemblies","599",20,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Application,Core,Y,296,
*,"653307000-PM-07","Dismantle, assess and reassemble heavy equipment power train systems","599",20,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Application,Core,Y,297,
*,"653307000-PM-08","Remove, test, repair and refit heavy equipment components and parts","599",15,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Application,Core,Y,298,
*,"653307000-PM-09",Diagnose and repair Heavy Equipment Mechanical systems,"599",26,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Application,Core,Y,299,
*,"653307000-PM-10",Diagnose and repair heavy equipment electrical systems,"629",12,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Application,Core,Y,300,
*,"653307000-PM-11",Diagnose and repair heavy equipment electronically controlled systems,"599",12,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Application,Core,Y,301,
*,"653307000-WM-01",Routine scheduled services,"599",24,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Work experience,Core,Y,302,
*,"653307000-WM-03",Removal and replacement of heavy equipment drive train components,"599",32,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Work experience,Core,Y,303,
*,"653307000-WM-04",Heavy equipment diesel engine removal and installation processes,"599",6,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Work experience,Core,Y,304,
*,"653307000-WM-05",Removal and replacement of heavy equipment hydraulic system components,"599",32,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Work experience,Core,Y,305,
*,"653307000-WM-06","Diagnosis and repair of heavy equipment electrical systems (charging, starting, lighting and auxiliary)","599",12,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Work experience,Core,Y,306,
*,"653307000-WM-07",Diagnosis and repair of heavy equipment diesel engine electronic control systems,"599",20,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Work experience,Core,Y,307,
*,"653307000-WM-08",Diagnosis and repair of heavy equipment diesel engines and engine sub-systems,"599",20,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Work experience,Core,Y,308,
*,"653307000-WM-09",Diagnosis and repair of heavy equipment hydraulic systems,"599",30,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Work experience,Core,Y,309,
*,"653307000-WM-10",Diagnosis and repair of heavy equipment brake systems,"599",20,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Work experience,Core,Y,310,
*,"653307000-WM-11",Diagnosis and repair of heavy equipment drive train systems,"599",30,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Work experience,Core,Y,311,
*,"653307000-WM-12",Diagnosis and repair of heavy equipment steering and suspension systems,"599",20,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Work experience,Core,Y,312,
*,"653307000-WM-02",Removal and replacement of heavy equipment diesel engine sub-system components (including batteries),"599",24,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Work experience,Core,Y,313,
*,"651501-000-00-00-KM-01",The world of the rigger,"629",8,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"3",Knowledge,Core,Y,314,
*,"651501-000-00-00-KM-02",Shielded metal arc welding and gas-cutting,"629",3,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"2",Knowledge,Core,Y,315,
*,"651501-000-00-00-KM-03",Tools and equipment,"629",7,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"2",Knowledge,Core,Y,316,
*,"651501-000-00-00-KM-04","Engineering materials, drawings and sketches","629",5,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"2",Knowledge,Core,Y,317,
*,"651501-000-00-00-KM-05","Scaffolding, working at heights, fall protection systems and ladders","629",16,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"2",Knowledge,Core,Y,318,
*,"651501-000-00-00-KM-06",Supervision of scaffolding operations up to 6m,"629",11,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"3",Knowledge,Core,Y,319,
*,"651501-000-00-00-KM-07",Access scaffolding inspection,"629",10,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"4",Knowledge,Core,Y,320,
*,"651501-000-00-00-KM-08","Ropes, knots, bends and hitches, lashings, attachments and splices","629",10,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"2",Knowledge,Core,Y,321,
*,"651501-000-00-00-KM-09",Steel wire ropes,"629",8,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"3",Knowledge,Core,Y,322,
*,"651501-000-00-00-KM-10","Winder ropes, safety detaching hooks and sheave wheels","629",11,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"4",Knowledge,Core,Y,323,
*,"651501-000-00-00-KM-11","Basic slinging and lifting, and load securing operations","629",15,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"2",Knowledge,Core,Y,324,
*,"651501-000-00-00-KM-12",Slinging and intermediate lifting methods,"629",25,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"3",Knowledge,Core,Y,325,
*,"651501-000-00-00-KM-13",Lifting equipment and machines (excluding hand powered lifting devices),"629",6,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"3",Knowledge,Core,Y,326,
*,"651501-000-00-00-KM-14",Advanced lifting methods,"629",24,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"4",Knowledge,Core,Y,327,
*,"651501-000-00-00-KM-15",Management-related activities,"629",4,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"4",Knowledge,Core,Y,328,
*,"651501-000-00-00-PM-01",Work safely and respond to emergencies,"629",4,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"2",Application,Core,Y,329,
*,"651501-000-00-00-PM-02","Fabricate simple components, manufacture basic rigging hand tools using hand, power and measuring tools and equipment","629",16,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"2",Application,Core,Y,330,
*,"651501-000-00-00-PM-03",Arc weld and gas cut metals,"629",5,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2023-09-12 00:00:00.000,2027-09-12 00:00:00.000,"2",Application,Core,Y,331,
*,"651501-000-00-00-PM-04",Interpret engineering drawings,"629",3,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"2",Application,Core,Y,332,
*,"651501-000-00-00-PM-05",Work at heights,"629",4,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"2",Application,Core,Y,333,
*,"651501-000-00-00-PM-06","Erect and dismantle scaffolding, and use ladders","629",8,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"2",Application,Core,Y,334,
*,"651501-000-00-00-PM-07",Supervise scaffolding operations up to 6m,"629",8,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"3",Application,Core,Y,335,
*,"651501-000-00-00-PM-08",Inspect access scaffolding,"629",8,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"4",Application,Core,Y,336,
*,"651501-000-00-00-PM-09","Work with fibre rope, make a steel wire rope specimen","629",8,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"2",Application,Core,Y,337,
*,"651501-000-00-00-PM-10",Work with steel wire ropes,"629",9,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"3",Application,Core,Y,338,
*,"651501-000-00-00-PM-11",Work with winder ropes and sheave wheel,"629",9,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"4",Application,Core,Y,339,
*,"651501-000-00-00-PM-12","Sling, lift and secure loads for transportation","629",13,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"2",Application,Core,Y,340,
*,"651501-000-00-00-PM-13",Sling complex loads and use intermediate lifting methods to lift loads,"629",26,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"3",Application,Core,Y,341,
*,"651501-000-00-00-PM-14",Lift loads using advanced lifting methods,"629",38,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"4",Application,Core,Y,342,
*,"651501-000-00-00-PM-15",Perform management-related tasks,"629",5,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"4",Application,Core,Y,343,
*,"671208001-KM-01","Concepts of Occupational Health, Safety and Quality","629",6,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Knowledge,Core,Y,344,
*,"671208001-KM-02","Tools, Equipment, Materials in the Auto Electrical Environment","629",3,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Knowledge,Core,Y,345,
*,"671208001-KM-03",Fundamentals of Auxiliary Auto-Electrical Equipment,"629",4,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Knowledge,Core,Y,346,
*,"671208001-KM-04",Fundamentals of Fuel Injection and Engine Control,"629",7,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Knowledge,Core,Y,347,
*,"671208001-KM-05",Fundamentals of Automotive Mechanical Technology,"629",6,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Knowledge,Core,Y,348,
*,"671208001-KM-06",Theory and Principles of Auto Electricity,"629",8,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Knowledge,Core,Y,349,
*,"671208001-KM-07",Principles of Electricity and Electronics for Trouble Shooting and Repair,"629",7,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Knowledge,Core,Y,350,
*,"671208001-KM-08",Fundamentals of Technical Information for Auto-electrical Systems,"629",4,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Knowledge,Core,Y,351,
*,"671208001-KM-09",Automobile Batteries and Battery System Components,"629",3,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Knowledge,Core,Y,352,
*,"671208001-KM-10","Automotive Systems (Networking and Data Transfer Systems, Climate control systems, Convenience systems)","629",10,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Knowledge,Core,Y,353,
*,"671208001-KM-11","Automotive Systems (Ignition, Starting, Charging)","629",10,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Knowledge,Core,Y,354,
*,"671208001-KM-12",Safety and drive control systems,"629",6,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Knowledge,Core,Y,355,
*,"671208001-PM-01",Remove and replace auto electrical components,"629",6,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Application,Core,Y,356,
*,"671208001-PM-02",Test and diagnose automotive batteries,"629",3,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Application,Core,Y,357,
*,"671208001-PM-03",Build and conduct fault finding on auto electrical circuits,"629",8,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Application,Core,Y,358,
*,"671208001-PM-04",Build auto electrical circuits and install auto electrical equipment and/or components/systems,"629",8,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Application,Core,Y,359,
*,"671208001-PM-05",Conduct fault finding and repair on intermediate auto electrical systems,"629",12,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Application,Core,Y,360,
*,"671208001-PM-06",Diagnose and repair climate control and convenience systems,"629",12,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Application,Core,Y,361,
*,"671208001-PM-07",Diagnose and repair safety and drive control systems,"629",10,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Application,Core,Y,362,
*,"671208001-PM-08",Diagnose and repair safety and drive control systems,"629",10,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Application,Core,Y,363,
