"AD_Org_ID[Name]","ZZSkillsProgrammeCode","ZZSkillsProgrammeTitle","ZZNqfLevel","ZZCredits","Registrationstartdate","Registrationenddate","ZZQualityAssuranceBody","ZZSkillsProgrammeType","ZZQualification_ID[ZZSaqaQualificationCode]","ZZAETLevel","ZZMinimumElectiveCredits","ZZSkillsProgrammeGrantType","ZZIsOHS","IsActive","ZZMigrationCode/K","ZZMigrateValues"
*,MQA/SP/0101/09,Skills Programme: Lifting and moving of a load in Surface Operations,,36,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,20,,N,Y,183,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1165
*,MQA/SP/0102/09,Skills Programme: Clean up Castings and Manufacture Basic Jewellery,,69,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,184,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1272
*,MQA/SP/0103/09,Skills Programme: Computer Aided Design,,22,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,185,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1272
*,MQA/SP/0104/09,Skills Programme: Identify and grade a gemstone,,18,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,186,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1272
*,MQA/SP/0105/09,Skills Programme: Creating Moulds for Wax Casting Techniques,,24,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,187,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1272
*,MQA/SP/0106/09,Skills Programme: Perform Lapidary Procedures,,17,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,188,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1272
*,"48804","National Certificate Occupational Safety, Hygiene and Environment ","2",135,2007-08-07 00:00:00.000,2009-11-25 00:00:00.000,,Leads to a Qualification,"48804",,13,,N,Y,189,
*,"23624",National Certificate Diesel Mechanic ,"3",120,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"23624",,0,,N,Y,190,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1105
*,"23625",National Certificate: Electrical,"4",120,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"23625",,0,,N,Y,191,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1165
*,"23626",National Certificate Fitting and Turning ,"3",120,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"23626",,0,,N,Y,192,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1090
*,"23627",National Certificate Fitting (Including Machining) ,"3",120,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"23627",,0,,N,Y,193,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1102
*,"23628",National Certificate: Instrumentation Mechanician,"4",99,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"23628",,0,,N,Y,194,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1174
*,"23813",National Certificate Rigger Ropesman,"3",120,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"23813",,0,,N,Y,195,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1079
*,"21846",National Certificate in Diamond Processing Operator,"2",120,2005-08-23 00:00:00.000,2008-08-23 00:00:00.000,,Leads to a Qualification,"21846",,0,,N,Y,196,
*,"21814",National Certificate in Engineering Maintenance and Repairing for Underground Coal Mining,"2",148,2008-10-20 00:00:00.000,2011-10-20 00:00:00.000,,Leads to a Qualification,"21814",,0,,N,Y,197,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:49
*,"21812",National certificate in Mining Operations: Underground Coal ,"3",120,2008-10-20 00:00:00.000,2011-10-20 00:00:00.000,,Leads to a Qualification,"21812",,0,,N,Y,198,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:49
*,"21815",National Certificate in Engineering Maintenance for Underground Hard Rock (Metalliferous) ,"2",120,2005-08-23 00:00:00.000,2008-08-23 00:00:00.000,,Leads to a Qualification,"21815",,0,,N,Y,199,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:49
*,"49045",National Certificate in Lump Ore Beneficiation (L2),"2",163,2004-12-02 00:00:00.000,2007-12-02 00:00:00.000,,Leads to a Qualification,"49045",,0,,N,Y,200,
*,"48696 ",National Certificate  Measurement  Control and Instrumentation ,"3",175,2007-04-03 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"48696 ",,0,,N,Y,201,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1112
*,"35927",Further Education and Training Certificate in  Payroll Administration Services,"4",153,2006-11-07 00:00:00.000,2009-11-07 00:00:00.000,,Leads to a Qualification,"35927",,0,,N,Y,202,
*,"48695",National Certificate Measurement Control and Instrumentation,"2",137,2007-04-03 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"48695",,0,,N,Y,203,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1112
*,"48914",National Certificate in  Associate General Accountant,"6",547,2007-04-03 00:00:00.000,2010-04-03 00:00:00.000,,Leads to a Qualification,"48914",,0,,N,Y,204,
*,"22858",National Certificate Autotronics,"2",128,2006-11-07 00:00:00.000,2009-11-07 00:00:00.000,,Leads to a Qualification,"22858",,0,,N,Y,205,
*,"48912",National Certificate in  Chartered Accountant Financial Management,"7",698,2006-07-01 00:00:00.000,2009-07-01 00:00:00.000,,Leads to a Qualification,"48912",,0,,N,Y,206,
*,"24493",National Certificate in  Management,"5",120,2006-05-02 00:00:00.000,2009-05-02 00:00:00.000,,Leads to a Qualification,"24493",,0,,N,Y,207,
*,"13716",National Certificate Professional Driving,"3",120,2003-12-03 00:00:00.000,2006-12-03 00:00:00.000,,Leads to a Qualification,"13716",,0,,N,Y,208,
*,"22671",National Certificate in Construction Masonry,"3",120,2006-08-01 00:00:00.000,2009-08-01 00:00:00.000,,Leads to a Qualification,"22671",,0,,N,Y,209,
*,"21853",National Certificate: Construction Plumbing,"3",159,2006-08-01 00:00:00.000,2009-08-01 00:00:00.000,,Leads to a Qualification,"21853",,0,,N,Y,210,
*,"22670",National Certificate: Construction Carpentry,"3",120,2006-08-01 00:00:00.000,2009-08-01 00:00:00.000,,Leads to a Qualification,"22670",,0,,N,Y,211,
*,"24273",National Certificate: Community House Building,"2",124,2006-08-01 00:00:00.000,2009-08-01 00:00:00.000,,Leads to a Qualification,"24273",,0,,N,Y,212,
*,"22490",National Certificate General Security Practice,"3",124,2005-11-01 00:00:00.000,2008-11-01 00:00:00.000,,Leads to a Qualification,"22490",,0,,N,Y,213,
*,"20838",Further Education and Training Certificate in   AET Practice,"4",120,2006-11-07 00:00:00.000,2009-11-07 00:00:00.000,,Leads to a Qualification,"20838",,0,,N,Y,214,
*,"49091",National Certificate in Furniture Making Wood,"2",125,2007-10-30 00:00:00.000,2010-10-30 00:00:00.000,,Leads to a Qualification,"49091",,0,,N,Y,215,
*,"49044","National Certificate in Mineral Processing, Gold Extraction","3",124,2007-10-30 00:00:00.000,2010-10-30 00:00:00.000,,Leads to a Qualification,"49044",,0,,N,Y,216,
*,"57121",National Certificate in rock breaking (quarrying),"3",120,2006-12-11 00:00:00.000,2009-12-11 00:00:00.000,,Leads to a Qualification,"57121",,0,,N,Y,217,
*,"50082",Further Education and Training Certificate in  Minerals Surveying,"4",148,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"50082",,0,,N,Y,218,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:528
*,"23656",Further Education and Training Certificate in Management,"4",140,2006-03-14 00:00:00.000,2009-03-14 00:00:00.000,,Leads to a Qualification,"23656",,0,,N,Y,219,
*,"58274",Further Education and Training Certificate in Jewellery Setting Processes,"4",146,2007-05-02 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"58274",,0,,N,Y,220,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117
*,"22859",National Certificate in Autotronics,"3",140,2006-11-07 00:00:00.000,2009-11-07 00:00:00.000,,Leads to a Qualification,"22859",,0,,N,Y,221,
*,"57692",Further Education and Training Certificate: Carbonate Materials Manufacturing Processes,"4",159,2006-11-16 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"57692",,0,,N,Y,222,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1444
*,"57875",Further Education and Training Certificate: Jewellery Designing,"4",146,2007-02-08 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"57875",,0,,N,Y,223,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117
*,"58270",Further Education and Training Certificate: Electro-Mechanics,"4",171,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"60295",,0,,N,Y,224,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1167
*,"58288",National Certificate: Electro-Mechanics,"3",141,2007-05-02 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"60294",,0,,N,Y,225,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1167
*,"58721",Further Education and Training Certificate in Engineering Fabrication,"4",141,2007-08-16 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"60292",,0,,N,Y,226,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:192
*,"20907",National Certificate in Customer Management,"4",120,2005-09-13 00:00:00.000,2008-09-13 00:00:00.000,,Leads to a Qualification,"20907",,0,,N,Y,227,
*,"59305",National Certificate Mineral Processing,"2",129,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,,Leads to a Qualification,"59305",,0,,N,Y,228,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258
*,"23953 ",Further Education and Training Certificate: New Venture Creation (SMME) ,"4",162,2008-05-13 00:00:00.000,2011-05-13 00:00:00.000,,Leads to a Qualification,"23953 ",,0,,N,Y,229,
*,"23630",National Certificate Plater/Boilermaker ,"3",0,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"23630",,0,,N,Y,230,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1074
*,"23631",National Certificate Plater/Welder ,"3",0,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"23631",,0,,N,Y,231,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1070
*,"23633",National Certificate: Millwright,"4",0,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"23633",,0,,N,Y,232,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1167
*,"23655",Natioanl Certificate: Business Administration Services,"3",120,2006-05-02 00:00:00.000,2009-05-02 00:00:00.000,,Leads to a Qualification,"23655",,0,,N,Y,233,
*,"57962",Carbonate Materials Manufacturing Process (Cement Manufacturing) L4,"4",0,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,,,0,,N,Y,234,
*,"48873",Occupationally Directed Education and Training Practices,"5",125,2004-06-09 00:00:00.000,2007-06-09 00:00:00.000,,Leads to a Qualification,"48873",,0,,N,Y,235,
*,"35928",National Certificate: Business Administration,"4",140,2007-01-23 00:00:00.000,2010-01-23 00:00:00.000,,Leads to a Qualification,"35928",,0,,N,Y,236,
*,"16Q1600616",Lump ore Beneficiation: Diamonds  (version2),"2",0,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"16Q1600616",,0,,N,Y,237,
*,"62796",Further Education and Taining CertificateL Strata Control Operations,"4",165,2008-08-20 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"62796",,0,,N,Y,238,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:57
*,"64249",Further Education and Training Certificate: Diamond and Evaluation,"4",164,2008-11-26 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"64249",,0,,N,Y,239,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117
*,"49648",National Certificate: New Venture Creation (SMME),"2",138,2008-05-13 00:00:00.000,2011-05-13 00:00:00.000,,Leads to a Qualification,"49648",,0,,N,Y,240,
*,"64189",National Certificate: Metals Production,"2",120,2008-11-26 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"65190",,0,,N,Y,241,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1073
*,"64190",National Certificate: Metals Production,"3",120,2008-11-26 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"65192",,0,,N,Y,242,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1073
*,"64209",Further Education and Training Certificate: Metals Production,"4",140,2008-11-26 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"65194",,0,,N,Y,243,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1073
*,"62869",National Certificate: Rockbreaking: Surface Excavations,,141,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,,Leads to a Qualification,"62869",,0,,N,Y,244,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1236
*,"64309",General Education and Training Certificate: Adult Basic Education and Training,"1",120,2008-11-26 00:00:00.000,2011-11-26 00:00:00.000,,Leads to a Qualification,"64309",,0,,N,Y,245,
*,"64149","National Certificate: Occupational Health, Safety and Environment","2",120,2008-11-26 00:00:00.000,2011-11-26 00:00:00.000,,Leads to a Qualification,"74292",,0,,N,Y,246,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:316
*,"64909",National Certificate: Small Scale Mining,"2",143,2009-02-18 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"64909",,0,,N,Y,247,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:211
*,"64729",Further Education and Training Certificate: Diamond Processing,"4",161,2009-02-18 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"64729",,0,,N,Y,248,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117
*,"63789",National Certificate: Electrical Engineering,"2",140,2009-02-18 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"67429",,0,,N,Y,249,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1165
