AD_Org_ID[Name],Value,Name,Description,ZZNqfLevel,ZZCredits,Registrationstartdate,Registrationenddate,ZZLastEnrolmentDate,ZZLastAchievementDate,ZZQualityAssuranceBody,ZZQualificationType,ZZNewRegistrationStartDate,ZZNewRegistrationEndDate,ZZNewLastEnrolmentDate,ZZNewLastAchievementDate,ZZLkpOfoOccupation_ID[Description],ZZMinimumElectiveCredits,IsActive,_ERROR_
*,60290,National Certificate Engineering Fabrication: Mining and Minerals,,,148,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,192,0,Y,""
*,60291,National Ceritificate Engineering Fabrication: Mining and Minerals,,,138,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,192,0,Y,""
*,60292,Further Education and Training Certificate in Engineering Fabrication: Mining and Minerals,,,141,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,192,0,Y,""
*,20907,National Certificate in Customer Management,,,120,2005-09-13 00:00:00.000,2008-09-13 00:00:00.000,2009-09-13 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,50334,National Certificate in Occupationally Directed Education Training and Develpment Practivrd,,,120,2006-08-30 00:00:00.000,2009-08-30 00:00:00.000,2010-08-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,58952,further Education and Training Certificate: Laboratory Analysis,,,140,2007-10-18 00:00:00.000,2010-10-18 00:00:00.000,2011-10-18 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,102,0,Y,""
*,59305,National Certificate Mineral Processing,,,129,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1258,0,Y,""
*,59851,National Certificate: Diamond Processing,,,150,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1117,0,Y,""
*,59549,National Certificate: Strata Control Operations,,,123,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,57,0,Y,""
*,60369,National Certificate Strata Contol operations,,,136,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,57,0,Y,""
*,63477,National Certificate: Mechanical Engineering : Mining and Minerals,,,130,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1090,0,Y,""
*,63471,National Certificate: Mechanical Engineering: Fitting: Mining and Minerals,,,120,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1090,0,Y,""
*,63481,FETC: Mechanical Engineering : Fitting: Mining and Minerals,,,120,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1090,0,Y,""
*,60349,National Certificate: Mining Technical Support,,,125,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,814,0,Y,""
*,23953,Further Education and Training Certificate: New Venture Creation (SMME) ,,,162,2008-05-13 00:00:00.000,2011-05-13 00:00:00.000,2012-05-13 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,23630,National Certificate Plater/Boilermaker ,,,0,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,2024-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1074,0,Y,""
*,23631,National Certificate Plater/Welder ,,,0,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,2024-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1070,0,Y,""
*,49014,National Certificate in  Rockbreaking for Underground Hard Rock (version 2),,,130,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,2011-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,23633,National Certificate: Millwright,,,0,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,2024-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1167,0,Y,""
*,49013,National Certificate Mining Operations Underground Hard Rock ,,,140,2007-04-03 00:00:00.000,2010-04-03 00:00:00.000,2011-04-03 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,23655,Natioanl Certificate: Business Administration Services,,,120,2006-05-02 00:00:00.000,2009-05-02 00:00:00.000,2010-05-02 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,48873,Occupationally Directed Education and Training Practices,,,125,2004-06-09 00:00:00.000,2007-06-09 00:00:00.000,2008-06-09 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,35928,National Certificate: Business Administration,,,140,2007-01-23 00:00:00.000,2010-01-23 00:00:00.000,2011-01-23 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,16Q1600616,Lump ore Beneficiation: Diamonds  (version2),,,0,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,2011-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,62796,Further Education and Taining CertificateL Strata Control Operations,,,165,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,57,0,Y,""
*,64249,Further Education and Training Certificate: Diamond and Evaluation,,,164,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1117,0,Y,""
*,49648,National Certificate: New Venture Creation (SMME),,,138,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-29 00:00:00.000,,,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-07-01 00:00:00.000,NULL,138,Y,""
*,65190,National Certificate: Metals Production: Mining and Minerals,,,120,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1073,0,Y,""
*,65192,National Certificate: Metals Production: Mining and Minerals,,,120,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1073,0,Y,""
*,65194,Further Education and Training Certificate: Metals Production: Mining and Minerals,,,140,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1073,0,Y,""
*,62869,National Certificate: Rockbreaking: Surface Excavations,,,141,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1236,0,Y,""
*,64309,General Education and Training Certificate: Adult Basic Education and Training,,,120,2008-11-26 00:00:00.000,2012-06-30 00:00:00.000,2013-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,64909,National Certificate: Small Scale Mining,,,143,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,211,0,Y,""
*,64729,Further Education and Training Certificate: Diamond Processing,,,161,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1117,0,Y,""
*,67429,National Certificate: Electrical Engineering: Mining and Minerals,,,140,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1165,0,Y,""
*,78545,Further Education and Training Certificate: Automotive Repair and Maintenance: Mining and Minerals,,,159,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,72071,National Certificate: Electrical Engineering: Mining and Minerals,,,133,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,72069,Further Education and Training Certificate: Electrical Engineering: Mining and Minerals,,,130,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1165,0,Y,""
*,64810,National Certificate: Automotive Repair and Maintenance,,,125,2009-02-18 00:00:00.000,2012-06-30 00:00:00.000,2013-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1098,0,Y,""
*,64809,National Certificate: Automotive Repair and Maintenance,,,135,2009-02-18 00:00:00.000,2012-06-30 00:00:00.000,2013-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1098,0,Y,""
*,64789,National Diploma: Automotive Repair and Maintenance,,,144,2009-02-18 00:00:00.000,2012-06-30 00:00:00.000,2013-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,65049,National Certificate: Jewellery manufacturing,,,134,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1259,0,Y,""
*,65209,National Certificate: Jewellery Manufacturing,,,137,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1259,0,Y,""
*,65549,National Certificate: Mining Technical Support,,,138,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,814,0,Y,""
*,63485,National Certificate: Mechanical Handling (Rigging): Mining and Minerals,,,127,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1079,0,Y,""
*,63490,National Certificate: Mechanical Handling (Rigging): Mining and Minerals,,,121,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1079,0,Y,""
*,63494,Further Education and Training Certificate: Mechanical Handling (Rigging): Mining and Minerals,,,136,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1079,0,Y,""
*,62769,National Certificate: Mineral Processing,,,130,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1258,0,Y,""
*,60110,National Certificate: Engineering,,,120,2008-08-20 00:00:00.000,2012-06-30 00:00:00.000,2013-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,73310,National Certificate: Laboratory Practice: Precious Metal,,,120,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,102,0,Y,""
*,73312,Further Education and Training Certificate: Laboratory Analysis: Mining and Minerals,,,140,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,102,0,Y,""
*,20159,NQF 5 NATIONAL DIPLOMA IN ABET PRACITICES,,,240,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,2007-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,48473,National Certificate in Electrical Engineering (Electrical Construction),,,156,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,2007-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,3,NATIONAL CERTIFICATE GENERAL SECURITY PRACTICES,,,0,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,2007-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,64869,National Certificate: Generic Management: Cement Manufacturing: Mining and Minerals,,,162,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,64950,Further Education and Training Certificate: Laboratory Analysis,,,140,2009-05-05 00:00:00.000,2015-06-30 00:00:00.000,2016-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,64889,Further Education and Training Certificate: Mineral Processing,,,137,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,78903,National Certificate: Chemical Operations,,,120,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,78547,National Certificate: Chemical Operations,,,135,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,74550,"National Certificate: Measurement, Control and Instrumentation: Mining and Minerals",,,133,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,74552,"National Certificate: Measurement, Control and Instrumentaion: Mining and Minerals",,,120,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,74551,"FETC: Measurement, Control and Instrumentation: Mining and Minerals",,,134,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,74490,Further Education and Training Certificate: Mining Operations,,,160,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,77963,Further Education and Training Certificate: Mining/Exploration Geology,,,160,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,78323,National Certificate: Lamproom Operations,,,126,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,74292,"National Certificate: Occupational Health, Safety and Environment: Mining and Minerals",,,120,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,316,0,Y,""
*,78843,National Certificate: Diamond Processing,,,121,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,78966,National Certificate: Diamond Design and Evaluation,,,129,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,78923,National Certificate: Autotronics,,,132,2010-07-28 00:00:00.000,2013-07-28 00:00:00.000,2014-07-28 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,78944,National Certificate: Autotronics,,,127,2010-07-28 00:00:00.000,2013-07-28 00:00:00.000,2014-07-28 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,79826,National Certificate: Occupational Hygiene and Safety: Mining and Minerals,,,144,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,78543,Natinal Certificate: Automotive Repair and Maintenance: Mining and Minerals,,,125,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,96532,National Certificate: Measurement,,,160,2011-06-15 00:00:00.000,2012-06-16 00:00:00.000,2012-06-17 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,78883,Further Education and Training Certificate: Autotronics,,,134,2010-07-28 00:00:00.000,2013-07-28 00:00:00.000,2014-07-28 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,99999,National Certificate: Test,,,120,2012-01-24 00:00:00.000,2012-06-25 00:00:00.000,2012-06-26 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,100002,KKKK,,,120,2012-04-20 00:00:00.000,2015-04-20 00:00:00.000,2013-04-20 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,78546,National Certificate: Automotive Repair and Maintenance: Mining and Minerals,,,144,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,78904,Further Education and Training Certificate: Chemical Operations: Mining and Minerals,,,140,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,78544,National Certificate: Automotive Repair and Maintenance: Mining and Minerals,,,135,2012-01-07 00:00:00.000,2015-06-30 00:00:00.000,2016-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,79827,Further Education and Training Certificate: Occupational Hygiene and Safety: Mining and Minerals,,,145,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,79829,National Diploma: Occupational Safety: Mining and Minerals,,,242,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,79828,National Certificate: Occupational Safety: Mining and Minerals,,,145,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,90655,National Certificate: Small Scale Mining,,,124,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,90656,National Certificate: Mine Ventilation,,,124,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
*,23254,National Certificate: Mechanical Engineering: Fitting and Machining,,,179,2007-05-15 00:00:00.000,2015-06-30 00:00:00.000,2016-06-30 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,0,Y,""
