ID,Description,SAQACode,DateCreated,CreatedBy,DateUpdated,UpdatedBy,IsDeleted,SysStartTime,SysEndTime
1,ABET Level 0," ",2013-10-02 00:00:00.000,1,2013-10-02 00:00:00.000,1,0,2022-12-07 10:26:39.0576916,9999-12-31 23:59:59.9999999
2,ABET Level 1," ",2013-10-02 00:00:00.000,1,2013-10-02 00:00:00.000,1,0,2022-12-07 10:26:39.0576916,9999-12-31 23:59:59.9999999
3,ABET Level 2," ",2013-10-02 00:00:00.000,1,2013-10-02 00:00:00.000,1,0,2022-12-07 10:26:39.0576916,9999-12-31 23:59:59.9999999
4,ABET Level 3," ",2013-10-02 00:00:00.000,1,2013-10-02 00:00:00.000,1,0,2022-12-07 10:26:39.0576916,9999-12-31 23:59:59.9999999
5,ABET Level 4," ",2013-10-02 00:00:00.000,1,2013-10-02 00:00:00.000,1,0,2022-12-07 10:26:39.0576916,9999-12-31 23:59:59.9999999
