AD_Org_ID[Name],Value/K,Name,Description,ZZNqfLevel,ZZCredits,Registrationstartdate,Registrationenddate,ZZLastEnrolmentDate,ZZLastAchievementDate,ZZQualityAssuranceBody,ZZQualificationType,ZZNewRegistrationStartDate,ZZNewRegistrationEndDate,ZZNewLastEnrolmentDate,ZZNewLastAchievementDate,ZZLkpOfoOccupation_ID[Value],ZZMinimumElectiveCredits,IsActive
*,73311,National Certificate: Laboratory Practice: Coal,,2,120,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,61305,Automotive electrician mining,,,120,2018-01-07 00:00:00.000,2024-06-30 00:00:00.000,2024-06-30 00:00:00.000,1900-01-01 00:00:00.000,,2,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,96276,Heavy Equipment Mechanic,,,120,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,2024-06-30 00:00:00.000,1900-01-01 00:00:00.000,,2,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,96283,Goldsmith,,,120,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,2024-06-30 00:00:00.000,1900-01-01 00:00:00.000,,2,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,96284,Diamond and gemstone setter,,,120,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,2024-06-30 00:00:00.000,1900-01-01 00:00:00.000,,2,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,96349,Diamond Cutter,,,120,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,2024-06-30 00:00:00.000,1900-01-01 00:00:00.000,,2,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,97388,Earth Moving Mechanic,,,120,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,2024-06-30 00:00:00.000,1900-01-01 00:00:00.000,,2,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,202326,Test Qualification,,3,120,2023-01-26 00:00:00.000,2027-01-26 00:00:00.000,2029-01-25 00:00:00.000,2032-01-24 00:00:00.000,629,1,,,,,,18,Y
*,61755,General education and training certificate: Business practice,,1,121,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,611,2,,,,,,121,Y
*,23833,Business Administration,,2,130,2018-07-01 00:00:00.000,2023-06-01 00:00:00.000,2024-06-30 00:00:00.000,2027-06-29 00:00:00.000,611,1,,,,,,130,Y
*,50080,generic management,,4,150,2018-07-01 00:00:00.000,2023-06-06 00:00:00.000,2024-06-30 00:00:00.000,2027-06-29 00:00:00.000,611,2,,,,,,150,Y
*,83946,Management,,3,120,2021-07-07 00:00:00.000,2023-07-30 00:00:00.000,2027-07-06 00:00:00.000,2030-07-05 00:00:00.000,611,1,,,,,,120,Y
*,67464,Marketing,,4,141,2021-07-07 00:00:00.000,2023-07-30 00:00:00.000,2027-07-06 00:00:00.000,2030-07-05 00:00:00.000,611,1,,,,,,141,Y
*,67465,Business Administration,,3,130,2021-07-07 00:00:00.000,2026-07-30 00:00:00.000,2027-07-06 00:00:00.000,2030-07-05 00:00:00.000,629,1,,,,,,130,Y
*,58375,NC: Bookkeeping,,4,120,2024-04-01 00:00:00.000,2025-05-01 00:00:00.000,2030-03-31 00:00:00.000,2033-03-30 00:00:00.000,611,2,,,,,,120,Y
*,58376,FETC: Bookkeepinh,,1,130,2024-04-01 00:00:00.000,2025-04-01 00:00:00.000,2030-03-31 00:00:00.000,2033-03-30 00:00:00.000,629,2,,,,,,130,Y
*,61595,FETC: Business Administration,,4,140,2024-04-01 00:00:00.000,2026-06-30 00:00:00.000,2030-03-31 00:00:00.000,2033-03-30 00:00:00.000,611,2,,,,,,140,Y
*,59201,generic management,,5,162,2024-04-01 00:00:00.000,2025-03-31 00:00:00.000,2030-03-31 00:00:00.000,2033-03-30 00:00:00.000,611,2,,,,,,162,Y
*,58395,Project Management,,4,143,2024-04-01 00:00:00.000,2025-04-01 00:00:00.000,2030-03-31 00:00:00.000,2033-03-30 00:00:00.000,629,2,,,,,,140,Y
*,123456,Test Qualification,,1,120,2024-04-08 00:00:00.000,2026-04-08 00:00:00.000,2030-04-07 00:00:00.000,2033-04-06 00:00:00.000,629,1,,,,,,6,Y
*,57712,FETC:Generic Management:General Management,,4,150,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-29 00:00:00.000,629,1,,,,,,150,Y
*,49691,Human Resource Management and Support,,1,140,2024-06-19 00:00:00.000,2025-06-19 00:00:00.000,2030-06-18 00:00:00.000,2033-06-17 00:00:00.000,629,1,,,,,,140,Y
*,48979,National Certificate  in Animal Production,,4,140,2024-06-18 00:00:00.000,2025-06-30 00:00:00.000,2030-06-17 00:00:00.000,2033-06-16 00:00:00.000,629,1,,,,,,140,Y
*,74149,Procurement in the Supply Chain,,5,154,2024-06-18 00:00:00.000,2025-06-30 00:00:00.000,2030-06-17 00:00:00.000,2033-06-16 00:00:00.000,629,1,,,,,,154,Y
*,83986,: National Certificate: Management: Stores and Warehousing,,4,120,2024-06-18 00:00:00.000,2025-07-30 00:00:00.000,2030-06-17 00:00:00.000,2033-06-16 00:00:00.000,629,1,,,,,,120,Y
*,66749,National Certicate :Community Development,,3,120,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-29 00:00:00.000,629,1,,,,,,120,Y
*,58761,Further Education and Training Certificate :Early Childhood Development,,4,120,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2025-06-30 00:00:00.000,2028-06-29 00:00:00.000,629,1,,,,,,120,Y
*,61591,National Certificate:Information Technology : End User Computing,,3,120,2024-06-28 00:00:00.000,2025-06-27 00:00:00.000,2030-06-27 00:00:00.000,2033-06-26 00:00:00.000,629,2,,,,,,120,Y
*,67229,Payroll Administration,,4,120,2024-07-01 00:00:00.000,2025-06-30 00:00:00.000,2030-06-30 00:00:00.000,2033-06-29 00:00:00.000,629,1,,,,,,120,Y
*,66249,FETC: New Venture Creation,,4,149,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-29 00:00:00.000,629,2,,,,,,11,Y
*,48806,National Certificate: Craft Production,,1,141,2024-07-01 00:00:00.000,2025-05-30 00:00:00.000,2030-06-30 00:00:00.000,2033-06-29 00:00:00.000,629,1,,,,,,141,Y
*,71490,Contact Centre Support,,2,128,2024-03-01 00:00:00.000,2030-04-01 00:00:00.000,2030-02-28 00:00:00.000,2033-02-27 00:00:00.000,629,2,,,,,,128,Y
*,101874,Occupational Certificate Maintenance Planner,,5,261,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-29 00:00:00.000,629,2,,,,,,261,Y
*,97542,Occupation Certificate: Early Childhood Development Practitioner,,4,131,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-30 00:00:00.000,629,1,,,,,,131,Y
*,99714,"Occupational Certificate: Safety, Health and quality Practitioner",,5,256,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2026-12-30 00:00:00.000,2029-12-29 00:00:00.000,629,1,,,,,,256,Y
*,49129,inteactive Media,,5,130,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-29 00:00:00.000,629,1,,,,,,130,Y
*,101321,Occupational Certificate,,5,190,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-29 00:00:00.000,629,2,,,,,,190,Y
*,118788,Occupational Certificate: Design Thinking Innovation Lead,,1,160,2018-07-01 00:00:00.000,2025-12-31 00:00:00.000,2026-12-31 00:00:00.000,2029-12-30 00:00:00.000,629,1,,,,,,160,Y
*,48573,National Certificate: Information Technology: Systems Support,,5,147,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-29 00:00:00.000,629,1,,,,,,147,Y
*,50331,"National Certificate: Occupationally Directed Education, Training and Development Practices",,6,145,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-29 00:00:00.000,629,1,,,,,,145,Y
*,49121,National Certificate: Interactive Media,,5,130,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-29 00:00:00.000,629,1,,,,,,130,Y
*,20287,National Certificate: Farming,,1,120,2018-07-30 00:00:00.000,2023-06-30 00:00:00.000,2026-07-29 00:00:00.000,2029-07-28 00:00:00.000,629,1,,,,,,120,Y
*,48967,National Certificate: Business Advising Operations,,6,138,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2025-06-30 00:00:00.000,2028-06-29 00:00:00.000,629,1,,,,,,138,Y
*,23118,National Diploma: Early Childhood Development,,5,240,2018-07-01 00:00:00.000,2020-07-30 00:00:00.000,2025-06-30 00:00:00.000,2028-06-29 00:00:00.000,629,1,,,,,,240,Y
*,49580,General Education and Training Certificate: Poultry Production,,1,134,2018-07-30 00:00:00.000,2023-06-30 00:00:00.000,2025-07-29 00:00:00.000,2028-07-28 00:00:00.000,629,1,,,,,,134,Y
*,48977,National Certificate: Mixed Farming Systems,,2,120,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2025-06-30 00:00:00.000,2028-06-29 00:00:00.000,629,1,,,,,,120,Y
*,101869,Occupational Certificate: Project Manager,,5,240,2018-07-01 00:00:00.000,2025-12-30 00:00:00.000,2025-12-30 00:00:00.000,2028-12-29 00:00:00.000,629,2,,,,,,240,Y
*,78964,Further Education and Training Certificate: Information Technology: Technical Support,,4,163,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-29 00:00:00.000,629,1,,,,,,163,Y
*,93997,National Certificate: Contact Centre and Business Process Outsourcing Support,,3,124,2021-07-01 00:00:00.000,2025-07-30 00:00:00.000,2027-06-30 00:00:00.000,2030-06-29 00:00:00.000,629,1,,,,,,124,Y
*,74630,Further Education and Training Certificate: Generic Management,,4,150,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-29 00:00:00.000,629,1,,,,,,150,Y
*,66789,National Certificate: Environmental Management,,5,138,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-29 00:00:00.000,629,1,,,,,,138,Y
*,20175,National Certificate: Hygiene and Cleaning Supervision,,3,120,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-29 00:00:00.000,629,1,,,,,,120,Y
*,119262,Occupational certificate: Internet-of-Things Developer,,4,141,2022-06-21 00:00:00.000,2025-12-31 00:00:00.000,2028-06-20 00:00:00.000,2031-06-19 00:00:00.000,629,1,,,,,,141,Y
*,202503,QAQual,,1,120,2025-01-01 00:00:00.000,2028-12-31 00:00:00.000,2030-12-31 00:00:00.000,2033-12-30 00:00:00.000,629,1,,,,,,20,Y
*,118699,Occupational Certificate: Cloud Administrator,,5,149,2022-02-03 00:00:00.000,2025-12-31 00:00:00.000,2028-02-02 00:00:00.000,2031-02-01 00:00:00.000,629,1,,,,,,149,Y
*,118708,Occupational Certificate: Data Science Practitioner,,5,185,2022-02-02 00:00:00.000,2025-12-31 00:00:00.000,2028-02-01 00:00:00.000,2031-01-31 00:00:00.000,629,1,,,,,,185,Y
*,121296,Advanced Occupational Certificate: Extended Reality Developer,,6,218,2023-11-14 00:00:00.000,2028-11-14 00:00:00.000,2029-11-13 00:00:00.000,2032-11-12 00:00:00.000,629,1,,,,,,218,Y
*,118986,Occupational Certificate: Cybersecurity Analyst,,1,173,2022-04-22 00:00:00.000,2025-12-31 00:00:00.000,2028-04-21 00:00:00.000,2031-04-20 00:00:00.000,629,1,,,,,,173,Y
*,101408,Occupational Certificate: Computer Technician,,5,282,2018-07-31 00:00:00.000,2025-12-31 00:00:00.000,2024-07-30 00:00:00.000,2027-07-29 00:00:00.000,629,1,,,,,,282,Y
*,36233,National Certificate: Specialist Hygiene and Cleaning Services,,2,120,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-29 00:00:00.000,629,1,,,,,,120,Y
*,118792,Occupational Certificate: Artificial Intelligence Software Developer,,5,209,2022-02-02 00:00:00.000,2026-12-31 00:00:00.000,2028-02-01 00:00:00.000,2031-01-31 00:00:00.000,629,1,,,,,,209,Y
