ID,Description,Code,ProvinceID,DateCreated,CreatedBy,DateUpdated,UpdatedBy,IsDeleted
34607,Tshilavhutume Secondary,930320308,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34608,Tshilavulu Community Creche,973302310,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34609,Tshilidzi Community Creche,973306202,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34610,Tshilidzi Primary School,700111419,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34611,Tshilidzini School,930320346,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34612,Tshililo Community Creche,973301515,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34613,Tshilivho Primary,930350347,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34614,Tshiliza Primary School,200200856,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34615,Tshilogoni Secondary,928330404,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34616,Tshilungwi Primary,930310929,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34617,Tshiluvhadi Senior Primary,928330633,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34618,Tshiluvhi Primary,930350620,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34619,Tshiluwi Primary,928330688,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34620,Tshilwavhusiku Razwimisani,993304507,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34621,Tshilwavhusuku Junior Primary,928332202,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34622,Tshimbiluni Senior Primary,930320407,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34623,Tshimbupfe Secondary,930321196,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34624,Tshimedzwa Primary,930350903,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34625,Tshimollo Primary School,700221150,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34626,Tshimologi Child Development Centre,700890004,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34627,Tshimologo Intermediate School,300102234,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34628,Tshimonela Primary,931331346,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34629,Tshinange Secondary,931520320,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34630,Tshinavhe Secondary,930321530,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34631,Tshinetise Primary,930350330,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34632,Tshing Primary,600102236,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34633,Tshino Primary,930321028,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34634,Tshinwaulwi Community,973305509,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34635,Tshiombo,973302113,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34636,Tshiombo Primary,929310813,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34637,Tshiozwi Primary,905332066,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34638,Tshipako Primary,930350149,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34639,Tshipako Primary,973305200,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34640,Tshipakoni Secondary,930321264,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34641,Tshipange Primary,930330251,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34642,Tshipetane Secondary,930320766,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34643,Tshiphuseni Day Care Centre,973306406,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34644,Tshipi-Noto Intermediate,700311597,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34645,Tshipietsile Secondary,600103611,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34646,Tshipinare P/S,443907247,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34647,Tshipise Primary,929310110,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34648,Tshipitota Primary,600102237,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34649,Tshipo Mangwegape Primary,600102238,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34650,Tshirela Primary School,700321653,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34651,Tshireleco Secondary Public School,300015405,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34652,Tshireletso,300075037,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34653,Tshireletso,445203090,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34654,Tshireletso Day Centre,700700579,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34655,Tshireletso Daycare Centre,700700124,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34656,Tshireletso P/S,442908191,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34657,Tshireletso Primary,700141085,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34658,Tshireletso Secondary,906111788,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34659,Tshireletsong Pre-School,445202922,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34660,Tshirenzheni Primary,928330152,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34661,Tshirilogo Primary School,600102239,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34662,Tshirologang,600102240,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34663,Tshirolwe Primary,928330800,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34664,Tshirululuni Secondary,928332349,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34665,Tshirunzanani Primary,930321455,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34666,Tshirunzini Primary,929310097,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34667,Tshisa -Moravian Preschool,200801777,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34668,Tshisa Junior Secondary School,200501233,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34669,Tshisahulu Primary,930320162,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34670,Tshisane Junior Secondary School,200501234,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34671,Tshisaphungo Primary,931331209,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34672,Tshisaulu Itsani Creche,973306107,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34673,Tshiseluselu Primary,930350132,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34674,Tshisevhe Junior Primary,930320926,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34675,Tshishonga Pre School,975502211,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34676,Tshishonga Primary,930350613,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34677,Tshisibalo,600102241,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34678,Tshitabaroka,972202303,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34679,Tshitale Pre School,973303319,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34680,Tshitale Pre School,975502207,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34681,Tshitambamunwe Primary,930321035,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34682,Tshitambamunwe Primary School,973306304,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34683,Tshitandani Primary,929311298,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34684,Tshitangane Faranani,973302311,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34685,Tshitangule Primary,931521002,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34686,Tshitanzhe Community Crech,973302423,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34687,Tshite Middle School,600102242,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34688,Tshitereke Primary,930350910,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34689,Tshithuthuni Primary,928330077,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34690,Tshitshiru Primary,928332639,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34691,Tshitso P/S,445101283,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34692,Tshitso Primary School,700321661,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34693,Tshitungulu Primary,905320391,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34694,Tshituni Day Care Centre,973304206,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34695,Tshituni Primary,928330596,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34696,Tshiulungoma Pre-School,973305105,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34697,Tshiulungoma Primary,930350323,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34698,Tshiungani Community Creche,973302218,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34699,Tshiungani Primary,929310134,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34700,Tshiungulela Secondary,928332295,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34701,Tshivase High School,930351531,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34702,Tshivhade Primary,930321493,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34703,Tshivhale Junior Primary,930320056,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34704,Tshivhale Primary School,973306114,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34705,Tshivhambe Primary,930320063,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34706,Tshivhazwaulu Christian Academy,993306302,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34707,Tshivhazwaulu Primary,930321059,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34708,Tshivhenga Pre-Schoool,973305302,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34709,Tshivhidulu Community Creche,973304109,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34710,Tshivhidzo Masiagwala Secondary,930350026,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34711,Tshivhilidulu Primary,930332370,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34712,Tshivhilwi Primary,930351579,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34713,Tshivhongweni Community,929310219,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34714,Tshivhongweni Community Creche,973302230,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34715,Tshivhula Community Creche,973304408,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34716,Tshivhulani Primary,930351180,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34717,Tshivhungululu Primary,930350927,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34718,Tshivhuyuni Primary No2,973306113,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34719,Tshivhuyuni Primary-1,931521026,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34720,Tshivhuyuni Primary-2,931521507,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34721,Tshivulana Primary,930321011,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34722,Tshivuvhu Pre-Primary,928332615,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34723,Tshivuvhu Pre-Primary,973304219,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34724,Tshiwangamatembele Secondary,929311410,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34725,Tshiwedza Primary,930320216,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34726,Tshixwadza Primary,929311304,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34727,Tshiyamotheo Day Care Centre,445203204,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34728,Tshoane,925611141,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34729,Tshoane Creche,976606126,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34730,Tshoganyetso Secondary,600102243,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34731,Tshoha,445203016,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34732,Tshokolo Primary,800034878,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34733,Tshokotshoko Junior And Secondary,929310059,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34734,Tsholanang Day Care Centre,700700580,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34735,Tsholanang Pre Primary School,800023952,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34736,Tsholetsang I/S,440304092,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34737,Tsholetsega Public School,700252023,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34738,Tsholo,445105156,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34739,Tsholofele Early Learning Centre,700888117,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34740,Tsholofelo,440304004,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34741,Tsholofelo,700271122,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34742,Tsholofelo Creche,300071089,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34743,Tsholofelo Early Learning Center,600140025,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34744,Tsholofelo Educare Centre,700270629,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34745,Tsholofelo Mangope Middle,600102247,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34746,Tsholofelo Pre-School,300075004,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34747,Tsholofelo Primary,600102246,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34748,Tsholofelo Ya Tsholofetso,700890072,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34749,Tsholohelo P/S,440303089,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34750,Tsholomnqa High School,200200857,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34751,Tshomarelo P/S,440404130,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34752,Tshomonkane,600102248,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34753,Tshongwe Primary School,500285307,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34754,Tshongweni Junior Secondary School,200300609,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34755,Tshongweni Senior Secondary School,200401069,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34756,Tshoniswa Senior Primary School,200501235,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34757,Tshontini Junior Primary School,200401070,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34758,Tshosane,442411026,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34759,Tshose Primary,600102249,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34760,Tshovani Primary,916411143,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34761,Tshukudu,600102250,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34762,Tshukudu 1 Primary,991103201,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34763,Tshukudu Primary,921111191,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34764,Tshukutswe High,922251808,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34765,Tshupane Primary,600102251,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34766,Tshutshutshu S,500285344,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34767,Tshwaane-Primary,924643025,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34768,Tshwaedi,980000117,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34769,Tshwale Pre School,975501305,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34770,Tshwane Christian Pre-Primary,700241463,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34771,Tshwane Christian School,700241471,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34772,Tshwane College,700400386,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34773,Tshwane Institute Of Technology Foundation Independent School,700400384,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34774,Tshwane Secondary School,700400276,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34775,Tshwara-Thebe  I/S,445105167,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34776,Tshwaraganang Ecd,300075036,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34777,Tshwaraganang Primary,600102254,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34778,Tshwaraganelo  Primary,600102255,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34779,Tshwaragano Creche,300071001,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34780,Tshwaragano Day Care Centre,300071138,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34781,Tshwaragano Day Care Centre,445503381,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34782,Tshwaragano Primary  Scho,600102256,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34783,Tshwaragano Primary School,700341412,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34784,Tshwarakganang,445202872,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34785,Tshwaranang,445203149,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34786,Tshwaranang Pre-School Creche,700700581,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34787,Tshwaranang Primary,600102258,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34788,Tshwarangthata Primary,600102259,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34789,Tshware,923241528,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34790,Tshwarelela Primary School,300016206,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34791,Tshwati Junior Secondary School,200300716,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34792,Tshwatlhakge Primary,924643056,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34793,Tshweele Primary,925610643,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34794,Tshwelopele,445203070,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34795,Tshwelopele Pre School,975501415,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34796,Tshweneng,924651682,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34797,Tshweneng Pre-Primary,976603118,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34798,Tshweni Secondary,918510989,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34799,Tshwenyane Combined School,800023960,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34800,Tsibiyana Junior Secondary School,200501236,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34801,Tsibogo Middle School,700912260,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34802,Tsibollo,445202825,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34803,Tsietsi Mashinini Primary School,700140822,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34804,Tsikari,921141772,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34805,Tsikari Pre-Primary,971101304,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34806,Tsikarong Junior Secondary School,200501237,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34807,Tsikedi,827431475,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34808,Tsikedi Pre-Primary,800034905,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34809,Tsiki Naledi Secondary School,800023986,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34810,Tsilawa Primary,929311540,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34811,Tsimanyane Primary,924651521,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34812,Tsimatsima P/S,443907263,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34813,Tsimong Primary School,700351197,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34814,Tsineng Primary School,300102261,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34815,Tsireledzo Vyeboom Community Creche,973306331,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34816,Tsirwane,441610345,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34817,Tsita A Preschool,200801778,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34818,Tsitsana Comprehensive Senior Secondary School,200501388,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34819,Tsitsiboga,600271130,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34820,Tsitsiboga Primary School,700271130,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34821,Tsitsikama Primary School,200100796,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34822,Tsitsikama Primary School,200600856,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34823,Tsitsing,600102262,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34824,Tsitsong Junior Secondary School,200501238,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34825,Tsoaranang Primary School,700321679,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34826,Tsoatago Primary,924643070,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34827,Tsoe Primary School,300104019,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34828,Tsoelang Pele,445203390,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34829,Tsoelike Junior Secondary School,200501239,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34830,Tsoelopele Primary School,700331462,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34831,Tsoga - O-Itirele,926262058,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34832,Tsoga O Itirele,700700582,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34833,Tsoga-O-Itirele School,923262058,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34834,Tsogang Creche Pre School,975504538,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34835,Tsogang Early Child Development,975501419,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34836,Tsogang Marota Pre-Primary,925661375,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34837,Tsogang Marota Pre-Primary,976606233,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34838,Tsogang Primary,700141093,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34839,Tsogang Primary,918511487,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34840,Tsogang Primary School,600102263,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34841,Tsoge Primary,922251198,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34842,Tsogo,700141267,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34843,Tsogo,700141465,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34844,Tsogo Secondary School,600102264,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34845,Tsogwe,600102265,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34846,Tsojana Junior Secondary School,200300610,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34847,Tsokole Pre-Primary,923261805,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34848,Tsokole Pre-Primary,972204240,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34849,Tsokolibane Primary School,700321695,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34850,Tsokolokazi Senior Primary School,200600857,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
34851,Tsokoro Pre-Primary,922222824,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
