ID,Description,Code,ProvinceID,DateCreated,CreatedBy,DateUpdated,UpdatedBy,IsDeleted
1005,Balalila Primary,928330770,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1006,Balasi Junior Secondary School,200400011,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1007,Balasi Primary School,200200029,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1008,Balcomb's Hill Primary School,500104821,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1009,Baldaskraal Primary School,500104858,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1010,Bale Community Pre School And Child Care,973302204,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1011,Bale Primary,929310302,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1012,Balebogeng Primary School,700220541,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1013,Balefe,101007601,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1014,Balekudi Primary School,300100066,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1015,Baleni Junior Secondary School,200500012,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1016,Baleni Primary,916410034,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1017,Baleni Senior Secondary School,200500013,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1018,Baleseng,600100067,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1019,Baleseng Day Care Centre,800034520,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1020,Baleseng Primary School,700240531,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1021,Baletyeni Senior Primary School,200500014,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1022,Balfour,800034534,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1023,Balfour Higher Primary School,200200030,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1024,Balfour Primary School,200200031,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1025,Balfour Primary School,800000489,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1026,Balgay,444802005,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1027,Balizulu Junior Secondary School,200400012,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1028,Ballengeich,500104895,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1029,Balloon Mantjana Primary,926540485,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1030,Balmacara If/S,444802095,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1031,Balmandir Pp,500340844,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1032,Balmoral College,700400012,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1033,Balmoral Girls' Primary School,200600024,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1034,Baloi Creche,976602447,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1035,Balondo H,500104969,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1036,Baltimore Primary,906110044,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1037,Balule,996605301,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1038,Balungise Junior Secondary School,200400013,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1039,Balura Primary School,200200032,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1040,Balvenie Prim.,102480061,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1041,Bamanzi Junior Primary School,200500015,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1042,Bambanani,200801648,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1043,Bambanani,300074009,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1044,Bambanani Creche,500450290,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1045,Bambanani Day Care+pre-Primary,700700231,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1046,Bambanani Ecd Centre,700700317,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1047,Bambanani H,500105006,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1048,Bambanani Js School,500423650,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1049,Bambanani Junior Primary School,200401292,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1050,Bambanani Primary School,500414733,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1051,Bambanani Primary School,500447145,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1052,Bambanani Primary School,800000513,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1053,Bambanani Primary School,800000521,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1054,Bambazi H,500105043,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1055,Bambe Primary School,500105080,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1056,Bambelelani Primary School,800000554,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1057,Bambeni Secondary,916420024,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1058,Bambi,441610801,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1059,Bambi,600102433,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1060,Bambi,700120444,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1061,Bambi,700150086,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1062,Bambi,700160150,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1063,Bambi,700210328,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1064,Bambi,700210989,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1065,Bambi,700250324,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1066,Bambi,700260174,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1067,Bambi,700341644,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1068,Bambi Kabana,440101801,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1069,Bambi Kleuterskool,700340232,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1070,Bambi Pre-Prim. (Kaap),103301008,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1071,Bambi Pre-Prim. No.1 (Welling),112301010,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1072,Bambi Pre-Primary School,300074119,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1073,Bambi Pre-Primary School,440304802,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1074,Bambi Pre-Primary School,442008808,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1075,Bambi Pre-Primary School,445503410,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1076,Bambi Pre-Primêre Skool,300073074,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1077,Bambiland,700270157,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1078,Bambilanga Junior Secondary School,200400014,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1079,Bambilanga Senior Secondary School,200400015,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1080,Bambinkunzi Primary School,500105117,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1081,Bambino,444712826,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1082,Bambino,700880049,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1083,Bambino Bewaarskool,100000225,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1084,Bambino Day Care Centre,200801988,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1085,Bambino English Medium Day Care Centre,800035446,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1086,Bambino Nursery School,700700431,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1087,Bambino Se Warmnessie,100000107,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1088,Bambino's,132008216,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1089,Bambinos Day Care Centre,700700477,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1090,Bambisana Primary School,800010439,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1091,Bambisanani Lp,500334998,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1092,Bambisandla Jp,500105154,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1093,Bamboespruit Junior Secondary School,200600027,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1094,Bambolini,700210336,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1095,Bambolini Pre-Primary School,445503412,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1096,Bana Ba Rena Pre School,976606211,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1097,Bana-Bathari School,923242552,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1098,Bana-Pele,600105273,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1099,Banabakae  Primary School,600100069,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1100,Banabaswa,800035215,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1101,Banabaswa,827431192,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1102,Banabotlhe  Primary,600100070,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1103,Banaero Park Pre Primary,700888067,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1104,Banaki,800031641,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1105,Banana Day Care,800031138,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1106,Banana Primary,915530396,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1107,Bananyana,600102436,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1108,Banapele Primary School,600104103,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1109,Banareng Creche,975504206,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1110,Banareng Primary,925620015,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1111,Banareng Primary School,700231514,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1112,Bancho Primary,600100071,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1113,Bangalong Primary,921110051,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1114,Bangamaya Cp,500105191,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1115,Bangani S,500105228,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1116,Bangeni,500105302,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1117,Bangibizo Jp,500105339,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1118,Bangilizwe Junior Secondary School,200600028,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1119,Bangiso Junior Secondary School,200300009,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1120,Bangizwe Primary School,500105376,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1121,Bangnek Jp,500105413,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1122,Bangubukhosi Primary School,500105450,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1123,Bangumuzi Primary School,500105487,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1124,Banguni Ss,500320494,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1125,Bangweni Junior Secondary School,200300010,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1126,Baniyena Primary School,500306027,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1127,Banjaland Pf/S,442506284,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1128,Banjana Primary School,500105524,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1129,Bankfontein Combined School,800000596,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1130,Bankhara Bodulong High School,300106000,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1131,Bankhare-Bodilong Intermediate School,300045219,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1132,Bankies Junior Secondary School,200600029,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1133,Banklaagte,442510030,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1134,Bankop,800000604,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1135,Banksdrif,300017302,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1136,Banksdrif Secondary School,300017306,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1137,Banksia,200100046,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1138,Bankuna High School,915530020,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1139,Banogeng Middle School,600100073,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1140,Banovuyo Dcc,200801549,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1141,Banqobile H,500105561,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1142,Bantabethu Primary,924650641,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1143,Bantfwabethu Secondary School,800000620,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1144,Bantini Junior Secondary School,200400017,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1145,Bantomu Primary,800035050,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1146,Bantori,700131904,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1147,Bantubaningi H,500105635,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1148,Bantuvukani Sp,500105672,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1149,Bantwanana Junior Secondary School,200400018,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1150,Bantwane Primary School,996606709,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1151,Banyana,700912432,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1152,Banyana Preprimary,600102432,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1153,Banzana S,500105709,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1154,Banzi Primary School,200200033,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1155,Bapallong,445203403,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1156,Bapaume Primary School,500105746,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1157,Bapedi Primary,700140392,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1158,Baphadima Secondary,925660037,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1159,Baphalane,600100075,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1160,Baphathe Senior Primary School,200500018,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1161,Baphepeng Creche,972202119,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1162,Baphiring Intermediate,600100076,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1163,Baphoting Primary,921110068,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1164,Baphumelele Educare,106048362,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1165,Baphumile Primary School,500105783,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1166,Baphutheng Secondary,923240037,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1167,Bapo Primary,600100077,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1168,Bapsfontein Primary Farm School,700211268,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1169,Baptist Pre School,976606612,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1170,Bapuleng Creche,972204228,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1171,Baqaqe Cp,500105820,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1172,Baqoqe Primary School,500105857,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1173,Baqulusi H,500100270,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1174,Baqulusini C,500105894,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1175,Barachel Christian Academy,700270611,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1176,Baragwanath Hospital School,700131912,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1177,Barakile Primary School,600100078,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1178,Baranuka Secondary,917421101,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1179,Baratang,600105264,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1180,Barati Pre Primary School,300102438,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1181,Barberspan,600100079,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1182,Barberton Academy,800030346,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1183,Barberton Combined School,800000653,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1184,Barberton Education Development Centre,800035629,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1185,Barberton Nursery School,800000679,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1186,Barcelona Primary School,700400277,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1187,Barclay Vale,800000703,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1188,Bardale Prim.,107008345,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1189,Bardale Sec,107008380,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1190,Bardia Pf/S,442008148,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1191,Bareki Primary School,300100081,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1192,Barel Zulu Primary School,800029751,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1193,Barelwanedi,600100082,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1194,Barend V Rensburg If/S,441407184,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1195,Baretse,600100281,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1196,Barkerville Junior Secondary School,200500019,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1197,Barkly East (D R C) Primary School,200600030,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1198,Barkly Wes Primêre Skool,300013201,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1199,Barkly West High School,300012301,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1200,Barkly West Primary School,300013202,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1201,Barkston Ash Primary School,500105931,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1202,Barnabas Day Care Centre,973306307,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1203,Barnabas Day Care Centre,973306411,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1204,Barnard Molokoane S/S,443011135,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1205,Barnato Park High School,700130153,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1206,Barnato Pf/S,442506286,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1207,Barney And Friends,800034799,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1208,Barney Primary,800035077,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1209,Barnhill Primary School,500105968,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1210,Baroda D R C Primary School,200600032,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1211,Baroda Farm School,200600033,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1212,Baroka Pre School,976606103,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1213,Baroka Secondary,925620022,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1214,Barokaipoteng Pre-Primary,925610995,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1215,Barolong,976603307,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1216,Barolong Secondary School,600100083,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1217,Baropodi Community Primary,925660044,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1218,Barracuda Primary School,500106005,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1219,Barrage Primary Farm School,700320291,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1220,Barrydale Hs.,117312200,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1221,Bartimea Spec,443907315,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1222,Basa Protea Primary School,700400623,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1223,Basa Tutorial Institute,700131920,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1224,Basadi,600100084,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1225,Basana Early Learning Creche,975503103,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1226,Basani Primary School,700110551,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1227,Baseloane Primary,923261416,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1228,Bashasha Community Creche,973302309,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1229,Bashasha Primary,929311069,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1230,Bashee Compreshensive High School,200300011,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1231,Bashee Pjs School,200400019,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1232,Bashele,800034801,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1233,Bashele Primary School,800000729,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1234,Bashise Primary School,500106042,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1235,Bashokuhle Sp,500106079,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1236,Basiami Pre School,300075053,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1237,Basitoameetse,922222800,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1238,Basitoameetse Pre - Primary,972205223,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1239,Basitoameetse Pre-School,972205211,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1240,Basizeni Special School,800000737,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1241,Basopa High,911360887,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1242,Basterspad Primary,921140038,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1243,Bastiaanse Sek.,139363316,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1244,Bastion Prim.,107309204,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1245,Basupi,600100085,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1246,Baswa Community Creche,976606712,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1247,Batau,800035078,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1248,Batau,814441687,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1249,Batau Pre School,976603212,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1250,Batau Primary School,996606632,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1251,Batau Secondary,925620039,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1252,Bataung,600100086,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1253,Bataung High,920210029,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1254,Batavia Spesiale Skool,105302200,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1255,Bateleur College,700400437,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1256,Bath  Farm,200100048,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1257,Bathabile Day Care & Pre School,700700315,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
1258,Bathabile Primary Farm School,700231522,0,2017-10-10 16:29:51.103,1,2017-10-10 16:29:51.103,1,0
