ID,Description,SAQACode,DateCreated,CreatedBy,DateUpdated,UpdatedBy,IsDeleted,SysStartTime,SysEndTime
16676,Phelindaba,2011-280001004,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16677,Phelindaba,2011-376005005,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16678,Phendlamoya SP,2011-298026001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16679,Phenduka,2011-797030004,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16680,Phepheni A SP,2011-296029001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16681,Phepheni B SP,2011-296026001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16682,Phepheni SP,2011-298001001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16683,Phephezela SP,2011-270135001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16684,Phesheya Kwetabase SP,2011-294010001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16685,Phesheya Nququ SP,2011-282033001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16686,Phesheya SP,2011-283072001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16687,Phesheya Vayizana SP,2011-284187001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16688,Phesitlha SP,2011-270276001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16689,Phetole SP,2011-970069001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16690,Phetwane,2011-662034002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16691,Phetwane SP,2011-983009001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16692,Phezukwehlanze SP,2011-590006001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16693,Phezulu SP,2011-270256001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16694,Phezulu SP,2011-286103001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16695,Phikela SP,2011-960035001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16696,Philadelphia SP,2011-199006001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16697,Philandersbron SP,2011-377007001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16698,Philip Nel Park,2011-799035048,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16699,Philippi,2011-467004005,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16700,Philippi East,2011-199033007,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16701,Philippi Park,2011-199033002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16702,Philippi SP1,2011-199033001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16703,Philippi SP2,2011-199033011,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16704,Philippolis SP,2011-461013001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16705,Phillip,2011-526015001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16706,Phillipstown,2011-364013002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16707,Phillipstown SP,2011-373005002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16708,Phillipvale,2011-373005003,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16709,Phindavele SP,2011-589075001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16710,Phiphidi SP,2011-966128001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16711,Phiri,2011-798026083,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16712,Phiri-e-Ntso SP,2011-286064001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16713,Phiring SP,2011-987079001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16714,Phirintsu SP1,2011-286050002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16715,Phirintsu SP2,2011-286050001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16716,Phiritona SP,2011-477009001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16717,Phishoan,2011-976030001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16718,Phitshane SP,2011-665001001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16719,Phiva SP,2011-876014001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16720,Phoenix,2011-199014013,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16721,Phoenix Colliery,2011-868022001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16722,Phoenix Industrial,2011-599051020,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16723,Phofu  SP,2011-970067001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16724,Phokwane NU,2011-386002001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16725,Phola,2011-468005005,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16726,Phola,2011-968069010,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16727,Phola Mission,2011-599040001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16728,Phola Mission SP,2011-599039001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16729,Phola Park,2011-276008003,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16730,Phola Park,2011-277002006,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16731,Phola Park,2011-286181003,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16732,Phola Park,2011-294040006,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16733,Phola Park,2011-797030015,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16734,Phola Park,2011-872036003,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16735,Phola Park,2011-875007011,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16736,Phola Park SP,2011-982121001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16737,Phola Park(Gugulethu),2011-199030009,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16738,Phola SP,2011-667030001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16739,Phola SP,2011-868017001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16740,Phola SP,2011-874014001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16741,Pholanyoni SP,2011-598135001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16742,PholaPark,2011-871016002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16743,Pholela SP,2011-542131001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16744,Phomolamqashi,2011-797030002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16745,Phomolo,2011-797023004,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16746,Phomolong,2011-470010002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16747,Phomolong,2011-475006004,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16748,Phomolong,2011-797005065,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16749,Phomolong SP,2011-467014001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16750,Phomolong SP,2011-766009001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16751,Phomolong SP,2011-974103001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16752,Phomolong SP1,2011-360034001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16753,Phomolong SP2,2011-360034005,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16754,Phomolong SP3,2011-360034004,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16755,Phomolong SP4,2011-360034003,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16756,Phomolong SP5,2011-360034002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16757,Phondweni  A SP,2011-586021001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16758,Phongola SP,2011-589072001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16759,Phongolo SP,2011-503037001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16760,Phongololo SP,2011-961024001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16761,Phooko,2011-797031022,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16762,Phooko SP,2011-984064001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16763,Phookwane SP,2011-984066001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16764,Phophonyane SP,2011-860034001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16765,Phosa Village,2011-861004001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16766,Phosiri SP,2011-976053001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16767,Photshaneng SP,2011-662061001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16768,Phozi SP,2011-260174001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16769,Phugeni SP,2011-966152001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16770,Phugwane SP,2011-966173001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16771,Phuka SP,2011-296074001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16772,Phukubjeng,2011-963012002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16773,Phukukane SP,2011-984062001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16774,Phukwana A SP,2011-282213001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16775,Phula Mine SP,2011-662053001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16776,Phulamulenze,2011-968114005,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16777,Phuleng SP,2011-983056001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16778,Phumamuncu SP,2011-598074001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16779,Phumasbethane,2011-468002011,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16780,Phumaze SP,2011-290049001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16781,Phumelela NU,2011-473003001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16782,Phumlamqashi,2011-470002001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16783,Phumlani,2011-280001003,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16784,Phumlani Informal,2011-280001002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16785,Phumlo SP1,2011-290206002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16786,Phumlo SP2,2011-290206004,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16787,Phumlo SP3,2011-290206003,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16788,Phumlo SP4,2011-290206001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16789,Phumolong,2011-799057004,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16790,Phumolong,2011-979001005,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16791,Phumphele,2011-599116045,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16792,Phumula,2011-875007004,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16793,Phumulamcashi Buffer Zone,2011-799046048,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16794,Phumuza SP,2011-504055001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16795,Phumuzamaphika SP,2011-542120001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16796,Phumuzamaphilo SP,2011-542084001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16797,Phungula SP,2011-598084001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16798,Phungulelweni SP,2011-293195001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16799,Phungwe SP,2011-877007001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16800,Phutanang,2011-383005033,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16801,Phuthaditjhaba A,2011-472008006,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16802,Phuthaditjhaba B,2011-472008007,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16803,Phuthaditjhaba C,2011-472008005,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16804,Phuthaditjhaba D,2011-472008010,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16805,Phuthaditjhaba H,2011-472008011,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16806,Phuthaditjhaba K,2011-472008004,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16807,Phuthaditjhaba L,2011-472008002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16808,Phuthaditjhaba N,2011-472008003,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16809,Phuthaditjhaba SP,2011-472008001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16810,Phuthaditjhaba-H,2011-472008012,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16811,Phuthditjhaba J,2011-472008008,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16812,Phuthing A SP,2011-295112001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16813,Phuthing B SP,2011-295097001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16814,Phuthing C SP,2011-295086001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16815,Phuthing SP,2011-286046001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16816,Phuthini SP,2011-597044001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16817,Phuti,2011-974092002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16818,Pickum SP,2011-969064001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16819,Pieke & Marionstat,2011-199016019,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16820,Pienaar Nature Reserve,2011-669024001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16821,Pienaar SP,2011-874053001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16822,Pienaarsdorp,2011-677006016,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16823,Pienaarsrivier SP,2011-981009001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16824,Pierneef Park,2011-798016056,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16825,Pierre van Ryneveld,2011-799059009,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16826,Piet Plessis SP,2011-674026001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16827,Piet Potgietersrust Ext 19,2011-982123004,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16828,Piet Retief Ext 7,2011-862009003,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16829,Piet Retief SP 2,2011-862009002,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16830,Piet Retief SP1,2011-862009004,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16831,Piet se Bos SP,2011-361004001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
16832,Piet Tlou SP,2011-869003001,2017-10-10 16:20:20.190,1,2017-10-10 16:20:20.190,1,0,2022-12-07 07:33:20.0576909,9999-12-31 23:59:59.9999999
